s_129	G_20	s_163	s_133	s_252	s_201	s_245	s_228	s_142	s_158	G_18	s_205	s_172	s_222	s_145	s_248	s_226	s_231	G_31	s_168	G_22	s_215	s_138	s_199	s_240	s_224	G_33	s_153	s_208	s_219	s_181	s_151	s_237	s_196	s_183	s_164	s_178	G_2	s_213	G_27	s_136	s_246	G_14	s_241	G_10	s_182	s_156	G_5	s_144	G_16	s_239	s_243	s_220	s_203	s_250	s_187	G_25	s_184	s_154	G_21	s_131	s_124	s_159	s_254	s_233	s_209	G_28	s_166	s_188	G_19	s_216	G_17	s_229	s_195	s_128	s_123	s_160	s_174	G_9	G_12	s_218	G_4	s_202	s_253	s_225	s_167	s_132	s_127	s_212	s_227	s_214	s_134	s_148	s_198	s_249	s_191	s_162	s_185	G_32	s_171	s_149	s_143	s_197	s_236	s_179	G_36	G_34	s_152	s_137	s_244	G_23	s_169	s_247	s_177	s_223	s_146	s_140	G_7	s_147	s_230	s_207	s_180	G_8	s_234	G_35	s_170	s_242	s_165	G_1	s_125	G_26	G_11	s_204	s_139	G_15	s_155	s_217	s_251	s_130	s_175	s_255	s_141	G_6	G_30	G_29	s_173	s_235	G_3	s_206	s_210	s_232	s_157	s_190	s_186	G_24	s_161	s_238	G_13
s_175 0.00000747 0.10000000 0.00006862 0.10000000 0.10000000 0.10000000 0.00000478 0.10000000 0.00000849 0.00000605 0.10000000 0.10000000 0.00000315 0.00000767 0.00000719 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00006483 0.10000000 0.10000000 0.10000000 0.00000770 0.10000000 0.00000736 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000637 0.10000000 0.10000000 0.10000000 0.10000000 0.00000684 0.10000000 0.00000797 0.10000000 0.10000000 0.10000000 0.00000990 0.10000000 0.10000000 0.10000000 0.10000000 0.00000394 0.00000684 0.10000000 0.00000960 0.00000850 0.00000647 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000777 0.10000000 0.00000838 0.10000000 0.10000000 0.00000399 0.00007144 0.00000473 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000559 0.10000000 0.10000000 0.10000000 0.10000000 0.00000822 0.10000000 0.10000000 0.10000000 0.00006779 0.00000868 0.10000000 0.00000890 0.10000000 0.00000877 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000478 0.10000000 0.10000000 0.10000000 0.10000000 0.00000637 0.10000000 0.00000817 0.00000610 0.00000720 0.10000000 0.00000799 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000716 0.10000000 0.10000000 0.00000773 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000737 0.10000000 0.10000000 0.00001173 0 0.10000000 0.00000531 0.10000000 0.10000000 0.10000000 0.00000105 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000345 0.10000000 0.10000000 0.10000000 0.00006313 0.10000000 0.10000000
s_255 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000
s_141 0.00000874 0.10000000 0.00005501 0.10000000 0.10000000 0.10000000 0.00000659 0.10000000 0.00001001 0.00001221 0.10000000 0.10000000 0.00000770 0.00001275 0.00000634 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00005451 0.10000000 0.10000000 0.10000000 0.00000448 0.10000000 0.00000928 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000579 0.10000000 0.10000000 0.10000000 0.10000000 0.00001168 0.10000000 0.00000422 0.10000000 0.10000000 0.10000000 0.00000504 0.10000000 0.10000000 0.10000000 0.10000000 0.00000452 0.00000769 0.10000000 0.00001111 0.00000579 0.00000812 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000452 0.10000000 0.00000875 0.10000000 0.10000000 0.00000290 0.00005697 0.00000744 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000767 0.10000000 0.10000000 0.10000000 0.10000000 0.00000869 0.10000000 0.10000000 0.10000000 0.00005311 0.00000877 0.10000000 0.00001378 0.10000000 0.00000949 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000797 0.10000000 0.10000000 0.10000000 0.10000000 0.00000632 0.10000000 0.00000903 0.00000421 0.00000556 0.10000000 0.00000397 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000501 0.10000000 0.10000000 0.00000476 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000902 0.10000000 0.10000000 0.00000846 0.00000531 0.10000000 0 0.10000000 0.10000000 0.10000000 0.00000770 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000588 0.10000000 0.10000000 0.10000000 0.00005529 0.10000000 0.10000000
G_6 0.10000000 0.00107537 0.10000000 0.10000000 0.10000000 0.00007509 0.10000000 0.00007612 0.10000000 0.10000000 0.00008052 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00005494 0.00007508 0.00007322 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00005109 0.00008035 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007438 0.00007704 0.00007479 0.00097967 0.00007374 0.00005389 0.10000000 0.10000000 0.00009255 0.10000000 0.10000000 0.10000000 0.10000000 0.00005519 0.10000000 0.00008992 0.10000000 0.10000000 0.10000000 0.10000000 0.00007877 0.10000000 0.00008213 0.10000000 0.10000000 0.00009509 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00004468 0.00007741 0.10000000 0.00007631 0.10000000 0.00006088 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00006300 0.00005742 0.10000000 0.00006046 0.00007769 0.10000000 0.00007659 0.00007541 0.10000000 0.10000000 0.00007612 0.00007821 0.00007509 0.10000000 0.10000000 0.10000000 0.10000000 0.00007432 0.10000000 0.10000000 0.00008799 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00010942 0.00004627 0.10000000 0.10000000 0.10000000 0.00005074 0.00007707 0.10000000 0.00007532 0.10000000 0.10000000 0.10000000 0.00004898 0.10000000 0.00014017 0.10000000 0.10000000 0.00005054 0.10000000 0.00010754 0.00007570 0.10000000 0.00007869 0.00104660 0.10000000 0.00005748 0.00099490 0.10000000 0.10000000 0.00007259 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0 0.00004979 0.00007251 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007435 0.10000000 0.00007532 0.00007328 0.00006337 0.10000000 0.00007511 0.00004425
G_30 0.10000000 0.00105590 0.10000000 0.10000000 0.10000000 0.00007303 0.10000000 0.00007349 0.10000000 0.10000000 0.00006476 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00005080 0.00007275 0.00008078 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00005103 0.00007659 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007177 0.00007409 0.00007192 0.00097491 0.00007428 0.00005152 0.10000000 0.10000000 0.00008917 0.10000000 0.10000000 0.10000000 0.10000000 0.00005080 0.10000000 0.00008809 0.10000000 0.10000000 0.10000000 0.10000000 0.00007530 0.10000000 0.00006982 0.10000000 0.10000000 0.00009497 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00005198 0.00007418 0.10000000 0.00006904 0.10000000 0.00005768 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00006428 0.00005508 0.10000000 0.00006273 0.00007425 0.10000000 0.00007417 0.00007283 0.10000000 0.10000000 0.00007375 0.00007525 0.00007298 0.10000000 0.10000000 0.10000000 0.10000000 0.00007303 0.10000000 0.10000000 0.00008902 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00011713 0.00005841 0.10000000 0.10000000 0.10000000 0.00005001 0.00007333 0.10000000 0.00007376 0.10000000 0.10000000 0.10000000 0.00004976 0.10000000 0.00011675 0.10000000 0.10000000 0.00005277 0.10000000 0.00009316 0.00007249 0.10000000 0.00007627 0.00104067 0.10000000 0.00005454 0.00099048 0.10000000 0.10000000 0.00006943 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00004979 0 0.00007039 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007306 0.10000000 0.00007246 0.00007253 0.00005672 0.10000000 0.00007428 0.00004483
G_29 0.10000000 0.00106211 0.10000000 0.10000000 0.10000000 0.00009353 0.10000000 0.00009291 0.10000000 0.10000000 0.00008307 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007246 0.00009324 0.00010338 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007316 0.00009903 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00009231 0.00009672 0.00009346 0.00100236 0.00009505 0.00007577 0.10000000 0.10000000 0.00010996 0.10000000 0.10000000 0.10000000 0.10000000 0.00006879 0.10000000 0.00011096 0.10000000 0.10000000 0.10000000 0.10000000 0.00009480 0.10000000 0.00008725 0.10000000 0.10000000 0.00011492 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007627 0.00009552 0.10000000 0.00009123 0.10000000 0.00007881 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00008037 0.00007499 0.10000000 0.00007990 0.00009580 0.10000000 0.00009683 0.00009280 0.10000000 0.10000000 0.00009317 0.00009736 0.00009345 0.10000000 0.10000000 0.10000000 0.10000000 0.00009590 0.10000000 0.10000000 0.00010614 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00013317 0.00007173 0.10000000 0.10000000 0.10000000 0.00006830 0.00009302 0.10000000 0.00009398 0.10000000 0.10000000 0.10000000 0.00006884 0.10000000 0.00013569 0.10000000 0.10000000 0.00007157 0.10000000 0.00011422 0.00009271 0.10000000 0.00009731 0.00105945 0.10000000 0.00007645 0.00101796 0.10000000 0.10000000 0.00008934 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007251 0.00007039 0 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00009382 0.10000000 0.00009373 0.00009564 0.00007811 0.10000000 0.00009571 0.00006519
s_173 0.00000880 0.10000000 0.00007107 0.10000000 0.10000000 0.10000000 0.00000610 0.10000000 0.00000796 0.00000737 0.10000000 0.10000000 0.00000236 0.00000900 0.00000878 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00006701 0.10000000 0.10000000 0.10000000 0.00000903 0.10000000 0.00000814 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000663 0.10000000 0.10000000 0.10000000 0.10000000 0.00000711 0.10000000 0.00000904 0.10000000 0.10000000 0.10000000 0.00000936 0.10000000 0.10000000 0.10000000 0.10000000 0.00000394 0.00000763 0.10000000 0.00001013 0.00000850 0.00000647 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000750 0.10000000 0.00000649 0.10000000 0.10000000 0.00000425 0.00007252 0.00000605 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000666 0.10000000 0.10000000 0.10000000 0.10000000 0.00000743 0.10000000 0.10000000 0.10000000 0.00007026 0.00001000 0.10000000 0.00000834 0.10000000 0.00000877 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000531 0.10000000 0.10000000 0.10000000 0.10000000 0.00000558 0.10000000 0.00000790 0.00000716 0.00000987 0.10000000 0.00000745 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000716 0.10000000 0.10000000 0.00000720 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000790 0.10000000 0.10000000 0.00001253 0.00000105 0.10000000 0.00000770 0.10000000 0.10000000 0.10000000 0 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000477 0.10000000 0.10000000 0.10000000 0.00006588 0.10000000 0.10000000
s_235 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00001899 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000
G_3 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00006296 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000
s_206 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000438 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000191 0.10000000 0.10000000 0.10000000 0.00000219 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000164 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000
s_210 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000139 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000111 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000
s_232 0.10000000 0.00108194 0.10000000 0.10000000 0.10000000 0.00000104 0.10000000 0.00000391 0.10000000 0.10000000 0.00008119 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007322 0.00000470 0.00009593 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007278 0.00000786 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000470 0.00000783 0.00000183 0.00096121 0.00000157 0.00007304 0.10000000 0.10000000 0.00010903 0.10000000 0.10000000 0.10000000 0.10000000 0.00007482 0.10000000 0.00010922 0.10000000 0.10000000 0.10000000 0.10000000 0.00000627 0.10000000 0.00008570 0.10000000 0.10000000 0.00011706 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00006925 0.00000575 0.10000000 0.00009316 0.10000000 0.00008202 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00008402 0.00007484 0.10000000 0.00008439 0.00000365 0.10000000 0.00000627 0.00000365 0.10000000 0.10000000 0.00000235 0.00000575 0.00000209 0.10000000 0.10000000 0.10000000 0.10000000 0.00000130 0.10000000 0.10000000 0.00010465 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00014335 0.00007968 0.10000000 0.10000000 0.10000000 0.00006850 0.00000548 0.10000000 0.00000156 0.10000000 0.10000000 0.10000000 0.00007325 0.10000000 0.00004787 0.10000000 0.10000000 0.00006988 0.10000000 0.00011311 0.00000678 0.10000000 0.00000705 0.00102209 0.10000000 0.00007568 0.00097371 0.10000000 0.10000000 0.00009190 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007435 0.00007306 0.00009382 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0 0.10000000 0.00000052 0.00000078 0.00007935 0.10000000 0.00000159 0.00006871
