s_2377	s_2405	F_28	s_2393	F_47	F_17	F_12	s_2384	F_53	F_35	s_2373	F_51	s_2382	F_58	F_13	s_2370	F_37	s_2366	s_2414	s_2399	s_2368	F_39	s_2344	s_2371	F_44	s_2408	s_2401	s_2364	F_64	F_31	s_2387	F_61	G_2	s_2367	F_26	F_19	s_2390	F_21	s_2337	s_2360	G_5	s_2396	F_32	s_2391	s_2349	s_2336	F_56	s_2410	F_59	s_2412	F_41	s_2379	F_27	F_54	F_15	s_2340	s_2356	F_45	s_2361	s_2389	s_2335	F_24	s_2345	s_2397	s_2354	G_9	s_2403	G_4	s_2369	F_52	F_34	s_2363	F_25	F_11	F_18	F_62	s_2404	s_2378	F_43	F_29	s_2347	s_2409	F_42	F_40	s_2406	F_14	F_60	s_2353	F_48	F_20	s_2376	F_23	F_57	s_2343	s_2372	s_2388	s_2386	s_2400	F_36	F_66	F_38	G_7	s_2385	s_2338	s_2380	F_55	s_2398	s_2413	F_67	F_46	F_65	s_2350	G_8	s_2362	s_2381	F_63	s_2395	F_16	G_1	s_2355	F_22	s_2407	s_2415	G_6	F_30	s_2392	s_2411	s_2374	s_2348	s_2394	G_3	s_2351	s_2402	F_33	F_50	s_2383	F_49	s_2359	s_2365	s_2346
G_6 0.00031474 0.01364078 0.00141302 0.01332645 0.00020994 0.00021042 0.01386418 0.01336058 0.01386378 0.00149668 0.01435297 0.00002472 0.00032380 0.01505969 0.01403014 0.00031423 0.01417296 0.00031012 0.01432211 0.01363609 0.00031326 0.00023111 0.01364270 0.00032760 0.07535626 0.01379715 0.01363592 0.01390095 0.15224975 0.01394967 0.00033170 0.00141350 0.01427125 0.00030800 0.01446991 0.00056689 0.00032661 0.00135628 0.00031853 0.00031078 0.00002241 0.01355719 0.01388169 0.00032731 0.00037609 0.00031681 0.01488994 0.00032527 0.00037317 0.01389871 0.00058657 0.01407906 0.00015151 0.01397856 0.01438980 0.01334075 0.01429537 0.01393158 0.01370038 0.00032659 0.08346559 0.01439058 0.01406440 0.01391220 0.01429941 0.00001800 0.01377644 0.00064622 0.00026998 0.01445792 0.01381333 0.01508032 0.00062543 0.01427907 0.00015446 0.16114790 0.01370273 0.07958921 0.00135562 0.01408694 0.01377295 0.01364260 0.01382524 0.01392682 0.01380360 0.00134478 0.07534807 0.01376496 0.01394245 0.01384127 0.01377205 0.00060299 0.01370232 0.01390838 0.01420500 0.00032838 0.00033024 0.01363223 0.00056487 0.00141516 0.01442513 0.00001501 0.00032440 0.01398549 0.07879303 0.00123994 0.01377445 0.01364749 0.00001801 0.00141198 0.01539926 0.00044992 0.01453672 0.01422966 0.00032301 0.00138483 0.01377689 0.00141397 0.01487433 0.01426304 0.00001849 0.01378091 0.00133662 0 0.01385907 0.00032866 0.00033031 0.01434789 0.00029860 0.01381492 0.01440562 0.05619719 0.01355981 0.01386395 0.15130406 0.00032410 0.00032962 0.00031112 0.01433954 0.01302356
F_30 0.01394207 0.01566832 0.01384878 0.01513185 0.01387318 0.01388311 0.01485601 0.01567795 0.01489391 0.01371491 0.01459504 0.01385161 0.01394179 0.01467511 0.01414542 0.01390499 0.01467989 0.01391191 0.01470335 0.01567587 0.01391888 0.01379718 0.01568244 0.01392477 0.07645888 0.01584378 0.01566699 0.01431465 0.15147205 0.01474617 0.01387793 0.01382454 0.01505428 0.01389566 0.01414115 0.01389493 0.01387648 0.01383059 0.01390455 0.01391383 0.01388878 0.01566687 0.01477770 0.01389161 0.01383667 0.01390808 0.01461412 0.01388955 0.01388072 0.01578890 0.01387728 0.01598556 0.01389704 0.01479482 0.01477082 0.01420336 0.01458418 0.01475211 0.01460973 0.01389133 0.08429867 0.01479621 0.01601698 0.01579148 0.01462694 0.01386497 0.01566112 0.01389384 0.01396358 0.01354674 0.01392125 0.01488440 0.01390325 0.01481338 0.01389635 0.16114790 0.01567401 0.08068697 0.01381922 0.01479567 0.01567334 0.01567130 0.01475092 0.01407025 0.01583707 0.01386876 0.07649277 0.01471112 0.01474925 0.01460705 0.01565497 0.01390240 0.01578181 0.01581125 0.01537987 0.01388174 0.01394011 0.01566694 0.01388343 0.01384152 0.01494650 0.01378787 0.01392039 0.01561218 0.07907539 0.01379035 0.01579608 0.01566253 0.01386409 0.01383851 0.01548733 0.01381446 0.01505198 0.01469457 0.01390671 0.01381381 0.01581392 0.01385518 0.01436267 0.01468469 0.01387082 0.01565880 0.01381446 0.01385907 0 0.01389666 0.01388927 0.01469824 0.01391672 0.01578261 0.01460845 0.05644813 0.01567458 0.01488930 0.15189437 0.01393907 0.01380818 0.01391383 0.01451845 0.01484905
s_2392 0.00000463 0.01488486 0.00018284 0.01490225 0.00006589 0.00006589 0.01384580 0.01441030 0.01386087 0.00063135 0.01332449 0.00039365 0.00001960 0.01463005 0.01403918 0.00000605 0.01420143 0.00000629 0.01338922 0.01489962 0.00000677 0.00016934 0.01468452 0.00002010 0.07517463 0.01508768 0.01489676 0.01319464 0.15281451 0.01408825 0.00000264 0.00018649 0.01488210 0.00002178 0.01456074 0.00021234 0.00001774 0.00054917 0.00000315 0.00000606 0.00036837 0.01489621 0.01375485 0.00000000 0.00026935 0.00000629 0.01464646 0.00000216 0.00000774 0.01499223 0.00004409 0.01512563 0.00016767 0.01408631 0.01479617 0.01297131 0.01338462 0.01407996 0.01322464 0.00000096 0.08326878 0.01487359 0.01512275 0.01499602 0.01333982 0.00033180 0.01486499 0.00020561 0.00005625 0.01445655 0.01405603 0.01370243 0.00020572 0.01480854 0.00001590 1.00000000 0.01485988 0.07954277 0.00038642 0.01414614 0.01479265 0.01487729 0.01373820 0.01394905 0.01505949 0.00018974 0.07517456 0.01336347 0.01407394 0.01446043 0.01479169 0.00020613 0.01501309 0.01493929 0.01420170 0.00000192 0.00002761 0.01489514 0.00016568 0.00018590 0.01435716 0.00031862 0.00003954 0.01500896 0.07853197 0.00054463 0.01499210 0.01490151 0.00032096 0.00018698 0.01577610 0.00031343 0.01449232 0.01332476 0.00003802 0.00039502 0.01500742 0.00018820 0.01517026 0.01333480 0.00032260 0.01485511 0.00035523 0.00032866 0.01389666 0 0.00003457 0.01341092 0.00000194 0.01509895 0.01462359 0.05606263 0.01488920 0.01386145 0.15235564 0.00001961 0.00002323 0.00000484 0.01332534 0.01399550
s_2411 0.00003828 0.01467674 0.00018094 0.01435871 0.00003058 0.00003059 0.01385254 0.01440741 0.01386806 0.00061105 0.01332281 0.00039903 0.00001862 0.01461518 0.01404691 0.00003656 0.01419465 0.00003728 0.01330661 0.01469180 0.00000532 0.00016925 0.01468335 0.00005401 0.07532600 0.01487310 0.01468847 0.01319997 0.15278014 0.01407464 0.00000504 0.00018434 0.01491363 0.00005277 0.01456387 0.00024517 0.00005136 0.00053424 0.00003755 0.00000533 0.00037149 0.01461142 0.01376666 0.00003457 0.00026744 0.00003727 0.01463434 0.00000096 0.00000532 0.01491177 0.00007839 0.01512741 0.00016686 0.01407275 0.01479166 0.01297577 0.01338290 0.01405751 0.01322341 0.00003410 0.08318621 0.01486910 0.01511288 0.01494552 0.01333811 0.00032957 0.01479665 0.00023935 0.00005986 0.01446494 0.01408079 0.01370148 0.00023705 0.01480430 0.00001418 1.00000000 0.01471488 0.07958688 0.00036922 0.01412780 0.01479518 0.01467136 0.01383326 0.01393276 0.01484872 0.00018880 0.07534120 0.01336236 0.01406226 0.01445607 0.01479421 0.00023719 0.01492343 0.01494118 0.01419237 0.00000216 0.00002688 0.01468658 0.00016196 0.00018593 0.01429537 0.00032029 0.00003809 0.01508798 0.07844035 0.00052996 0.01480480 0.01481951 0.00032363 0.00018410 0.01577937 0.00035302 0.01452391 0.01332868 0.00003705 0.00038005 0.01482608 0.00018533 0.01516671 0.01333917 0.00032651 0.01478802 0.00038692 0.00033031 0.01388927 0.00003457 0 0.01341556 0.00003586 0.01496101 0.01461913 0.05611509 0.01460556 0.01385753 0.15237401 0.00005114 0.00002202 0.00003778 0.01332445 0.01399824
s_2374 0.01337083 0.01556992 0.01292141 0.01560338 0.01330079 0.01332496 0.01480883 0.01544027 0.01481104 0.01269233 0.00002263 0.01445665 0.01342442 0.01463947 0.01485649 0.01348934 0.01316699 0.01342016 0.00001170 0.01558387 0.01350166 0.01327658 0.01568211 0.01342068 0.07575259 0.01569578 0.01562423 0.00000835 0.15167431 0.01479241 0.01339590 0.01293341 0.01471650 0.01342049 0.01459046 0.01340276 0.01341003 0.01261346 0.01358324 0.01348255 0.01442388 0.01562151 0.01485709 0.01333561 0.01337151 0.01348379 0.01583905 0.01341749 0.01334560 0.01563064 0.01353662 0.01569447 0.01332987 0.01492073 0.00364907 0.00043336 0.00001311 0.01480666 0.00015423 0.01341041 0.08036098 0.00359821 0.01587632 0.01559165 0.00001997 0.01441837 0.01560177 0.01343184 0.01342059 0.01393236 0.01463921 0.00060882 0.01365286 0.00360006 0.01332493 1.00000000 0.01563143 0.07440894 0.01297768 0.01516127 0.01567765 0.01556408 0.01480347 0.01477881 0.01575896 0.01299446 0.07587705 0.00015827 0.01475754 0.00404253 0.01559803 0.01364716 0.01563829 0.01566936 0.00127713 0.01339309 0.01340892 0.01560410 0.01366445 0.01299213 0.01500933 0.01438044 0.01342081 0.01593102 0.07653364 0.01292320 0.01557687 0.01564712 0.01440956 0.01299297 0.01600037 0.01316620 0.01470084 0.00001392 0.01340396 0.01258607 0.01557671 0.01291550 0.00370940 0.00001059 0.01440840 0.01557614 0.01260501 0.01434789 0.01469824 0.01341092 0.01341556 0 0.01342155 0.01555988 0.00342739 0.05389126 0.01556768 0.01480375 0.14729866 0.01342492 0.01334700 0.01349285 0.00045222 0.01473641
s_2348 0.00000268 0.01459264 0.00017622 0.01456531 0.00004860 0.00004860 0.01385149 0.01440679 0.01385633 0.00061115 0.01341113 0.00036661 0.00002028 0.01462432 0.01398668 0.00000411 0.01419745 0.00000435 0.01339645 0.01459292 0.00000531 0.00016719 0.01457430 0.00001835 0.07541058 0.01477872 0.01459238 0.01311766 0.15270326 0.01408030 0.00000461 0.00018474 0.01451710 0.00000435 0.01455630 0.00020156 0.00000242 0.00051650 0.00000266 0.00000411 0.00033947 0.01459237 0.01376023 0.00000194 0.00000532 0.00000435 0.01460808 0.00000339 0.00000628 0.01469949 0.00004347 0.01487077 0.00016578 0.01409325 0.01479971 0.01273978 0.01339464 0.01406498 0.01321728 0.00000194 0.08336466 0.01489254 0.01501896 0.01469398 0.01334981 0.00031367 0.01456872 0.00020337 0.00005722 0.01445584 0.01376981 0.01390631 0.00020372 0.01481205 0.00001414 1.00000000 0.01458477 0.07965837 0.00036691 0.01413431 0.01468304 0.01458205 0.01374366 0.01393589 0.01475522 0.00018869 0.07538954 0.01327752 0.01407634 0.01427146 0.01456260 0.00020268 0.01468931 0.01482177 0.01440912 0.00000267 0.00002803 0.01459238 0.00016475 0.00017607 0.01435124 0.00028983 0.00002203 0.01488805 0.08219923 0.00052440 0.01468883 0.01459793 0.00029994 0.00018499 0.01578037 0.00004785 0.01451569 0.01326750 0.00002005 0.00037672 0.01470999 0.00018597 0.01517378 0.01328159 0.00030493 0.01455813 0.00033790 0.00029860 0.01391672 0.00000194 0.00003586 0.01342155 0 0.01470319 0.01463062 0.06250023 0.01459238 0.01385629 0.15231045 0.00001981 0.00001787 0.00000290 0.01347754 0.01394040
s_2394 0.01465236 0.00003052 0.01470960 0.00010652 0.01479336 0.01475264 0.01263121 0.00002179 0.01263287 0.01394796 0.01580121 0.01380328 0.01489848 0.01349263 0.01354849 0.01462884 0.01350952 0.01484447 0.01575452 0.00001657 0.01483042 0.01478263 0.00001295 0.01484895 0.07608431 0.00002612 0.00001465 0.01545926 0.15241039 0.01630731 0.01485941 0.01472744 0.01358492 0.01484350 0.01399181 0.01476173 0.01501650 0.01480178 0.01462484 0.01482740 0.01378555 0.00001369 0.01256297 0.01497597 0.01460334 0.01462061 0.01249622 0.01496514 0.01471539 0.00001706 0.01480037 0.00001478 0.01476831 0.01623271 0.01497559 0.01532221 0.01580331 0.01628694 0.01565213 0.01509697 0.08229849 0.01508795 0.00003394 0.00001249 0.01581206 0.01376444 0.00001177 0.01475815 0.01481025 0.01549521 0.01353796 0.01558436 0.01483033 0.01507777 0.01468256 1.00000000 0.00003290 0.07882715 0.01382890 0.01625651 0.00002015 0.00002043 0.01261845 0.01368490 0.00001824 0.01477093 0.07609274 0.01555395 0.01631763 0.01516913 0.00001727 0.01483033 0.00004178 0.00001680 0.01454737 0.01500123 0.01488942 0.00002018 0.01483993 0.01477150 0.01361473 0.01378133 0.01469727 0.00020504 0.07709707 0.01382551 0.00001609 0.00001802 0.01377422 0.01471855 0.01540647 0.01457473 0.01323270 0.01575467 0.01469082 0.01484157 0.00001226 0.01472178 0.01529926 0.01574441 0.01380723 0.00001490 0.01486651 0.01381492 0.01578261 0.01509895 0.01496101 0.01555988 0.01470319 0 0.01498651 0.04794523 0.00002139 0.01263418 0.15189850 0.01477022 0.01467002 0.01480539 0.01555784 0.00002710
G_3 0.01459231 0.01500323 0.01414736 0.01449452 0.01501201 0.01500386 0.01509146 0.01501992 0.01509738 0.01298740 0.00322260 0.01442215 0.01472823 0.01621624 0.01508441 0.01460555 0.01520368 0.01472009 0.00333170 0.01499616 0.01470757 0.01485016 0.01500855 0.01469798 0.07406870 0.01510635 0.01499864 0.00367171 0.15173058 0.01562207 0.01466078 0.01415215 0.01485773 0.01457511 0.01536811 0.01532204 0.01468760 0.01410102 0.01463853 0.01460163 0.01441697 0.01499018 0.01518450 0.01467970 0.01475681 0.01472823 0.01612902 0.01471878 0.01482794 0.01501529 0.01542248 0.01510312 0.01483515 0.01578677 0.00012064 0.00416357 0.00352172 0.01559290 0.00407774 0.01472179 0.08029883 0.00011807 0.01511846 0.01499771 0.00331877 0.01442011 0.01501263 0.01538723 0.01462416 0.01393034 0.01476678 0.00381279 0.01535623 0.00011659 0.01498177 0.16114790 0.01501242 0.07615929 0.01312511 0.01570368 0.01499626 0.01500218 0.01508992 0.01484301 0.01511953 0.01413842 0.07407756 0.00418754 0.01559225 0.00075742 0.01501289 0.01538577 0.01507371 0.01499938 0.00504073 0.01470444 0.01473088 0.01498831 0.01538674 0.01415568 0.01525460 0.01442613 0.01471240 0.01525382 0.07522641 0.01303655 0.01500276 0.01501133 0.01441676 0.01414951 0.01762880 0.01457253 0.01514882 0.00316300 0.01459333 0.01404901 0.01499707 0.01418486 0.00014063 0.00319724 0.01439142 0.01500677 0.01403052 0.01440562 0.01460845 0.01462359 0.01461913 0.00342739 0.01463062 0.01498651 0 0.05432842 0.01499129 0.01509171 0.15015858 0.01474994 0.01473907 0.01479630 0.00399598 0.01402088
s_2351 0.05534512 0.04829462 0.05320098 0.04876465 0.05618123 0.05618021 0.05560840 0.04825558 0.05557718 0.05236420 0.05453701 0.05609481 0.05619372 0.05775225 0.05600820 0.05610932 0.05694964 0.05610954 0.05641344 0.04823825 0.05618195 0.05622155 0.05273929 0.05616959 0.06219241 0.04682831 0.04831695 0.05447024 0.13797403 0.05633062 0.05610175 0.05318646 0.05553421 0.05610954 0.05634878 0.05684970 0.05606114 0.05309483 0.06249731 0.05609157 0.05617462 0.04830938 0.05539552 0.05605107 0.06266368 0.06250082 0.05644478 0.05612639 0.05620642 0.04823151 0.05684920 0.04669851 0.05618992 0.05592729 0.05414716 0.06233827 0.05540765 0.05641036 0.05793970 0.05614221 0.00528757 0.05368098 0.05198178 0.04789309 0.05501544 0.05628035 0.04810866 0.05685700 0.05583703 0.05727654 0.05541442 0.05522376 0.05681848 0.05370977 0.05619887 1.00000000 0.04822010 0.00415240 0.05194220 0.05602286 0.05280511 0.04823068 0.05551396 0.05606326 0.04698307 0.05322213 0.06222121 0.05879760 0.05622048 0.05650277 0.04821682 0.05680907 0.04808518 0.05260923 0.05263952 0.05603330 0.05611056 0.04832665 0.05689425 0.05322374 0.05595221 0.05589234 0.05604787 0.05222182 0.00410630 0.05216952 0.04796581 0.04820496 0.05595670 0.05318532 0.05828560 0.06147824 0.05538934 0.05479017 0.05611101 0.05308693 0.04797008 0.05318967 0.05434051 0.05488353 0.05621033 0.04826811 0.05311883 0.05619719 0.05644813 0.05606263 0.05611509 0.05389126 0.06250023 0.04794523 0.05432842 0 0.04827731 0.05560629 0.13760185 0.05612699 0.05635462 0.05610954 0.05209503 0.04806770
s_2402 0.01454125 0.00003167 0.01444826 0.00002121 0.01452350 0.01449061 0.01263679 0.00002330 0.01263633 0.01365864 0.01579825 0.01354651 0.01478736 0.01347874 0.01347797 0.01451722 0.01361096 0.01473226 0.01575699 0.00001308 0.01471803 0.01452174 0.00010056 0.01474148 0.07610927 0.00002441 0.00001403 0.01546525 0.15208748 0.01603903 0.01467905 0.01446617 0.01313561 0.01473204 0.01395275 0.01449334 0.01480490 0.01453744 0.01451191 0.01471594 0.01352922 0.00002093 0.01264817 0.01476655 0.01468560 0.01450849 0.01235375 0.01460026 0.01445512 0.00002406 0.01463986 0.00001933 0.01448897 0.01596209 0.01500019 0.01531336 0.01581255 0.01619985 0.01566479 0.01491751 0.08233045 0.01509389 0.00012586 0.00001932 0.01579724 0.01351630 0.00002001 0.01449813 0.01469763 0.01550999 0.01327002 0.01561769 0.01456228 0.01507888 0.01442171 1.00000000 0.00002832 0.07917367 0.01357277 0.01598156 0.00009886 0.00002096 0.01265276 0.01330657 0.00007476 0.01449370 0.07611775 0.01557100 0.01631847 0.01514427 0.00002477 0.01455376 0.00004287 0.00001932 0.01453741 0.01478983 0.01478739 0.00001808 0.01456289 0.01449445 0.01349088 0.01354380 0.01459277 0.00019571 0.07753234 0.01355637 0.00001789 0.00001882 0.01350871 0.01445705 0.01522546 0.01464661 0.01283350 0.01575148 0.01457968 0.01457826 0.00002195 0.01445274 0.01531546 0.01573855 0.01354300 0.00002000 0.01460322 0.01355981 0.01567458 0.01488920 0.01460556 0.01556768 0.01459238 0.00002139 0.01499129 0.04827731 0 0.01261949 0.15159489 0.01465933 0.01440160 0.01469345 0.01555569 0.00010013
F_33 0.01384316 0.01260775 0.01382731 0.01218022 0.01385783 0.01383834 0.00000078 0.01262749 0.00000052 0.01369842 0.01475644 0.01384565 0.01389181 0.01232075 0.01309114 0.01386936 0.01262123 0.01386941 0.01481119 0.01262434 0.01387934 0.01385534 0.01261013 0.01388374 0.07556141 0.01270116 0.01259571 0.01454056 0.15191453 0.01468750 0.01384802 0.01380570 0.00914444 0.01385386 0.01306924 0.01380860 0.01384499 0.01384921 0.01388448 0.01387511 0.01384060 0.01259452 0.00006868 0.01386587 0.01368904 0.01387259 0.01254828 0.01386447 0.01384819 0.01261935 0.01380751 0.01270060 0.01385448 0.01473169 0.01513933 0.01432481 0.01476967 0.01470610 0.01470394 0.01386428 0.08434481 0.01519018 0.01275295 0.01262048 0.01479747 0.01382518 0.01260071 0.01381904 0.01388196 0.01493212 0.01274529 0.01494682 0.01385835 0.01518923 0.01385445 0.16114790 0.01260656 0.08230512 0.01386369 0.01479177 0.01260376 0.01261113 0.00000078 0.01294761 0.01267842 0.01380826 0.07557209 0.01473780 0.01468000 0.01506705 0.01260109 0.01387775 0.01262742 0.01257424 0.01532708 0.01385840 0.01388065 0.01259714 0.01383767 0.01379326 0.01309030 0.01373552 0.01387300 0.01270841 0.07991241 0.01386037 0.01261241 0.01260779 0.01381204 0.01380603 0.01463484 0.01370849 0.00914336 0.01477914 0.01386346 0.01381307 0.01260159 0.01381942 0.01514720 0.01476485 0.01382836 0.01263157 0.01384686 0.01386395 0.01488930 0.01386145 0.01385753 0.01480375 0.01385629 0.01263418 0.01509171 0.05560629 0.01261949 0 0.15221099 0.01389880 0.01382397 0.01387373 0.01483837 0.01182747
F_50 0.15235346 0.15164719 0.15200075 0.14525435 0.15193225 0.15195271 0.15213186 0.15167550 0.15213192 0.15114291 0.14801148 0.15138306 0.15235540 0.15161337 0.15150020 0.15242722 0.15079947 0.15243776 0.14885885 0.15160150 0.15237192 0.15196393 0.15166168 0.15235662 0.15122324 0.15163359 0.15158252 0.14855169 0.01104186 0.15049225 0.15191846 0.15154832 0.15031619 0.15201235 0.15167473 0.15219274 0.15193864 0.15192313 0.15243478 0.15242635 0.15130716 0.15156404 0.15148547 0.15240995 0.15114040 0.15243541 0.15175568 0.15235621 0.15165268 0.15163310 0.15212526 0.15164335 0.15217352 0.15072915 0.15063244 0.14820445 0.14855100 0.15090851 0.14828474 0.15241027 0.15350383 0.15065162 0.15177485 0.15164581 0.14863570 0.15134886 0.15162769 0.15199653 0.15231123 0.15250401 0.15190479 0.14827463 0.15217909 0.15063467 0.15193181 0.16629956 0.15165458 0.15145383 0.15130213 0.15105909 0.15166363 0.15166055 0.15174204 0.15201714 0.15163408 0.15213514 0.15147565 0.14738849 0.15083399 0.15023869 0.15165339 0.15197293 0.15097746 0.15167413 0.14535994 0.15242432 0.15235008 0.15158440 0.15188999 0.15169487 0.15123653 0.14913483 0.15187435 0.15160035 0.14478697 0.15110356 0.15161918 0.15165005 0.15117324 0.15203286 0.15173719 0.14888517 0.15031619 0.14801742 0.15192142 0.15163400 0.15161572 0.15198205 0.15056593 0.14823051 0.15153223 0.15163223 0.15241824 0.15130406 0.15189437 0.15235564 0.15237401 0.14729866 0.15231045 0.15189850 0.15015858 0.13760185 0.15159489 0.15221099 0 0.15237262 0.15184619 0.15243042 0.14905807 0.14312746
s_2383 0.00002067 0.01465986 0.00019783 0.01463015 0.00005789 0.00005789 0.01388345 0.01446506 0.01389871 0.00063172 0.01335769 0.00039409 0.00000144 0.01465792 0.01398714 0.00001908 0.01425874 0.00001932 0.01341408 0.01465987 0.00001762 0.00018024 0.01464036 0.00000821 0.07542338 0.01484725 0.01465933 0.01321227 0.15278485 0.01412015 0.00001962 0.00019759 0.01455221 0.00001908 0.01454126 0.00021318 0.00001912 0.00054467 0.00001931 0.00002007 0.00036495 0.01465932 0.01379320 0.00001962 0.00002189 0.00001932 0.01464964 0.00001841 0.00001809 0.01476433 0.00005618 0.01508362 0.00017787 0.01414875 0.01482129 0.01274959 0.01341743 0.01410098 0.01325635 0.00001888 0.08327032 0.01483740 0.01508762 0.01476075 0.01337315 0.00032605 0.01463382 0.00021549 0.00006612 0.01449135 0.01378736 0.01379296 0.00021580 0.01483363 0.00002585 1.00000000 0.01464984 0.07954423 0.00037964 0.01418134 0.01475111 0.01464919 0.01377561 0.01393661 0.01482379 0.00020107 0.07542064 0.01331722 0.01411390 0.01439387 0.01474987 0.00021478 0.01475446 0.01488970 0.01400584 0.00001987 0.00000651 0.01465933 0.00017468 0.00019820 0.01438431 0.00031582 0.00000048 0.01489693 0.07847479 0.00054016 0.01475372 0.01466488 0.00031864 0.00019735 0.01578655 0.00006387 0.01456405 0.01335845 0.00000097 0.00038921 0.01477485 0.00019833 0.01519512 0.01336680 0.00032147 0.01462325 0.00034975 0.00032410 0.01393907 0.00001961 0.00005114 0.01342492 0.00001981 0.01477022 0.01474994 0.05612699 0.01465933 0.01389880 0.15237262 0 0.00003161 0.00002029 0.01341197 0.01400547
F_49 0.00002358 0.01449837 0.00018384 0.01412149 0.00002091 0.00002116 0.01381102 0.01420049 0.01382961 0.00060991 0.01325988 0.00040073 0.00003180 0.01456639 0.01397200 0.00002173 0.01414891 0.00002341 0.01332016 0.01448081 0.00001929 0.00017476 0.01449465 0.00003377 0.07515765 0.01467154 0.01448163 0.01317316 0.15222565 0.01404835 0.00002417 0.00018661 0.01424937 0.00003011 0.01455879 0.00020230 0.00002440 0.00052790 0.00001907 0.00002440 0.00035804 0.01441299 0.01370064 0.00002277 0.00002570 0.00002219 0.01455823 0.00002177 0.00001675 0.01474807 0.00005451 0.01493521 0.00017394 0.01408863 0.01495325 0.01263676 0.01332366 0.01402164 0.01316258 0.00002347 0.08368409 0.01496360 0.01493617 0.01474923 0.01327511 0.00032080 0.01461136 0.00021208 0.00006871 0.01450885 0.01381127 0.01365865 0.00021266 0.01495741 0.00002183 0.16114790 0.01454913 0.07954544 0.00036189 0.01411901 0.01460580 0.01448864 0.01377013 0.01394558 0.01465307 0.00018958 0.07507060 0.01322260 0.01401097 0.01431085 0.01460482 0.00021177 0.01449948 0.01474434 0.01391642 0.00002349 0.00003161 0.01447946 0.00016997 0.00018392 0.01433819 0.00031098 0.00003283 0.01489161 0.07858944 0.00051852 0.01460972 0.01451059 0.00032294 0.00018593 0.01564666 0.00007397 0.01424798 0.01326810 0.00003300 0.00037153 0.01463639 0.00018729 0.01525142 0.01327949 0.00032328 0.01460688 0.00035819 0.00032962 0.01380818 0.00002323 0.00002202 0.01334700 0.00001787 0.01467002 0.01473907 0.05635462 0.01440160 0.01382397 0.15184619 0.00003161 0 0.00002391 0.01324144 0.01386840
s_2359 0.00000024 0.01469372 0.00018343 0.01466638 0.00004738 0.00004762 0.01385838 0.01449991 0.01387315 0.00061849 0.01341478 0.00037831 0.00002028 0.01464130 0.01399119 0.00000121 0.01423098 0.00000145 0.01339605 0.01469400 0.00000483 0.00016885 0.01453669 0.00002125 0.07516967 0.01488278 0.01469345 0.01319152 0.15279089 0.01408590 0.00000485 0.00018660 0.01427696 0.00000121 0.01455218 0.00019766 0.00000484 0.00053337 0.00000459 0.00000121 0.00035193 0.01469344 0.01376765 0.00000484 0.00000722 0.00000676 0.01464561 0.00000533 0.00000796 0.01480057 0.00004542 0.01497403 0.00016791 0.01409762 0.01500527 0.01266145 0.01339264 0.01407429 0.01322480 0.00000460 0.08337866 0.01500953 0.01497919 0.01479510 0.01334793 0.00031546 0.01466979 0.00020550 0.00005914 0.01454204 0.01378632 0.01397366 0.00020561 0.01501505 0.00001561 1.00000000 0.01468584 0.07965736 0.00036926 0.01413310 0.01464544 0.01468312 0.01383922 0.01393182 0.01485927 0.00019104 0.07516986 0.01321799 0.01407616 0.01443682 0.01466315 0.00020553 0.01479153 0.01478415 0.01449441 0.00000533 0.00002561 0.01469345 0.00016399 0.00018744 0.01430257 0.00030257 0.00001985 0.01493866 0.08221031 0.00052740 0.01478995 0.01469901 0.00030490 0.00018636 0.01570610 0.00004845 0.01427555 0.01334433 0.00002078 0.00037907 0.01481195 0.00018759 0.01530669 0.01334776 0.00030747 0.01465919 0.00033983 0.00031112 0.01391383 0.00000484 0.00003778 0.01349285 0.00000290 0.01480539 0.01479630 0.05610954 0.01469345 0.01387373 0.15243042 0.00002029 0.00002391 0 0.01347194 0.01385459
