s_3356	s_3441	s_3349	s_3444	s_3331	s_3382	s_3436	s_3377	s_3277	s_3280	s_3402	s_3378	s_3328	s_3287	s_3410	s_3254	s_3428	s_3393	s_3386	s_3417	s_3415	s_3326	s_3395	s_3301	s_3274	s_3351	s_3421	s_3256	s_3358	s_3297	s_3425	s_3304	s_3357	s_3264	s_3338	s_3342	s_3353	s_3325	s_3368	s_3335	s_3303	s_3432	s_3292	s_3257	s_3266	s_3366	s_3306	s_3409	s_3355	s_3334	s_3399	s_3375	s_3265	s_3253	s_3288	s_3413	s_3345	s_3341	s_3299	s_3282	s_3319	s_3380	s_3397	s_3339	s_3259	s_3284	s_3435	s_3330	s_3423	s_3261	s_3446	s_3437	s_3384	s_3285	s_3448	s_3445	s_3329	s_3360	s_3369	s_3315	s_3309	s_3343	s_3383	s_3405	s_3258	s_3348	s_3294	s_3305	s_3296	s_3313	s_3450	s_3317	s_3359	s_3376	s_3262	s_3416	s_3362	s_3276	s_3332	s_3286	s_3401	s_3324	s_3278	s_3260	s_3350	s_3281	s_3321	s_3424	s_3293	s_3307	s_3403	s_3255	s_3269	s_3340	s_3316	s_3388	s_3336	s_3252	s_3279	s_3344	s_3396	s_3434	s_3352	s_3419	s_3298	s_3365	s_3320	s_3373	s_3354	s_3367	s_3438	s_3291	s_3300	s_3447	s_3308	s_3346	s_3404	s_3318	s_3295	s_3412	s_3272	s_3379	s_3433	s_3385	s_3333	s_3398	s_3374	s_3431	s_3314	s_3311	s_3449	s_3408
s_3373 0.00049662 0.00035491 0.00040913 0.00037111 0.00351137 0.00399830 0.00351021 0.00356866 0.00366177 0.00352024 0.00226866 0.00354066 0.00034913 0.00334356 0.00049915 0.00034916 0.00394904 0.00357099 0.00046252 0.00038758 0.00365004 0.00365746 0.00397442 0.00294517 0.00344244 0.00035884 0.00039564 0.00033864 0.00039042 0.00049343 0.00382406 0.00048287 0.00037855 0.00343085 0.00034063 0.00055350 0.00034350 0.00360002 0.00036699 0.00403493 0.00045311 0.00035935 0.00368363 0.00033801 0.00381649 0.00453590 0.00357314 0.00392557 0.00036387 0.00417316 0.00231082 0.00038717 0.00034034 0.00034711 0.00346999 0.00376441 0.00043962 0.00044072 0.00040063 0.00376267 0.00359793 0.00341578 0.00347344 0.00034567 0.00034620 0.00346138 0.00035544 0.00363682 0.00035808 0.00033795 0.00038563 0.00222916 0.00043943 0.00359701 0.00464087 0.00035736 0.00338203 0.00040147 0.01892381 0.00049859 0.00340902 0.00041532 0.00394338 0.00408861 0.00034589 0.00438454 0.00211647 0.00042813 0.00212569 0.00353504 0.00361542 0.00043107 0.00036433 0.00354548 0.00033463 0.00045217 0.00034620 0.00347725 0.00364538 0.00350810 0.00356836 0.00045532 0.00339589 0.00033100 0.00373482 0.00377533 0.00363587 0.00355404 0.00333148 0.00361804 0.00378149 0.00034242 0.00035598 0.00035521 0.00037063 0.00036040 0.00035028 0.00035297 0.00357665 0.00360747 0.00404134 0.00043260 0.00034407 0.00036470 0.00043440 0.00447766 0.00360893 0 0.00035142 0.00450976 0.00346266 0.00355134 0.00044473 0.00036297 0.00357348 0.00044169 0.00373699 0.00342961 0.00208266 0.00036031 0.00373819 0.00353579 0.00035359 0.00043610 0.00344713 0.00375886 0.00046300 0.00036184 0.00348437 0.00356238 0.00039040 0.00037179
s_3354 0.00028475 0.00002713 0.00016358 0.00004073 0.00383529 0.00443884 0.00395593 0.00402645 0.00402116 0.00397959 0.00231499 0.00399477 0.00004125 0.00382531 0.00030221 0.00003471 0.00442507 0.00384506 0.00017475 0.00002963 0.00399829 0.00399873 0.00440145 0.00308796 0.00368056 0.00003520 0.00009941 0.00002395 0.00008423 0.00028118 0.00423720 0.00020597 0.00008297 0.00369681 0.00003281 0.00028822 0.00002865 0.00396566 0.00004104 0.00434876 0.00012364 0.00002870 0.00404460 0.00002361 0.00426674 0.00507356 0.00390037 0.00439536 0.00008443 0.00459030 0.00237975 0.00007102 0.00002464 0.00002292 0.00393844 0.00411024 0.00010653 0.00012476 0.00007054 0.00422098 0.00392504 0.00397127 0.00384167 0.00002997 0.00002600 0.00376337 0.00003162 0.00396161 0.00007924 0.00002190 0.00009017 0.00231000 0.00017483 0.00395658 0.00529694 0.00002655 0.00357277 0.00011636 0.05112059 0.00024344 0.00369292 0.00010095 0.00441053 0.00451718 0.00002766 0.00498043 0.00213472 0.00008081 0.00214513 0.00378598 0.00395731 0.00015703 0.00008676 0.00399137 0.00002392 0.00009857 0.00005061 0.00378491 0.00400853 0.00391935 0.00382587 0.00019536 0.00377528 0.00002276 0.00408986 0.00417472 0.00397001 0.00400339 0.00380385 0.00389584 0.00411700 0.00002253 0.00004399 0.00003531 0.00008759 0.00005855 0.00003901 0.00007987 0.00406895 0.00403619 0.00440278 0.00014951 0.00002998 0.00003025 0.00013882 0.00504050 0.00391520 0.00035142 0 0.00510583 0.00362024 0.00395950 0.00017729 0.00002807 0.00389162 0.00009673 0.00410093 0.00364712 0.00206622 0.00003597 0.00404649 0.00397883 0.00003723 0.00018069 0.00367240 0.00408742 0.00019347 0.00004279 0.00376648 0.00387982 0.00006067 0.00003953
s_3367 0.00466702 0.00513602 0.00454298 0.00508698 0.00473235 0.00484101 0.00484963 0.00512258 0.00498203 0.00452280 0.00499495 0.00508712 0.00492564 0.00473329 0.00453686 0.00488163 0.00479377 0.00480594 0.00485865 0.00510625 0.00494545 0.00494847 0.00479071 0.00386644 0.00456933 0.00512011 0.00502822 0.00494711 0.00509596 0.00404716 0.00503510 0.00437780 0.00502440 0.00438375 0.00483803 0.00465280 0.00510758 0.00490510 0.00504444 0.00053807 0.00471469 0.00510553 0.00477907 0.00497129 0.00488690 0.00023565 0.00482350 0.00481544 0.00509108 0.00039368 0.00510800 0.00506359 0.00503810 0.00496606 0.00489021 0.00490101 0.00484589 0.00477288 0.00483942 0.00491317 0.00481495 0.00506028 0.00474579 0.00492619 0.00498511 0.00427518 0.00505001 0.00488910 0.00499096 0.00498619 0.00482559 0.00489137 0.00479899 0.00446478 0.00023471 0.00511111 0.00439639 0.00502062 0.09289253 0.00468315 0.00447311 0.00493185 0.00488839 0.00481434 0.00495640 0.00190121 0.00475796 0.00487043 0.00474481 0.00465459 0.00490501 0.00471322 0.00496963 0.00509824 0.00495129 0.00506920 0.00512430 0.00469094 0.00491890 0.00442639 0.00480869 0.00470998 0.00426908 0.00503212 0.00460020 0.00490175 0.00482987 0.00508974 0.00472574 0.00481189 0.00492110 0.00499281 0.00485127 0.00489977 0.00490542 0.00510323 0.00496515 0.00454744 0.00464729 0.00491478 0.00469980 0.00457304 0.00512500 0.00512450 0.00445189 0.00024496 0.00479456 0.00450976 0.00510583 0 0.00461566 0.00448449 0.00431507 0.00511410 0.00482699 0.00490171 0.00491794 0.00442285 0.00471006 0.00508855 0.00470530 0.00508365 0.00506095 0.00482804 0.00447644 0.00445821 0.00466296 0.00503150 0.00461158 0.00487144 0.00495985 0.00506047
s_3438 0.00329698 0.00371845 0.00336689 0.00371054 0.00146935 0.00251395 0.00371768 0.00377192 0.00021832 0.00212275 0.00376366 0.00362744 0.00354666 0.00361120 0.00350108 0.00348599 0.00237806 0.00033650 0.00354893 0.00364094 0.00151390 0.00023339 0.00250682 0.00034156 0.00027705 0.00373650 0.00353977 0.00349937 0.00349420 0.00302234 0.00342480 0.00317007 0.00341063 0.00296826 0.00341153 0.00336532 0.00361236 0.00024813 0.00372493 0.00413797 0.00334858 0.00363072 0.00322883 0.00353086 0.00331200 0.00459461 0.00022521 0.00253601 0.00343812 0.00429920 0.00377250 0.00348542 0.00353336 0.00354929 0.00370003 0.00330348 0.00331387 0.00333395 0.00350182 0.00332702 0.00151919 0.00365560 0.00365902 0.00352594 0.00353736 0.00205192 0.00356650 0.00151063 0.00355101 0.00355625 0.00357178 0.00372462 0.00349670 0.00213775 0.00484231 0.00371124 0.00142278 0.00351651 0.05461820 0.00339226 0.00335169 0.00334751 0.00247740 0.00250198 0.00354646 0.00455469 0.00360455 0.00339927 0.00364003 0.00028485 0.00032710 0.00343810 0.00337847 0.00372072 0.00347705 0.00336436 0.00357303 0.00026543 0.00150692 0.00209344 0.00039588 0.00343691 0.00208925 0.00354333 0.00238736 0.00328961 0.00151422 0.00372808 0.00361443 0.00022186 0.00330439 0.00355557 0.00352039 0.00349664 0.00347351 0.00360927 0.00358053 0.00332588 0.00218830 0.00023373 0.00254733 0.00343360 0.00362438 0.00363186 0.00332406 0.00463411 0.00153483 0.00346266 0.00362024 0.00461566 0 0.00212120 0.00324254 0.00372894 0.00022079 0.00343127 0.00362404 0.00170157 0.00353467 0.00354172 0.00320345 0.00373013 0.00350064 0.00356584 0.00152605 0.00245885 0.00351149 0.00356797 0.00033191 0.00302576 0.00366130 0.00362126
s_3291 0.00362472 0.00395866 0.00387605 0.00395956 0.00396369 0.00016170 0.00381968 0.00389070 0.00247991 0.00008946 0.00400833 0.00385579 0.00399196 0.00381133 0.00365538 0.00384903 0.00010275 0.00240261 0.00380703 0.00396714 0.00394401 0.00250111 0.00015606 0.00205575 0.00232067 0.00399219 0.00386026 0.00387860 0.00392775 0.00322291 0.00315246 0.00351607 0.00388946 0.00303304 0.00404023 0.00376422 0.00401792 0.00251377 0.00396697 0.00418886 0.00378403 0.00397802 0.00307819 0.00394134 0.00319323 0.00447398 0.00248561 0.00015559 0.00392512 0.00445434 0.00399864 0.00389479 0.00390265 0.00392659 0.00393162 0.00309103 0.00389115 0.00387691 0.00399846 0.00322915 0.00398034 0.00386594 0.00375211 0.00403308 0.00392587 0.00016134 0.00396829 0.00398728 0.00387934 0.00393913 0.00378396 0.00388527 0.00379402 0.00012334 0.00451053 0.00394925 0.00361696 0.00387041 0.06528412 0.00376089 0.00404142 0.00399201 0.00010611 0.00014617 0.00393986 0.00447057 0.00395082 0.00396871 0.00401227 0.00241699 0.00236571 0.00380672 0.00389212 0.00388846 0.00384225 0.00390723 0.00394583 0.00237174 0.00404714 0.00012509 0.00237485 0.00381487 0.00016114 0.00395497 0.00035582 0.00319464 0.00405937 0.00388656 0.00389314 0.00247307 0.00304481 0.00396488 0.00380526 0.00403896 0.00399284 0.00394468 0.00403846 0.00366802 0.00007125 0.00246483 0.00021813 0.00364968 0.00396166 0.00396671 0.00362594 0.00445222 0.00396186 0.00355134 0.00395950 0.00448449 0.00212120 0 0.00353999 0.00398611 0.00251331 0.00393620 0.00370618 0.00364053 0.00389959 0.00397873 0.00310880 0.00388405 0.00395990 0.00382792 0.00369009 0.00031518 0.00372922 0.00390241 0.00241434 0.00287254 0.00389771 0.00389826
s_3300 0.00033412 0.00016679 0.00027821 0.00017382 0.00340095 0.00386034 0.00336719 0.00341748 0.00347224 0.00348805 0.00196972 0.00339737 0.00018570 0.00332943 0.00032839 0.00017818 0.00379558 0.00333418 0.00027353 0.00017213 0.00342295 0.00353818 0.00376845 0.00281548 0.00326145 0.00017912 0.00020433 0.00016507 0.00020697 0.00031518 0.00361338 0.00025973 0.00021510 0.00329383 0.00018332 0.00032435 0.00017113 0.00353127 0.00017586 0.00390743 0.00018315 0.00016827 0.00360484 0.00016713 0.00367821 0.00425590 0.00350612 0.00380930 0.00019905 0.00415838 0.00198360 0.00019043 0.00016338 0.00016926 0.00343142 0.00356668 0.00018685 0.00019591 0.00011694 0.00365862 0.00350949 0.00337978 0.00331658 0.00017770 0.00016785 0.00333741 0.00017109 0.00349882 0.00019291 0.00017225 0.00021704 0.00199363 0.00027090 0.00347487 0.00442869 0.00016924 0.00319154 0.00021091 0.05502133 0.00027587 0.00335606 0.00017808 0.00378947 0.00379647 0.00017309 0.00423510 0.00190780 0.00015776 0.00188087 0.00342408 0.00333233 0.00022915 0.00020690 0.00339149 0.00016585 0.00016291 0.00017931 0.00332755 0.00353078 0.00343933 0.00338048 0.00031045 0.00337215 0.00016279 0.00360760 0.00362791 0.00350412 0.00339298 0.00338500 0.00353766 0.00359806 0.00017069 0.00018523 0.00018166 0.00016239 0.00017816 0.00018876 0.00021444 0.00351727 0.00353830 0.00376361 0.00030609 0.00017505 0.00017142 0.00017447 0.00428221 0.00348105 0.00044473 0.00017729 0.00431507 0.00324254 0.00353999 0 0.00016964 0.00351748 0.00018018 0.00349651 0.00327030 0.00185543 0.00016655 0.00358679 0.00339634 0.00017450 0.00027120 0.00332280 0.00359160 0.00029499 0.00018254 0.00341238 0.00344777 0.00019193 0.00016901
s_3447 0.00027759 0.00002545 0.00016640 0.00003893 0.00384326 0.00448552 0.00401197 0.00413870 0.00404018 0.00400124 0.00230730 0.00394731 0.00003305 0.00381492 0.00030426 0.00003281 0.00433000 0.00394303 0.00017453 0.00002617 0.00411549 0.00401087 0.00448852 0.00308413 0.00369110 0.00003485 0.00010288 0.00001866 0.00007880 0.00026639 0.00435795 0.00019539 0.00008537 0.00377301 0.00002587 0.00027728 0.00002210 0.00399560 0.00003826 0.00436676 0.00012227 0.00002266 0.00406441 0.00001887 0.00428370 0.00510623 0.00390890 0.00444932 0.00008509 0.00458847 0.00237882 0.00007078 0.00001715 0.00002259 0.00395842 0.00419977 0.00010077 0.00011955 0.00006791 0.00423649 0.00392974 0.00402546 0.00389035 0.00002559 0.00002098 0.00379473 0.00002392 0.00398132 0.00007510 0.00001971 0.00008641 0.00235066 0.00017207 0.00399686 0.00540417 0.00002320 0.00357473 0.00011263 0.05630722 0.00023394 0.00371195 0.00010091 0.00452559 0.00459549 0.00002481 0.00497631 0.00213974 0.00007790 0.00215403 0.00379310 0.00398705 0.00015601 0.00008334 0.00407529 0.00002112 0.00009383 0.00004485 0.00378968 0.00401467 0.00394264 0.00393109 0.00019077 0.00378470 0.00002026 0.00410399 0.00420226 0.00396633 0.00410143 0.00374867 0.00389960 0.00418158 0.00001688 0.00003986 0.00002843 0.00007861 0.00005607 0.00003019 0.00007849 0.00409642 0.00405338 0.00447486 0.00015464 0.00002747 0.00002390 0.00013216 0.00510347 0.00390931 0.00036297 0.00002807 0.00511410 0.00372894 0.00398611 0.00016964 0 0.00390877 0.00009022 0.00415344 0.00364602 0.00208235 0.00002838 0.00409576 0.00405184 0.00003221 0.00018708 0.00368229 0.00416259 0.00019442 0.00004013 0.00376576 0.00386929 0.00006296 0.00003412
s_3308 0.00352700 0.00388004 0.00373126 0.00389595 0.00126060 0.00279159 0.00382151 0.00398420 0.00007979 0.00250376 0.00395732 0.00393826 0.00398182 0.00384324 0.00364992 0.00381255 0.00275535 0.00021024 0.00373692 0.00391605 0.00123376 0.00002677 0.00279522 0.00025434 0.00015805 0.00390716 0.00377490 0.00384154 0.00383776 0.00328701 0.00357743 0.00343993 0.00380175 0.00317939 0.00401832 0.00376049 0.00390578 0.00003294 0.00390872 0.00436327 0.00371193 0.00389769 0.00353362 0.00392734 0.00358343 0.00473826 0.00001733 0.00276453 0.00380540 0.00469855 0.00398259 0.00382425 0.00388780 0.00386484 0.00398127 0.00347827 0.00386413 0.00383959 0.00395706 0.00362989 0.00130751 0.00395437 0.00375255 0.00403168 0.00389001 0.00235809 0.00388869 0.00127753 0.00382061 0.00385309 0.00373250 0.00385712 0.00374111 0.00246384 0.00498799 0.00388905 0.00125339 0.00378997 0.06152039 0.00372943 0.00368059 0.00399069 0.00276713 0.00278330 0.00387519 0.00470575 0.00394957 0.00386791 0.00395421 0.00014338 0.00006766 0.00377831 0.00377978 0.00395938 0.00381688 0.00382901 0.00387807 0.00011204 0.00127785 0.00239575 0.00027570 0.00379771 0.00236490 0.00389241 0.00257406 0.00359135 0.00126763 0.00394022 0.00390562 0.00001088 0.00350765 0.00391368 0.00376779 0.00399873 0.00394903 0.00390386 0.00403035 0.00358891 0.00253730 0.00008170 0.00279968 0.00362438 0.00393377 0.00389031 0.00362776 0.00471381 0.00131467 0.00357348 0.00389162 0.00482699 0.00022079 0.00251331 0.00351748 0.00390877 0 0.00391253 0.00378766 0.00149252 0.00387090 0.00391417 0.00347386 0.00397116 0.00388985 0.00375120 0.00133126 0.00274314 0.00364402 0.00384652 0.00020756 0.00338904 0.00381140 0.00386204
s_3346 0.00030362 0.00009023 0.00020262 0.00010752 0.00378898 0.00421751 0.00377828 0.00377193 0.00383539 0.00389607 0.00224964 0.00375408 0.00010860 0.00372027 0.00028461 0.00010038 0.00416223 0.00359907 0.00020378 0.00008859 0.00374465 0.00396876 0.00416262 0.00302149 0.00353378 0.00009263 0.00013578 0.00008675 0.00014228 0.00028794 0.00403788 0.00015008 0.00013667 0.00366723 0.00010239 0.00024385 0.00009186 0.00394106 0.00010317 0.00442279 0.00008390 0.00008992 0.00398936 0.00008714 0.00411094 0.00485495 0.00388226 0.00416033 0.00014471 0.00465347 0.00225445 0.00012313 0.00008633 0.00008690 0.00386389 0.00397126 0.00006946 0.00008457 0.00007891 0.00412385 0.00380490 0.00372544 0.00369267 0.00009580 0.00008803 0.00367032 0.00009445 0.00393691 0.00013558 0.00008632 0.00014695 0.00224345 0.00020274 0.00384841 0.00505697 0.00008710 0.00355825 0.00014566 0.01396179 0.00023918 0.00373133 0.00005412 0.00417343 0.00418691 0.00009123 0.00476363 0.00214298 0.00002956 0.00214388 0.00373556 0.00360870 0.00017315 0.00014032 0.00373069 0.00008630 0.00004882 0.00009757 0.00359822 0.00393758 0.00379328 0.00361229 0.00026520 0.00370446 0.00008505 0.00391880 0.00405660 0.00391328 0.00374395 0.00375148 0.00385600 0.00399112 0.00008370 0.00011341 0.00010289 0.00008707 0.00009567 0.00009938 0.00014049 0.00395635 0.00391522 0.00413886 0.00022341 0.00009287 0.00008700 0.00014348 0.00485686 0.00386747 0.00044169 0.00009673 0.00490171 0.00343127 0.00393620 0.00018018 0.00009022 0.00391253 0 0.00388684 0.00361945 0.00210047 0.00009083 0.00399986 0.00374680 0.00008954 0.00021944 0.00360800 0.00397186 0.00025983 0.00010066 0.00371475 0.00384363 0.00012846 0.00009533
s_3404 0.00373569 0.00415638 0.00380810 0.00413644 0.00351826 0.00423727 0.00284269 0.00428322 0.00390375 0.00374029 0.00396488 0.00409032 0.00392947 0.00272300 0.00378174 0.00385998 0.00424127 0.00385300 0.00396097 0.00414425 0.00371505 0.00387774 0.00421096 0.00305907 0.00365553 0.00417170 0.00405149 0.00390356 0.00404979 0.00332585 0.00395484 0.00352487 0.00392978 0.00348374 0.00379085 0.00376198 0.00410538 0.00386562 0.00415605 0.00431318 0.00372963 0.00412654 0.00372972 0.00392191 0.00392528 0.00492003 0.00378749 0.00426418 0.00401597 0.00440981 0.00400034 0.00399655 0.00396945 0.00395397 0.00282201 0.00384766 0.00381016 0.00381542 0.00388375 0.00383724 0.00358857 0.00418643 0.00280533 0.00394201 0.00396255 0.00352538 0.00413717 0.00362874 0.00404854 0.00400429 0.00396352 0.00390463 0.00384096 0.00373451 0.00518933 0.00414176 0.00333629 0.00399258 0.07694572 0.00369758 0.00343948 0.00380289 0.00423231 0.00428094 0.00397375 0.00483378 0.00376922 0.00385185 0.00373998 0.00371355 0.00386020 0.00376638 0.00389440 0.00424617 0.00388630 0.00411309 0.00405178 0.00369661 0.00367859 0.00367358 0.00382120 0.00377743 0.00351890 0.00400603 0.00396854 0.00383816 0.00363142 0.00427391 0.00272135 0.00374741 0.00387207 0.00400387 0.00389200 0.00392011 0.00386480 0.00406385 0.00395483 0.00367070 0.00382149 0.00384708 0.00417857 0.00374799 0.00407352 0.00415921 0.00362869 0.00496192 0.00362012 0.00373699 0.00410093 0.00491794 0.00362404 0.00370618 0.00349651 0.00415344 0.00378766 0.00388684 0 0.00346067 0.00369730 0.00412047 0.00379185 0.00421871 0.00411380 0.00394908 0.00338619 0.00398053 0.00385436 0.00410364 0.00365292 0.00357607 0.00402357 0.00408828
s_3318 0.00340521 0.00365559 0.00359136 0.00364831 0.00049048 0.00407667 0.00331781 0.00366337 0.00152670 0.00369964 0.00357700 0.00365008 0.00367632 0.00325120 0.00333854 0.00349415 0.00401223 0.00154172 0.00360486 0.00364441 0.00047344 0.00157018 0.00398438 0.00132179 0.00147374 0.00367599 0.00359766 0.00348546 0.00359851 0.00313864 0.00382148 0.00325164 0.00363298 0.00338365 0.00370653 0.00355804 0.00367147 0.00156924 0.00367088 0.00411978 0.00338814 0.00365983 0.00370674 0.00353058 0.00365850 0.00438448 0.00150909 0.00404174 0.00362508 0.00434529 0.00358580 0.00361220 0.00351810 0.00354236 0.00328447 0.00374579 0.00360036 0.00367044 0.00353813 0.00377525 0.00048459 0.00361466 0.00325575 0.00369978 0.00353400 0.00353883 0.00364765 0.00048165 0.00358681 0.00349594 0.00357573 0.00349761 0.00355991 0.00366650 0.00455910 0.00363956 0.00065086 0.00362311 0.05993100 0.00339999 0.00318172 0.00369490 0.00400341 0.00405091 0.00353010 0.00437787 0.00344886 0.00348366 0.00340441 0.00152631 0.00151318 0.00345675 0.00357482 0.00363828 0.00347531 0.00362270 0.00363458 0.00149129 0.00048892 0.00359856 0.00161842 0.00355457 0.00349891 0.00353679 0.00388256 0.00373319 0.00048642 0.00361872 0.00327829 0.00150894 0.00377264 0.00355895 0.00349057 0.00367264 0.00349758 0.00367706 0.00369911 0.00332114 0.00368406 0.00157624 0.00403530 0.00341408 0.00364583 0.00366561 0.00336514 0.00438819 0.00050110 0.00342961 0.00364712 0.00442285 0.00170157 0.00364053 0.00327030 0.00364602 0.00149252 0.00361945 0.00346067 0 0.00339492 0.00364224 0.00364758 0.00363977 0.00360468 0.00359188 0.00058745 0.00391637 0.00346975 0.00362465 0.00153541 0.00358793 0.00356573 0.00361877
s_3295 0.00194658 0.00207141 0.00202544 0.00207219 0.00357903 0.00424521 0.00357219 0.00381093 0.00383959 0.00384835 0.00010918 0.00379495 0.00211902 0.00355529 0.00206616 0.00204812 0.00415937 0.00367231 0.00205344 0.00206889 0.00356219 0.00387387 0.00416580 0.00306238 0.00353435 0.00206465 0.00205827 0.00207359 0.00205874 0.00183412 0.00395010 0.00196406 0.00203747 0.00357408 0.00215990 0.00211241 0.00206256 0.00385005 0.00207304 0.00434254 0.00203349 0.00206863 0.00389878 0.00209900 0.00392019 0.00462724 0.00385020 0.00419808 0.00205158 0.00458243 0.00008500 0.00208063 0.00210317 0.00211682 0.00367150 0.00388503 0.00210305 0.00208703 0.00211246 0.00399784 0.00365442 0.00374737 0.00351441 0.00213186 0.00207866 0.00368778 0.00206488 0.00361967 0.00205959 0.00211245 0.00201427 0.00015119 0.00208151 0.00383079 0.00483433 0.00205580 0.00329754 0.00204465 0.09549643 0.00206957 0.00340185 0.00212892 0.00419083 0.00420340 0.00210460 0.00458839 0.00008665 0.00208655 0.00006822 0.00368058 0.00363103 0.00206413 0.00205389 0.00376370 0.00207325 0.00208120 0.00206447 0.00365011 0.00366174 0.00378076 0.00368427 0.00210198 0.00368603 0.00214645 0.00391743 0.00393556 0.00369541 0.00375641 0.00361007 0.00382201 0.00386896 0.00212620 0.00203620 0.00211337 0.00210147 0.00208626 0.00213514 0.00189761 0.00391072 0.00384322 0.00414603 0.00210072 0.00207134 0.00204904 0.00189688 0.00461472 0.00359748 0.00208266 0.00206622 0.00471006 0.00353467 0.00389959 0.00185543 0.00208235 0.00387090 0.00210047 0.00369730 0.00339492 0 0.00206300 0.00377700 0.00377849 0.00204469 0.00205024 0.00339075 0.00396045 0.00204957 0.00204700 0.00363520 0.00372444 0.00204916 0.00204631
s_3412 0.00027625 0.00002869 0.00016168 0.00003894 0.00379215 0.00449264 0.00384192 0.00412055 0.00402569 0.00399666 0.00230290 0.00393535 0.00003631 0.00378518 0.00030842 0.00003417 0.00434776 0.00392024 0.00017052 0.00002992 0.00390912 0.00400017 0.00445039 0.00305618 0.00367776 0.00003561 0.00009847 0.00002557 0.00008192 0.00027669 0.00412414 0.00019417 0.00008063 0.00375867 0.00002806 0.00028007 0.00002529 0.00397485 0.00004001 0.00432716 0.00012199 0.00002962 0.00404819 0.00002524 0.00425185 0.00507458 0.00389539 0.00443980 0.00008887 0.00456362 0.00239017 0.00007036 0.00002533 0.00002895 0.00393669 0.00405381 0.00010456 0.00011896 0.00006648 0.00421700 0.00391023 0.00401234 0.00387000 0.00002692 0.00002387 0.00378220 0.00002849 0.00394123 0.00007693 0.00002604 0.00009258 0.00225275 0.00017501 0.00397676 0.00519269 0.00003087 0.00356420 0.00010887 0.05452883 0.00023431 0.00369265 0.00009962 0.00451927 0.00457607 0.00002710 0.00495571 0.00212488 0.00008167 0.00213194 0.00379426 0.00387207 0.00016788 0.00008731 0.00406105 0.00002928 0.00009424 0.00004841 0.00377369 0.00399172 0.00391975 0.00391436 0.00019650 0.00378804 0.00002470 0.00407347 0.00417472 0.00394938 0.00392899 0.00372459 0.00388655 0.00418111 0.00002415 0.00004347 0.00003133 0.00007975 0.00005624 0.00003658 0.00008271 0.00407186 0.00404002 0.00445650 0.00014821 0.00002787 0.00002991 0.00013503 0.00508397 0.00389136 0.00036031 0.00003597 0.00508855 0.00354172 0.00397873 0.00016655 0.00002838 0.00391417 0.00009083 0.00412047 0.00364224 0.00206300 0 0.00406958 0.00404738 0.00003061 0.00018191 0.00363952 0.00413771 0.00019812 0.00004340 0.00375387 0.00386861 0.00006495 0.00003518
