s_3203	s_3356	s_3347	s_3226	s_3193	s_3277	s_3249	s_3328	s_3287	s_3254	s_3200	s_3185	s_3250	s_3224	s_3326	s_3268	s_3218	s_3227	s_3274	s_3358	s_3165	s_3181	s_3188	s_3297	s_3196	s_3164	s_3283	s_3304	s_3357	s_3174	s_3264	s_3237	s_3322	s_3342	s_3353	s_3325	s_3292	s_3190	s_3257	s_3266	s_3213	s_3191	s_3306	s_3189	s_3209	s_3355	s_3334	s_3242	s_3265	s_3253	s_3217	s_3288	s_3205	s_3345	s_3341	s_3319	s_3282	s_3337	s_3259	s_3223	s_3235	s_3284	s_3330	s_3244	s_3163	s_3220	s_3261	s_3271	s_3228	s_3167	s_3169	s_3215	s_3285	s_3251	s_3202	s_3225	s_3343	s_3258	s_3312	s_3210	s_3294	s_3238	s_3263	s_3233	s_3305	s_3313	s_3310	s_3187	s_3204	s_3275	s_3317	s_3262	s_3186	s_3171	s_3162	s_3241	s_3276	s_3332	s_3173	s_3230	s_3286	s_3240	s_3324	s_3350	s_3260	s_3278	s_3302	s_3195	s_3168	s_3321	s_3194	s_3206	s_3293	s_3247	s_3307	s_3243	s_3178	s_3255	s_3269	s_3340	s_3212	s_3245	s_3252	s_3207	s_3344	s_3183	s_3201	s_3175	s_3208	s_3267	s_3161	s_3216	s_3234	s_3354	s_3291	s_3170	s_3346	s_3308	s_3229	s_3318	s_3295	s_3166	s_3239	s_3197	s_3333	s_3222	s_3311	s_3314	s_3248	s_3214	s_3289
s_3183 0.00800180 0.00801954 0.00351249 0.00829605 0.00691021 0.00811660 0.00801328 0.00807588 0.00818669 0.00801549 0.00578724 0.00071332 0.00803543 0.00859437 0.00807749 0.00796610 0.00776738 0.00483066 0.01101313 0.00818522 0.00787634 0.00763359 0.00580588 0.00823710 0.00805089 0.00790673 0.00863842 0.00707639 0.01116616 0.00783462 0.00792799 0.00811834 0.00769308 0.00805182 0.00809919 0.00796097 0.00679270 0.00754605 0.01013285 0.00794403 0.00861130 0.00751606 0.00821517 0.00601445 0.00839452 0.00824932 0.00755462 0.00426916 0.00884798 0.00055805 0.00083120 0.00821252 0.00785656 0.00809127 0.00807030 0.01000294 0.01031083 0.00666404 0.00746484 0.00117604 0.00087855 0.00806507 0.00803842 0.01254282 0.00798236 0.00848774 0.00806346 0.00797555 0.00333140 0.00795079 0.00783546 0.00085327 0.00821794 0.00843018 0.00801487 0.00801617 0.00909446 0.00847434 0.00752462 0.00323194 0.00837982 0.00444827 0.00810943 0.00863429 0.00762543 0.00849354 0.00365002 0.00659790 0.00807334 0.01063095 0.00809858 0.00807017 0.00045185 0.00785397 0.00792196 0.00332793 0.01093901 0.00828985 0.00764167 0.00333005 0.00816745 0.00338100 0.00334438 0.00806661 0.00810532 0.06287352 0.00080481 0.00649188 0.00777796 0.00805557 0.00651703 0.00912186 0.00833394 0.00803820 0.00803985 0.01129551 0.00807668 0.00799021 0.00808511 0.00807660 0.00818585 0.00813490 0.00796943 0.00836090 0.00802391 0 0.00755607 0.00754990 0.00809859 0.00801040 0.00822852 0.00083207 0.00087787 0.00809114 0.00724270 0.00785877 0.00876397 0.00850834 0.00352848 0.00694849 0.00860669 0.00787079 0.00332595 0.00806811 0.00814244 0.00088248 0.00842474 0.00703206 0.00807616 0.00786574 0.00819272
s_3201 0.00777642 0.00842706 0.01030820 0.00865077 0.00805998 0.00828456 0.00832447 0.00831363 0.00771468 0.00817051 0.00683840 0.00747068 0.00809022 0.00876923 0.00841012 0.00807906 0.00772525 0.00931729 0.01080563 0.00860759 0.00824855 0.00047189 0.00688100 0.00841644 0.00712086 0.00827749 0.00889568 0.00829862 0.01093219 0.00826491 0.00809844 0.00839086 0.00034651 0.00840030 0.00843036 0.00816116 0.00800174 0.00016249 0.00953338 0.00810804 0.00858428 0.00012622 0.00724029 0.00713823 0.00865931 0.00856310 0.00017013 0.00865730 0.00889412 0.00706696 0.00702766 0.00773810 0.00768540 0.00714770 0.00843550 0.00995395 0.00998680 0.00843528 0.00933499 0.00762430 0.00707318 0.00824241 0.00818655 0.01227762 0.00841890 0.00587060 0.00839593 0.00824070 0.00790259 0.00830044 0.00823571 0.00704048 0.00772990 0.00852029 0.00702985 0.00838690 0.00937451 0.00853282 0.00022332 0.00971438 0.00842752 0.00927831 0.00841684 0.00885560 0.00885026 0.00808199 0.01047701 0.00780721 0.00778805 0.01042035 0.00844615 0.00844426 0.00720648 0.00819585 0.00832575 0.00793317 0.01071088 0.00848184 0.00091029 0.00788582 0.00776222 0.00797744 0.00800418 0.00841871 0.00823905 0.05806775 0.00758351 0.00770581 0.00831693 0.00841963 0.00771634 0.00958921 0.00836697 0.00841126 0.00916678 0.01104462 0.00844082 0.00816947 0.00836225 0.00842386 0.00814761 0.00844055 0.00808118 0.00863220 0.00838002 0.00755607 0 0.00035845 0.00836115 0.00810054 0.00855614 0.00702959 0.00709346 0.00840792 0.00901469 0.00829694 0.00852738 0.00813940 0.00812421 0.00878541 0.00858046 0.00832064 0.00792661 0.00705508 0.00773391 0.00733031 0.00812837 0.00838922 0.00843199 0.00802383 0.00764191
s_3175 0.00778649 0.00896397 0.01004663 0.00909267 0.00806089 0.00881192 0.00877530 0.00884382 0.00815179 0.00868794 0.00708482 0.00741182 0.00864183 0.00921374 0.00886481 0.00858664 0.00771057 0.00913770 0.01079414 0.00908511 0.00862951 0.00035407 0.00703780 0.00874570 0.00705761 0.00876810 0.00930629 0.00842928 0.01100884 0.00866085 0.00866189 0.00883438 0.00051463 0.00891382 0.00896898 0.00865203 0.00815470 0.00034653 0.00961669 0.00864082 0.00903692 0.00031880 0.00722505 0.00734137 0.00904703 0.00903116 0.00034038 0.00870873 0.00929196 0.00715487 0.00726654 0.00818464 0.00769670 0.00710865 0.00896772 0.01045279 0.01033381 0.00874525 0.00955727 0.00777836 0.00730092 0.00881077 0.00871158 0.01239708 0.00879040 0.00607621 0.00889052 0.00874097 0.00796101 0.00881260 0.00872611 0.00728053 0.00819384 0.00901722 0.00699934 0.00893037 0.00959234 0.00895073 0.00040338 0.00940825 0.00891166 0.00916975 0.00896212 0.00902281 0.00888577 0.00834168 0.01031004 0.00780487 0.00785938 0.01048610 0.00897340 0.00895783 0.00721226 0.00859459 0.00871094 0.00796753 0.01071634 0.00885930 0.00073358 0.00792054 0.00816394 0.00806907 0.00806422 0.00896117 0.00875197 0.05392897 0.00760352 0.00771211 0.00869451 0.00888326 0.00768433 0.01011571 0.00895973 0.00897420 0.00924485 0.01112244 0.00895049 0.00866736 0.00893030 0.00885777 0.00867531 0.00885554 0.00866732 0.00911359 0.00895403 0.00754990 0.00035845 0 0.00889889 0.00869198 0.00883529 0.00726174 0.00732143 0.00898116 0.00918676 0.00876406 0.00856367 0.00832282 0.00818714 0.00888430 0.00922983 0.00871161 0.00800435 0.00699913 0.00818109 0.00743618 0.00819841 0.00838661 0.00881770 0.00852444 0.00808329
s_3208 0.00442710 0.00025765 0.01039537 0.00054243 0.00944670 0.00027089 0.00028520 0.00025312 0.00798194 0.00045869 0.00835970 0.00802765 0.00044552 0.00078513 0.00028969 0.00038610 0.00766793 0.00886506 0.01090796 0.00043616 0.00030491 0.00898454 0.00825077 0.00035934 0.00742921 0.00028625 0.00092342 0.00960539 0.01104812 0.00027123 0.00039254 0.00031967 0.00857194 0.00027337 0.00031719 0.00036988 0.00932265 0.00841099 0.00996976 0.00040662 0.00107183 0.00843837 0.00768969 0.00850765 0.00068680 0.00049812 0.00828797 0.00869104 0.00118723 0.00780146 0.00764431 0.00796657 0.00431938 0.00761876 0.00027093 0.00188471 0.00214118 0.00964295 0.01048916 0.00824971 0.00778999 0.00047963 0.00045934 0.01221848 0.00035570 0.00897938 0.00025582 0.00028336 0.00778283 0.00030369 0.00027447 0.00767340 0.00798398 0.00092797 0.00739560 0.00023506 0.00126627 0.00064582 0.00838865 0.00980292 0.00077503 0.00905677 0.00026971 0.00077947 0.01011247 0.00829874 0.01073692 0.00931466 0.00441279 0.01052194 0.00032020 0.00026352 0.00780253 0.00029434 0.00027713 0.00778111 0.01080520 0.00039532 0.00859032 0.00777581 0.00795344 0.00774694 0.00784561 0.00025314 0.00026526 0.05374000 0.00807391 0.00905613 0.00028247 0.00026261 0.00904800 0.00134876 0.00085127 0.00029028 0.01043822 0.01099883 0.00037468 0.00041759 0.00047123 0.00031650 0.00054431 0.00029867 0.00040764 0.00052070 0.00027128 0.00809859 0.00836115 0.00889889 0 0.00038099 0.00075425 0.00763944 0.00776207 0.00026193 0.01023740 0.00027411 0.00520521 0.00484441 0.00795917 0.00985994 0.00103364 0.00030690 0.00778246 0.00751458 0.00796579 0.00798742 0.00483342 0.00952269 0.00027809 0.00034092 0.00791178
s_3267 0.00446749 0.00018897 0.01006467 0.00055770 0.00932912 0.00019235 0.00021741 0.00019689 0.00799318 0.00053536 0.00823392 0.00788695 0.00051776 0.00082638 0.00019594 0.00016881 0.00776674 0.00894844 0.01096361 0.00032105 0.00022773 0.00873829 0.00821327 0.00014615 0.00773607 0.00018641 0.00078173 0.00939303 0.01110070 0.00018520 0.00016041 0.00023867 0.00810094 0.00020987 0.00024861 0.00047363 0.00911454 0.00812582 0.01005866 0.00014211 0.00103579 0.00809127 0.00781564 0.00844341 0.00105445 0.00044026 0.00793744 0.00846956 0.00098759 0.00770973 0.00762713 0.00797405 0.00437850 0.00775311 0.00019627 0.00147627 0.00158511 0.00918684 0.01014027 0.00837690 0.00782143 0.00013424 0.00026068 0.01246540 0.00027406 0.00901898 0.00019665 0.00015714 0.00776533 0.00021927 0.00018870 0.00766546 0.00796453 0.00105893 0.00769003 0.00028908 0.00075093 0.00044783 0.00792355 0.00999818 0.00047468 0.00931849 0.00019737 0.00072343 0.00992530 0.00840488 0.01037757 0.00911874 0.00441782 0.01058770 0.00024798 0.00019002 0.00771527 0.00020593 0.00021357 0.00777580 0.01087006 0.00022621 0.00848078 0.00776842 0.00797667 0.00783480 0.00768959 0.00019265 0.00017922 0.04609656 0.00782466 0.00901994 0.00020777 0.00020953 0.00898611 0.00171056 0.00043473 0.00020278 0.01013454 0.01109973 0.00028451 0.00053544 0.00029754 0.00023036 0.00064031 0.00024606 0.00048885 0.00092689 0.00019475 0.00801040 0.00810054 0.00869198 0.00038099 0 0.00063001 0.00763657 0.00781044 0.00019973 0.00977226 0.00019893 0.00525402 0.00491962 0.00806683 0.00938613 0.00044575 0.00023039 0.00788886 0.00775391 0.00795298 0.00800273 0.00487125 0.00945123 0.00021160 0.00045624 0.00791510
s_3161 0.00469283 0.00049027 0.01061546 0.00106402 0.00957155 0.00053891 0.00056129 0.00049485 0.00819216 0.00090993 0.00857804 0.00814464 0.00093426 0.00133195 0.00051120 0.00063391 0.00807130 0.00920354 0.01123788 0.00068166 0.00055825 0.00911305 0.00850413 0.00059958 0.00816721 0.00052690 0.00113411 0.00982184 0.01140231 0.00051781 0.00062368 0.00059463 0.00865481 0.00050654 0.00057506 0.00076283 0.00955014 0.00849152 0.01024578 0.00063273 0.00150010 0.00846978 0.00824223 0.00873425 0.00154009 0.00076974 0.00834819 0.00900708 0.00155640 0.00798406 0.00789324 0.00815621 0.00460675 0.00815499 0.00050665 0.00179982 0.00206030 0.00968692 0.01049003 0.00857559 0.00795485 0.00063933 0.00075923 0.01254080 0.00066732 0.00918421 0.00051639 0.00053069 0.00818744 0.00055274 0.00052338 0.00789157 0.00819135 0.00140418 0.00812379 0.00075169 0.00117191 0.00088460 0.00854137 0.01033958 0.00105033 0.00947953 0.00051170 0.00110480 0.01039093 0.00873448 0.01087607 0.00939804 0.00471228 0.01084156 0.00057082 0.00050377 0.00787960 0.00055928 0.00054829 0.00806126 0.01114435 0.00064199 0.00900685 0.00806645 0.00818992 0.00806936 0.00806222 0.00048507 0.00051479 0.05514032 0.00828280 0.00932786 0.00053575 0.00050744 0.00925262 0.00213089 0.00103955 0.00056043 0.01065953 0.01128757 0.00064124 0.00085468 0.00071328 0.00055383 0.00103686 0.00058331 0.00086883 0.00134916 0.00050131 0.00822852 0.00855614 0.00883529 0.00075425 0.00063001 0 0.00779316 0.00798520 0.00050740 0.01019256 0.00051983 0.00538815 0.00508941 0.00826015 0.01005062 0.00095069 0.00058494 0.00817582 0.00813011 0.00818423 0.00820843 0.00503517 0.00985566 0.00057311 0.00079517 0.00813771
s_3216 0.00756348 0.00765013 0.00346345 0.00781121 0.00623867 0.00770826 0.00761003 0.00770031 0.00775552 0.00782430 0.00530133 0.00070345 0.00787077 0.00804905 0.00768856 0.00762399 0.00727299 0.00436482 0.01055477 0.00780032 0.00753079 0.00735575 0.00532881 0.00762971 0.00766128 0.00758763 0.00829819 0.00664978 0.01070480 0.00749532 0.00758057 0.00766513 0.00713473 0.00771345 0.00779090 0.00783622 0.00636448 0.00704087 0.00965445 0.00755273 0.00842798 0.00698891 0.00770743 0.00554077 0.00806353 0.00781953 0.00703783 0.00380933 0.00838473 0.00043969 0.00007032 0.00777759 0.00739210 0.00763196 0.00772127 0.00952544 0.00965167 0.00632846 0.00717940 0.00100969 0.00010301 0.00765704 0.00767064 0.01198489 0.00760454 0.00799291 0.00765815 0.00759707 0.00293891 0.00756955 0.00749286 0.00008384 0.00772290 0.00819361 0.00757131 0.00761431 0.00853179 0.00788699 0.00702264 0.00308509 0.00797778 0.00408408 0.00768547 0.00806762 0.00691787 0.00796621 0.00354830 0.00615422 0.00755658 0.01016999 0.00771941 0.00771185 0.00046288 0.00750174 0.00758412 0.00289057 0.01047711 0.00768363 0.00718923 0.00293168 0.00776999 0.00295983 0.00291701 0.00770483 0.00771869 0.06207924 0.00080135 0.00580786 0.00757107 0.00765712 0.00577946 0.00895086 0.00814067 0.00763693 0.00753842 0.01077572 0.00774677 0.00782787 0.00768698 0.00771465 0.00789153 0.00763320 0.00780998 0.00796278 0.00767694 0.00083207 0.00702959 0.00726174 0.00763944 0.00763657 0.00779316 0 0.00011169 0.00768136 0.00690000 0.00750772 0.00840867 0.00803620 0.00308375 0.00662541 0.00823099 0.00755678 0.00291096 0.00764337 0.00774106 0.00077159 0.00795169 0.00633101 0.00767979 0.00755174 0.00770060
s_3234 0.00778112 0.00783621 0.00355946 0.00788339 0.00627614 0.00790656 0.00780850 0.00787751 0.00790731 0.00802775 0.00543221 0.00076766 0.00803693 0.00812493 0.00789596 0.00778765 0.00748722 0.00448266 0.01074010 0.00799361 0.00768438 0.00739715 0.00544896 0.00785401 0.00779786 0.00773843 0.00845209 0.00681126 0.01089357 0.00765748 0.00776917 0.00787397 0.00727359 0.00789556 0.00791484 0.00797254 0.00653113 0.00710684 0.00977128 0.00776068 0.00857219 0.00705670 0.00788912 0.00562840 0.00818628 0.00804894 0.00712297 0.00385703 0.00862510 0.00050567 0.00013083 0.00794010 0.00759147 0.00780604 0.00789570 0.00968944 0.00964931 0.00648709 0.00732459 0.00108480 0.00015492 0.00790050 0.00786402 0.01225114 0.00775473 0.00815212 0.00782291 0.00776386 0.00294111 0.00769098 0.00764395 0.00013029 0.00788263 0.00839420 0.00772047 0.00753358 0.00880239 0.00802879 0.00712613 0.00315233 0.00814702 0.00409904 0.00786708 0.00817108 0.00708433 0.00818844 0.00364610 0.00630163 0.00774660 0.01037410 0.00789352 0.00789468 0.00052305 0.00765301 0.00772403 0.00290248 0.01065498 0.00789184 0.00723579 0.00295089 0.00792806 0.00297624 0.00293832 0.00785578 0.00788212 0.06139167 0.00087399 0.00590490 0.00759747 0.00783390 0.00592348 0.00901977 0.00821061 0.00790410 0.00773841 0.01103411 0.00790377 0.00803097 0.00789313 0.00789317 0.00804252 0.00782266 0.00796675 0.00810309 0.00786711 0.00087787 0.00709346 0.00732143 0.00776207 0.00781044 0.00798520 0.00011169 0 0.00788982 0.00710738 0.00770198 0.00851953 0.00825596 0.00313644 0.00677631 0.00842169 0.00772081 0.00292266 0.00780029 0.00790562 0.00084150 0.00817688 0.00649707 0.00786649 0.00768215 0.00785760
s_3354 0.00444533 0.00005201 0.01056030 0.00054135 0.00935515 0.00008824 0.00008126 0.00005716 0.00787169 0.00038749 0.00832385 0.00802203 0.00041911 0.00082284 0.00006453 0.00020460 0.00774557 0.00908960 0.01096593 0.00021497 0.00009640 0.00899621 0.00826927 0.00014695 0.00781657 0.00005914 0.00071095 0.00967317 0.01110023 0.00006520 0.00020455 0.00011146 0.00855308 0.00007177 0.00012219 0.00032257 0.00945653 0.00843819 0.01003541 0.00020130 0.00091274 0.00838370 0.00801261 0.00849436 0.00093968 0.00031988 0.00826115 0.00873171 0.00106404 0.00783117 0.00772174 0.00803980 0.00434506 0.00792887 0.00007020 0.00139882 0.00159465 0.00907758 0.01023413 0.00842801 0.00793979 0.00019347 0.00031395 0.01222256 0.00014472 0.00901007 0.00005686 0.00010685 0.00783931 0.00008704 0.00005834 0.00776587 0.00808640 0.00089345 0.00770761 0.00025263 0.00064618 0.00041864 0.00836982 0.01005988 0.00058732 0.00931812 0.00007115 0.00058924 0.01024104 0.00850698 0.01086627 0.00921681 0.00438459 0.01056773 0.00011309 0.00005452 0.00777770 0.00008729 0.00008129 0.00796868 0.01079586 0.00021474 0.00883199 0.00794429 0.00812657 0.00788862 0.00799964 0.00006028 0.00008945 0.05754065 0.00814231 0.00905663 0.00008492 0.00007422 0.00904749 0.00161105 0.00057941 0.00008156 0.01047492 0.01086379 0.00015270 0.00037303 0.00028746 0.00010735 0.00049247 0.00010472 0.00034328 0.00075868 0.00006652 0.00809114 0.00840792 0.00898116 0.00026193 0.00019973 0.00050740 0.00768136 0.00788982 0 0.01010628 0.00007043 0.00527790 0.00486230 0.00809152 0.00966501 0.00053257 0.00010349 0.00797233 0.00785163 0.00809131 0.00809652 0.00481238 0.00970789 0.00007868 0.00030539 0.00798251
s_3291 0.01004016 0.01008481 0.00938572 0.01015434 0.00119079 0.01020816 0.01007691 0.01010271 0.00972701 0.00985959 0.00063890 0.00716289 0.00980995 0.01039386 0.01016435 0.00960077 0.00852892 0.01164436 0.01044599 0.01025442 0.01004047 0.00918048 0.00065680 0.00999148 0.00996065 0.00993439 0.01069001 0.00133766 0.01045019 0.01004932 0.00977629 0.01014924 0.00907359 0.01007822 0.01013645 0.00998762 0.00102065 0.00902766 0.01167433 0.00963041 0.01069701 0.00898327 0.01000906 0.00069754 0.01076229 0.01033275 0.00894120 0.01106793 0.01065745 0.00698178 0.00697137 0.01009701 0.00989150 0.00993516 0.01008911 0.01199679 0.01186132 0.00102805 0.00224937 0.00766254 0.00707612 0.00986738 0.00991613 0.01165297 0.01014362 0.00956446 0.00998603 0.00977678 0.01019716 0.01010726 0.01003139 0.00698447 0.01005396 0.01038404 0.00986671 0.00979307 0.01095217 0.00985619 0.00882675 0.00953259 0.01025799 0.01160131 0.00998473 0.01051720 0.00146951 0.00981424 0.00990555 0.00134457 0.01000718 0.01026555 0.01012774 0.01002351 0.00692308 0.01003003 0.01006537 0.01035175 0.01025346 0.01002525 0.00915314 0.01028195 0.01015856 0.01035809 0.01035488 0.01010401 0.01022069 0.06077895 0.00714496 0.00090446 0.01007963 0.01013000 0.00089580 0.01149786 0.01043677 0.00959280 0.00214939 0.01042921 0.01015554 0.01005531 0.01003663 0.01011887 0.01023012 0.01007497 0.00974845 0.01049450 0.01015936 0.00724270 0.00901469 0.00918676 0.01023740 0.00977226 0.01019256 0.00690000 0.00710738 0.01010628 0 0.01003465 0.01070048 0.01034463 0.01054083 0.00115725 0.01063121 0.01006525 0.01036363 0.00996032 0.00997088 0.00737213 0.01038228 0.00117074 0.01001429 0.00974318 0.00993587
s_3170 0.00443868 0.00005938 0.01039201 0.00055871 0.00920273 0.00009572 0.00008627 0.00006001 0.00797145 0.00043054 0.00819578 0.00774292 0.00045511 0.00083073 0.00006876 0.00021427 0.00768123 0.00877005 0.01089842 0.00020999 0.00010777 0.00879991 0.00815840 0.00015197 0.00770857 0.00005688 0.00068823 0.00960475 0.01103198 0.00006533 0.00021426 0.00011113 0.00847898 0.00008087 0.00011735 0.00035668 0.00927590 0.00825534 0.00993080 0.00021075 0.00094462 0.00826190 0.00786769 0.00839426 0.00096248 0.00032997 0.00810770 0.00855706 0.00107877 0.00765914 0.00753426 0.00792459 0.00434247 0.00779087 0.00007252 0.00137476 0.00160220 0.00947782 0.01006969 0.00823480 0.00766191 0.00019213 0.00032162 0.01209087 0.00016216 0.00886291 0.00006340 0.00010454 0.00775365 0.00009007 0.00006543 0.00756533 0.00795289 0.00092465 0.00768689 0.00026255 0.00064974 0.00045014 0.00830881 0.00963721 0.00060628 0.00896713 0.00006347 0.00058905 0.01013542 0.00843533 0.01051739 0.00902891 0.00444884 0.01051403 0.00011856 0.00006408 0.00761328 0.00008970 0.00009467 0.00774690 0.01079517 0.00021702 0.00851150 0.00778627 0.00795002 0.00775034 0.00780216 0.00005814 0.00008833 0.05233206 0.00798697 0.00897079 0.00008136 0.00007303 0.00885696 0.00153388 0.00058996 0.00008446 0.01035052 0.01089392 0.00015851 0.00039565 0.00028135 0.00011292 0.00052801 0.00011417 0.00038029 0.00079191 0.00007497 0.00785877 0.00829694 0.00876406 0.00027411 0.00019893 0.00051983 0.00750772 0.00770198 0.00007043 0.01003465 0 0.00524210 0.00487117 0.00791987 0.00963607 0.00053152 0.00011655 0.00776194 0.00770086 0.00794078 0.00785863 0.00482951 0.00957088 0.00009253 0.00032980 0.00790147
s_3346 0.00062017 0.00522674 0.01118900 0.00554892 0.00987752 0.00527590 0.00514888 0.00518501 0.00808724 0.00550321 0.00903079 0.00872805 0.00547370 0.00577785 0.00524145 0.00520131 0.00800123 0.00920886 0.01173121 0.00539693 0.00524097 0.00867882 0.00897572 0.00525942 0.00814652 0.00526415 0.00585136 0.01036731 0.01193523 0.00524799 0.00519701 0.00531548 0.00858668 0.00506212 0.00527328 0.00535204 0.01019832 0.00853587 0.01080304 0.00516215 0.00601443 0.00850118 0.00829253 0.00932975 0.00558659 0.00543709 0.00855514 0.00867592 0.00584982 0.00833464 0.00836678 0.00834809 0.00057098 0.00818535 0.00520046 0.00634269 0.00674221 0.00957804 0.01108593 0.00891414 0.00851296 0.00525354 0.00531944 0.01322452 0.00529094 0.00971548 0.00520981 0.00516721 0.00779544 0.00529181 0.00527010 0.00837145 0.00833805 0.00597810 0.00810269 0.00527306 0.00615071 0.00504247 0.00843793 0.01081148 0.00551613 0.00921371 0.00520775 0.00580231 0.01064396 0.00839435 0.01142791 0.00992160 0.00067013 0.01129614 0.00525149 0.00518370 0.00848299 0.00526747 0.00526271 0.00793068 0.01154175 0.00526197 0.00886091 0.00790552 0.00841949 0.00788614 0.00794244 0.00525955 0.00524872 0.09113530 0.00877979 0.00955544 0.00524223 0.00504806 0.00954424 0.00644643 0.00552056 0.00512539 0.01112893 0.01178555 0.00534037 0.00545632 0.00534156 0.00526361 0.00559318 0.00527175 0.00545724 0.00543826 0.00512144 0.00876397 0.00852738 0.00856367 0.00520521 0.00525402 0.00538815 0.00840867 0.00851953 0.00527790 0.01070048 0.00524210 0 0.00066617 0.00812730 0.01042775 0.00555626 0.00526703 0.00794901 0.00814870 0.00832072 0.00857461 0.00068192 0.01011333 0.00521307 0.00542275 0.00819086
s_3308 0.00026097 0.00484913 0.01076864 0.00515004 0.00955723 0.00494435 0.00477838 0.00479609 0.00780748 0.00513073 0.00870009 0.00844881 0.00507754 0.00544141 0.00486385 0.00485854 0.00770682 0.00891265 0.01139853 0.00497940 0.00487165 0.00839965 0.00867476 0.00494983 0.00779595 0.00490003 0.00556694 0.01006475 0.01146626 0.00489252 0.00485178 0.00493908 0.00837451 0.00481933 0.00490646 0.00500638 0.00984285 0.00820396 0.01048720 0.00486469 0.00557532 0.00816222 0.00796100 0.00886647 0.00520200 0.00504071 0.00811467 0.00841080 0.00545537 0.00808486 0.00807238 0.00802954 0.00021229 0.00780403 0.00487394 0.00592203 0.00645645 0.00962436 0.01075312 0.00864766 0.00821891 0.00490943 0.00496330 0.01283925 0.00493655 0.00935130 0.00485507 0.00482401 0.00757359 0.00492555 0.00489721 0.00808190 0.00802718 0.00554274 0.00776394 0.00489560 0.00580794 0.00473050 0.00809513 0.01036438 0.00515091 0.00897938 0.00486534 0.00537486 0.01031131 0.00798362 0.01098489 0.00966782 0.00028982 0.01102684 0.00486254 0.00484814 0.00824547 0.00490714 0.00490079 0.00770156 0.01124173 0.00485629 0.00846009 0.00768150 0.00808344 0.00764279 0.00761971 0.00485055 0.00490287 0.09896249 0.00853149 0.00917518 0.00484981 0.00484536 0.00918584 0.00614946 0.00511935 0.00480433 0.01078515 0.01146731 0.00496563 0.00506509 0.00497792 0.00488307 0.00520499 0.00489696 0.00507495 0.00511021 0.00485922 0.00850834 0.00813940 0.00832282 0.00484441 0.00491962 0.00508941 0.00803620 0.00825596 0.00486230 0.01034463 0.00487117 0.00066617 0 0.00785851 0.00996779 0.00521953 0.00490633 0.00767689 0.00780648 0.00799529 0.00835286 0.00034771 0.00976768 0.00482012 0.00496642 0.00790410
s_3229 0.00731259 0.00808141 0.00659999 0.00818849 0.00974312 0.00821021 0.00797118 0.00815454 0.00787453 0.00806041 0.00867528 0.00338506 0.00814441 0.00831741 0.00813901 0.00806787 0.00702185 0.00184226 0.01087431 0.00828397 0.00788972 0.00828856 0.00856148 0.00819594 0.00709571 0.00794909 0.00875678 0.01005405 0.01097751 0.00787715 0.00806203 0.00812116 0.00829318 0.00808921 0.00816574 0.00798631 0.00978840 0.00817091 0.01000082 0.00809023 0.00845550 0.00811757 0.00725861 0.00891011 0.00838333 0.00824472 0.00821418 0.00117885 0.00865316 0.00314512 0.00303631 0.00781719 0.00718844 0.00717610 0.00813874 0.00910604 0.00990654 0.00993025 0.01101713 0.00368891 0.00312508 0.00803753 0.00802482 0.01263340 0.00798020 0.00900674 0.00813580 0.00780224 0.00037016 0.00799502 0.00789300 0.00309072 0.00781514 0.00851501 0.00704826 0.00776374 0.00873720 0.00840328 0.00826670 0.00575016 0.00831287 0.00174202 0.00815155 0.00848957 0.01054612 0.00745930 0.00637790 0.00961030 0.00730714 0.01047406 0.00816974 0.00809014 0.00316184 0.00793380 0.00805172 0.00035254 0.01078636 0.00813174 0.00809909 0.00035993 0.00783970 0.00042265 0.00037902 0.00808850 0.00819179 0.06826129 0.00354932 0.00934382 0.00793438 0.00808099 0.00936664 0.00957673 0.00831187 0.00808501 0.01107142 0.01139992 0.00813053 0.00808517 0.00815392 0.00816994 0.00791502 0.00813594 0.00789141 0.00832781 0.00808815 0.00352848 0.00812421 0.00818714 0.00795917 0.00806683 0.00826015 0.00308375 0.00313644 0.00809152 0.01054083 0.00791987 0.00812730 0.00785851 0 0.01019699 0.00833391 0.00802599 0.00036636 0.00707621 0.00778649 0.00341428 0.00780194 0.00994252 0.00813407 0.00770981 0.00778316
