s_1645	s_1669	F_28	s_1661	s_1633	F_47	F_17	F_12	F_53	F_35	F_51	s_1688	s_1655	s_1617	s_1630	F_58	F_13	s_1626	F_37	s_1622	s_1691	s_1658	s_1666	F_39	F_44	F_64	F_31	s_1649	F_61	G_2	F_26	s_1613	F_19	F_21	s_1653	s_1667	s_1674	G_5	s_1684	F_32	s_1641	s_1686	s_1643	F_56	s_1689	s_1672	F_59	s_1632	F_41	F_27	F_54	F_15	s_1627	F_45	s_1664	s_1624	s_1615	s_1639	F_24	s_1679	s_1612	G_9	s_1677	s_1647	G_4	s_1692	F_52	F_34	F_25	s_1650	s_1620	F_11	F_18	F_62	F_43	s_1614	s_1648	F_29	s_1657	s_1671	s_1625	s_1646	s_1656	F_42	s_1660	F_40	s_1636	s_1690	s_1687	F_14	F_60	F_48	s_1682	F_20	F_23	F_57	s_1659	s_1676	s_1680	s_1638	s_1631	s_1662	F_36	F_66	F_38	G_7	s_1644	F_55	s_1637	F_67	F_46	F_65	G_8	s_1673	F_63	F_16	G_1	s_1654	s_1681	s_1683	s_1665	F_22	s_1621	G_6	F_30	s_1628	s_1685	s_1651	s_1642	G_3	F_33	F_50	s_1675	s_1668	s_1670	s_1678	F_49	s_1640	s_1623
s_1665 0.00000266 0.00000000 0.00003409 0.00001624 0.00481137 0.00001640 0.00001615 0.00532010 0.00532345 0.00005747 0.00005319 0.00000144 0.07953657 0.00472508 0.00479767 0.00551306 0.00541892 0.00000582 0.00541079 0.00544275 0.00479935 0.00001668 0.00000144 0.00002864 0.07501673 0.15237757 0.00509532 0.00469883 0.00003409 0.00557405 0.00549938 0.00000461 0.00003065 0.00004326 0.00536556 0.00000048 0.00531811 0.00004822 0.00537913 0.00530130 0.00480594 0.00541084 0.00000461 0.00545202 0.00000024 0.00534831 0.00000507 0.00482811 0.00001861 0.00002743 0.00511414 0.00519344 0.00000949 0.00509312 0.00001747 0.00536723 0.00529134 0.00482739 0.00522643 0.00531806 0.08356705 0.00004136 0.00532373 0.00000437 0.00003135 0.00003667 0.00521787 0.00528341 0.00003352 0.00476645 0.00539786 0.00511366 0.00001491 0.00000000 0.00003042 0.00000340 0.00001356 0.00511846 0.07853052 0.00532233 0.00000194 0.00002491 0.00546334 0.00530356 0.00001624 0.00521593 0.00000437 0.00531836 0.00531399 0.00003850 0.07501443 0.00510238 0.00531772 0.00508005 0.00003278 0.00532414 0.00001720 0.00534708 0.00531622 0.00482979 0.00480093 0.00001598 0.00002450 0.00003461 0.00538598 0.00003793 0.00000460 0.00004421 0.00000436 0.00003841 0.00003458 0.00564598 0.00551629 0.00532753 0.00002894 0.00003555 0.00524463 0.00000415 0.00531325 0.00531754 0 0.00004116 0.00531481 0.00004259 0.00522902 0.05755118 0.00531162 0.00481222 0.00483554 0.00510943 0.00532309 0.15191846 0.00534698 0.00000096 0.00000048 0.00531723 0.00000870 0.00485620 0.00498969
F_22 0.00003720 0.00004075 0.00002400 0.00004772 0.00491827 0.00002307 0.00002286 0.00531375 0.00532302 0.00003612 0.00000925 0.00004084 0.07958812 0.00471510 0.00480667 0.00556615 0.00539774 0.00004762 0.00541308 0.00515620 0.00491132 0.00004760 0.00004156 0.00002428 0.07541727 0.15222921 0.00501798 0.00462622 0.00002329 0.00532316 0.00549670 0.00003969 0.00002713 0.00002523 0.00507422 0.00004133 0.00499340 0.00001204 0.00507199 0.00531826 0.00488512 0.00507063 0.00003921 0.00548757 0.00004074 0.00507428 0.00003663 0.00493265 0.00002635 0.00002257 0.00503165 0.00492210 0.00004404 0.00501527 0.00004798 0.00507477 0.00502179 0.00493155 0.00486494 0.00501737 0.08357110 0.00001017 0.00501676 0.00003897 0.00002857 0.00003513 0.00524238 0.00524254 0.00002921 0.00487775 0.00510222 0.00491917 0.00002382 0.00000000 0.00002229 0.00003865 0.00004620 0.00505128 0.07867815 0.00487063 0.00003572 0.00005409 0.00515641 0.00530295 0.00004817 0.00521733 0.00003921 0.00502277 0.00501754 0.00002745 0.07540293 0.00502626 0.00505202 0.00487528 0.00002872 0.00503249 0.00004816 0.00504423 0.00499388 0.00483947 0.00491104 0.00004844 0.00002581 0.00002426 0.00540889 0.00000689 0.00003963 0.00002011 0.00003888 0.00000902 0.00002302 0.00547094 0.00532205 0.00503645 0.00002572 0.00002473 0.00507088 0.00003940 0.00507541 0.00502061 0.00004116 0 0.00502133 0.00000925 0.00522872 0.05761330 0.00507607 0.00490297 0.00492058 0.00486874 0.00532297 0.15153223 0.00510154 0.00004126 0.00004074 0.00501756 0.00003856 0.00502896 0.00472728
s_1621 0.00530966 0.00530347 0.00530039 0.00532156 0.00560654 0.00531889 0.00531320 0.00478371 0.00478256 0.00503348 0.00502343 0.00531072 0.07904989 0.00550529 0.00556457 0.00503129 0.00497730 0.00532019 0.00501229 0.00000896 0.00559143 0.00531061 0.00530852 0.00530613 0.07623491 0.15212103 0.00568593 0.00516426 0.00530428 0.00495784 0.00509620 0.00531909 0.00530833 0.00531568 0.00000786 0.00532024 0.00000715 0.00502030 0.00000831 0.00478472 0.00556270 0.00000758 0.00531294 0.00447976 0.00530878 0.00000696 0.00530550 0.00560825 0.00531699 0.00531526 0.00577703 0.00532580 0.00530316 0.00575265 0.00532754 0.00000786 0.00005809 0.00561130 0.00534142 0.00001025 0.08287643 0.00501456 0.00001025 0.00531290 0.00530743 0.00532581 0.00570147 0.00492567 0.00531995 0.00559548 0.00000692 0.00533743 0.00530280 1.00000000 0.00502661 0.00531810 0.00531311 0.00566523 0.08081300 0.00000930 0.00530798 0.00531106 0.00000611 0.00478853 0.00532549 0.00499126 0.00530802 0.00000643 0.00000977 0.00531321 0.07624093 0.00572211 0.00001382 0.00533507 0.00531871 0.00003290 0.00532573 0.00000692 0.00001217 0.00559003 0.00560344 0.00531213 0.00532465 0.00531346 0.00498596 0.00500533 0.00531245 0.00502180 0.00530865 0.00501745 0.00530146 0.00520000 0.00492075 0.00000741 0.00532414 0.00530381 0.00547223 0.00531915 0.00000548 0.00000858 0.00531481 0.00502133 0 0.00502060 0.00570857 0.05552962 0.00000715 0.00557852 0.00561884 0.00532447 0.00478069 0.15166168 0.00000811 0.00530948 0.00530794 0.00001098 0.00529169 0.00559890 0.00000811
G_6 0.00003864 0.00004219 0.00002569 0.00004891 0.00489577 0.00002546 0.00002522 0.00532561 0.00532569 0.00004020 0.00001479 0.00004202 0.07958921 0.00471354 0.00482918 0.00556244 0.00540349 0.00004904 0.00540863 0.00515590 0.00488671 0.00004901 0.00004275 0.00002715 0.07535626 0.15224975 0.00500148 0.00462278 0.00002473 0.00540381 0.00549629 0.00004112 0.00002895 0.00002761 0.00507306 0.00004252 0.00499236 0.00001063 0.00507203 0.00531748 0.00486567 0.00507063 0.00004040 0.00549198 0.00004217 0.00507312 0.00003779 0.00491376 0.00002804 0.00002448 0.00501621 0.00486343 0.00004596 0.00499805 0.00005014 0.00507347 0.00503573 0.00491329 0.00486301 0.00501758 0.08371077 0.00000715 0.00501724 0.00003991 0.00003070 0.00003659 0.00524122 0.00524299 0.00003161 0.00487072 0.00510092 0.00478281 0.00002448 0.00000000 0.00002420 0.00003984 0.00004689 0.00503344 0.07879303 0.00486990 0.00003667 0.00005602 0.00515736 0.00532048 0.00004910 0.00521741 0.00004040 0.00502018 0.00501833 0.00002934 0.07534807 0.00501041 0.00505202 0.00479197 0.00003181 0.00497314 0.00004934 0.00504364 0.00499483 0.00483448 0.00488940 0.00004960 0.00002747 0.00002694 0.00538107 0.00000878 0.00004031 0.00002056 0.00004007 0.00000970 0.00002495 0.00550209 0.00552952 0.00503569 0.00002543 0.00002691 0.00507121 0.00004061 0.00507446 0.00502099 0.00004259 0.00000925 0.00502060 0 0.00522248 0.05762185 0.00507559 0.00490796 0.00494815 0.00487162 0.00532583 0.15130406 0.00510141 0.00004243 0.00004242 0.00501717 0.00004117 0.00501403 0.00470970
F_30 0.00524105 0.00523780 0.00522488 0.00525007 0.00531883 0.00522266 0.00522525 0.00565807 0.00566893 0.00518919 0.00521955 0.00523836 0.08068697 0.00527748 0.00536705 0.00553948 0.00537880 0.00522182 0.00554738 0.00578342 0.00533504 0.00523687 0.00523795 0.00522067 0.07645888 0.15147205 0.00528285 0.00522385 0.00521486 0.00558843 0.00539555 0.00524256 0.00523387 0.00522193 0.00569909 0.00524080 0.00570089 0.00522740 0.00574935 0.00564132 0.00533149 0.00575457 0.00524525 0.00546152 0.00523671 0.00571569 0.00522253 0.00535712 0.00522686 0.00522842 0.00528921 0.00530914 0.00519745 0.00528381 0.00525465 0.00570269 0.00563239 0.00536064 0.00530405 0.00570314 0.08449460 0.00522436 0.00570601 0.00524383 0.00523213 0.00521569 0.00484259 0.00533377 0.00523418 0.00531405 0.00573405 0.00530901 0.00522718 0.00000000 0.00521997 0.00524246 0.00524681 0.00528570 0.07907539 0.00545702 0.00524214 0.00525154 0.00578183 0.00564402 0.00525042 0.00533244 0.00524601 0.00570135 0.00570425 0.00522814 0.07649277 0.00528348 0.00570445 0.00526489 0.00522931 0.00572673 0.00524785 0.00573175 0.00570664 0.00536086 0.00533214 0.00524135 0.00522360 0.00521931 0.00556065 0.00518573 0.00523730 0.00521699 0.00524212 0.00522039 0.00521644 0.00550565 0.00558682 0.00572443 0.00522014 0.00522271 0.00524087 0.00525583 0.00570056 0.00570431 0.00522902 0.00522872 0.00570857 0.00522248 0 0.05774750 0.00570304 0.00537023 0.00537828 0.00527228 0.00566877 0.15189437 0.00573135 0.00523109 0.00523685 0.00570486 0.00521200 0.00538345 0.00528553
s_1628 0.05765193 0.05749777 0.05452305 0.05757801 0.05677819 0.05765248 0.05765149 0.05682252 0.05679163 0.05349635 0.05751163 0.05757448 0.00002470 0.06439184 0.06075695 0.05891835 0.05740305 0.06461928 0.05823998 0.05512761 0.05776726 0.05758004 0.05748036 0.05769399 0.06141406 0.13799024 0.05739358 0.05534850 0.05450758 0.05678453 0.05769743 0.06441989 0.05832785 0.05441814 0.06188439 0.05759180 0.06122217 0.05760712 0.04068569 0.05660655 0.05577179 0.03870753 0.05757749 0.05760437 0.05756293 0.05754694 0.05768162 0.05618080 0.05832664 0.05766152 0.05699358 0.05537610 0.06347940 0.05747577 0.05757936 0.05560041 0.05482403 0.05601814 0.05487857 0.06142422 0.00003030 0.05770921 0.06238081 0.05757728 0.05833334 0.05442039 0.05856738 0.05674412 0.05829584 0.05576530 0.05539700 0.05491338 0.05766795 1.00000000 0.85413290 0.06441617 0.05763861 0.05709380 0.00002514 0.06525392 0.06441907 0.05729873 0.03722323 0.05672645 0.05759783 0.05733273 0.05757749 0.06152069 0.05901680 0.05452664 0.06144365 0.05728259 0.06189977 0.05782065 0.05828383 0.06122854 0.05766345 0.05682074 0.06367566 0.05931066 0.05635520 0.05752215 0.05837547 0.05452819 0.05732122 0.05730643 0.05757749 0.05342655 0.05755990 0.05736882 0.05451214 0.05956731 0.05665381 0.05306401 0.05440896 0.05451134 0.05546588 0.05680905 0.05881470 0.06422947 0.05755118 0.05761330 0.05552962 0.05762185 0.05774750 0 0.06340732 0.05511835 17.74721190 0.05559346 0.05682019 0.13761163 0.05502622 0.05750818 0.05750968 0.06170176 0.05782980 0.05642516 0.05130993
s_1685 0.00536568 0.00535971 0.00535669 0.00538130 0.00561195 0.00537723 0.00537073 0.00478633 0.00478007 0.00509067 0.00507837 0.00536040 0.07924804 0.00548732 0.00557193 0.00503315 0.00497415 0.00530073 0.00501595 0.00000996 0.00558940 0.00530796 0.00536544 0.00535840 0.07602309 0.15211604 0.00574372 0.00496747 0.00536113 0.00488366 0.00509181 0.00528776 0.00536230 0.00537751 0.00000691 0.00540215 0.00000500 0.00507444 0.00000489 0.00470201 0.00556257 0.00000611 0.00537265 0.00447192 0.00535842 0.00000337 0.00535836 0.00561392 0.00539050 0.00536727 0.00577118 0.00532936 0.00522940 0.00574312 0.00538743 0.00000572 0.00005784 0.00561695 0.00534490 0.00000833 0.08293693 0.00506937 0.00000858 0.00528894 0.00536021 0.00538130 0.00569797 0.00492167 0.00537297 0.00559848 0.00000549 0.00534272 0.00536394 1.00000000 0.00508217 0.00528678 0.00537330 0.00572467 0.07751191 0.00000554 0.00530620 0.00536018 0.00000416 0.00479100 0.00538478 0.00498455 0.00536722 0.00000286 0.00000524 0.00536964 0.07602994 0.00580307 0.00001239 0.00533760 0.00537126 0.00003170 0.00538157 0.00000454 0.00001072 0.00559613 0.00560659 0.00530943 0.00537769 0.00536998 0.00498091 0.00507272 0.00537205 0.00508149 0.00536672 0.00507219 0.00535840 0.00518973 0.00484744 0.00000478 0.00538576 0.00536111 0.00547415 0.00529285 0.00000405 0.00000524 0.00531162 0.00507607 0.00000715 0.00507559 0.00570304 0.06340732 0 0.00553657 0.00555762 0.00532360 0.00479043 0.15163223 0.00000502 0.00536725 0.00538815 0.00000905 0.00534346 0.00548539 0.00000764
s_1651 0.00485195 0.00478749 0.00466762 0.00481960 0.00001115 0.00478260 0.00478468 0.00560182 0.00560510 0.00457913 0.00493935 0.00481782 0.07441943 0.00006871 0.00002576 0.00545798 0.00549408 0.00482122 0.00474767 0.00561127 0.00001096 0.00481778 0.00481241 0.00478081 0.07573430 0.15169275 0.00520694 0.00006772 0.00466706 0.00548267 0.00551242 0.00484848 0.00479401 0.00462179 0.00554122 0.00481579 0.00554184 0.00490611 0.00557802 0.00560974 0.00000072 0.00556566 0.00482290 0.00564785 0.00481692 0.00553444 0.00478331 0.00000988 0.00480104 0.00478389 0.00523416 0.00083285 0.00472933 0.00521348 0.00482328 0.00557797 0.00557474 0.00001302 0.00081697 0.00554506 0.08066351 0.00490039 0.00553802 0.00485035 0.00477030 0.00457669 0.00500498 0.00545438 0.00482227 0.00001085 0.00557950 0.00081717 0.00478709 1.00000000 0.00471174 0.00484462 0.00482475 0.00529228 0.07650778 0.00554070 0.00482014 0.00483881 0.00556822 0.00560142 0.00481914 0.00546199 0.00485030 0.00554768 0.00553350 0.00469856 0.07585885 0.00521169 0.00555022 0.00087963 0.00481867 0.00554977 0.00482142 0.00553917 0.00553450 0.00002514 0.00001051 0.00482021 0.00482001 0.00469812 0.00547349 0.00488841 0.00482154 0.00468531 0.00484825 0.00489303 0.00469470 0.00549473 0.00548272 0.00553679 0.00457948 0.00466665 0.00085352 0.00480822 0.00554127 0.00553484 0.00481222 0.00490297 0.00557852 0.00490796 0.00537023 0.05511835 0.00553657 0 0.00004446 0.00080146 0.00560191 0.14735501 0.00554024 0.00481572 0.00481584 0.00554116 0.00480296 0.00008994 0.00514789
s_1642 0.00483708 0.00480114 0.00473448 0.00485459 0.00005344 0.00482952 0.00479673 0.00563453 0.00563476 0.00466040 0.00492062 0.00483638 0.07575160 0.00010810 0.00006216 0.00575003 0.00552841 0.00488166 0.00468663 0.00561785 0.00005143 0.00483460 0.00483309 0.00479722 0.07532744 0.15203901 0.00526691 0.00011477 0.00473239 0.00552045 0.00554804 0.00488913 0.00485206 0.00471705 0.00556285 0.00483493 0.00556351 0.00492915 0.00557014 0.00564404 0.00005152 0.00555771 0.00483381 0.00565262 0.00483518 0.00555822 0.00479860 0.00005094 0.00485562 0.00479840 0.00530702 0.00088240 0.00482573 0.00527434 0.00485353 0.00561905 0.00560893 0.00005384 0.00086536 0.00556536 0.08247094 0.00492068 0.00555870 0.00483064 0.00482264 0.00474496 0.00499863 0.00542168 0.00485836 0.00005126 0.00561912 0.00086419 0.00480054 1.00000000 0.00478266 0.00489986 0.00483601 0.00528348 0.07748689 0.00556360 0.00489356 0.00480562 0.00556054 0.00563628 0.00485070 0.00548070 0.00489304 0.00557006 0.00555558 0.00473853 0.07547163 0.00526678 0.00557198 0.00090794 0.00485905 0.00557318 0.00485315 0.00556212 0.00555457 0.00006121 0.00005282 0.00483506 0.00482346 0.00473907 0.00553079 0.00490943 0.00483348 0.00478337 0.00489030 0.00491251 0.00473388 0.00576808 0.00552028 0.00556055 0.00466866 0.00473231 0.00090283 0.00483014 0.00556296 0.00555629 0.00483554 0.00492058 0.00561884 0.00494815 0.00537828 17.74721190 0.00555762 0.00004446 0 0.00084843 0.00563376 0.15011834 0.00556387 0.00483328 0.00483358 0.00556149 0.00479370 0.00001850 0.00515620
G_3 0.00511955 0.00507186 0.00500124 0.00512819 0.00076581 0.00522821 0.00522621 0.00565843 0.00565947 0.00464786 0.00487427 0.00513131 0.07615929 0.00080891 0.00082371 0.00578741 0.00555832 0.00513400 0.00562866 0.00535830 0.00078485 0.00503202 0.00513359 0.00516086 0.07406870 0.15173058 0.00538536 0.00084892 0.00500825 0.00545913 0.00563449 0.00513272 0.00520237 0.00500449 0.00532470 0.00513556 0.00531378 0.00487254 0.00534958 0.00566142 0.00081995 0.00534846 0.00513415 0.00574371 0.00504282 0.00532437 0.00514798 0.00073616 0.00526221 0.00515900 0.00542581 0.00003208 0.00503077 0.00538958 0.00513187 0.00532097 0.00530596 0.00073706 0.00002758 0.00531675 0.08057565 0.00487031 0.00531596 0.00504990 0.00520754 0.00501310 0.00488512 0.00548336 0.00520838 0.00075217 0.00532582 0.00002733 0.00522603 0.00000000 0.00473258 0.00511132 0.00511814 0.00541674 0.07522641 0.00509312 0.00504061 0.00513131 0.00534711 0.00565402 0.00512756 0.00544475 0.00516386 0.00532406 0.00532437 0.00500435 0.07407756 0.00539318 0.00532771 0.00007118 0.00521699 0.00533242 0.00512580 0.00532591 0.00531723 0.00080225 0.00076482 0.00511407 0.00521092 0.00500606 0.00553827 0.00486894 0.00503739 0.00468515 0.00504036 0.00487071 0.00500461 0.00586873 0.00560554 0.00532483 0.00497622 0.00501291 0.00003568 0.00503744 0.00532395 0.00532432 0.00510943 0.00486874 0.00532447 0.00487162 0.00527228 0.05559346 0.00532360 0.00080146 0.00084843 0 0.00565731 0.15015858 0.00532475 0.00512254 0.00504406 0.00531669 0.00513740 0.00086444 0.00488899
F_33 0.00533140 0.00533110 0.00532088 0.00534102 0.00558849 0.00531599 0.00531693 0.00000052 0.00000052 0.00526212 0.00531918 0.00532907 0.08230512 0.00552071 0.00559965 0.00468301 0.00494077 0.00528181 0.00494271 0.00482242 0.00559134 0.00533129 0.00532842 0.00532055 0.07556141 0.15191453 0.00542517 0.00545155 0.00530972 0.00342754 0.00497869 0.00533134 0.00531711 0.00531712 0.00477690 0.00533061 0.00477323 0.00532241 0.00480049 0.00002724 0.00556695 0.00481035 0.00532987 0.00481384 0.00532858 0.00479438 0.00531301 0.00559336 0.00531353 0.00531991 0.00543647 0.00566862 0.00527475 0.00542654 0.00533456 0.00477672 0.00478996 0.00559550 0.00566294 0.00477572 0.08468098 0.00531822 0.00478566 0.00533149 0.00531510 0.00531487 0.00552236 0.00488288 0.00532699 0.00558434 0.00476034 0.00566018 0.00531968 0.00000000 0.00531804 0.00533233 0.00533864 0.00545962 0.07991241 0.00458651 0.00532700 0.00532275 0.00480267 0.00000078 0.00533960 0.00490532 0.00533108 0.00477949 0.00478191 0.00531962 0.07557209 0.00542125 0.00478344 0.00565041 0.00532300 0.00478307 0.00534060 0.00478120 0.00478464 0.00559644 0.00558903 0.00533389 0.00531397 0.00531231 0.00493954 0.00527130 0.00532302 0.00531582 0.00533166 0.00531022 0.00530937 0.00512773 0.00342774 0.00476994 0.00530821 0.00531771 0.00567343 0.00533029 0.00477901 0.00478194 0.00532309 0.00532297 0.00478069 0.00532583 0.00566877 0.05682019 0.00479043 0.00560191 0.00563376 0.00565731 0 0.15221099 0.00478590 0.00532203 0.00533001 0.00477837 0.00530687 0.00561462 0.00442522
F_50 0.15237192 0.15240995 0.15200075 0.15237326 0.14861180 0.15193225 0.15195271 0.15213186 0.15213192 0.15114291 0.15138306 0.15242026 0.15145383 0.14839915 0.14744818 0.15161337 0.15150020 0.15129219 0.15079947 0.15179000 0.14892290 0.15192142 0.15248849 0.15196393 0.15122324 0.00467947 0.15049225 0.14540616 0.15154832 0.15031619 0.15167473 0.15249959 0.15219274 0.15192313 0.15165339 0.15247440 0.15156404 0.15130716 0.15163408 0.15148547 0.14866005 0.15163359 0.15250194 0.15175568 0.15237401 0.15189850 0.15165268 0.14828911 0.15212526 0.15217352 0.15072915 0.15063244 0.14919747 0.15090851 0.15235008 0.15166363 0.15160412 0.14811123 0.15065162 0.15158252 0.15350383 0.15134886 0.15160150 0.15249138 0.15199653 0.15244946 0.15250401 0.15190479 0.15217909 0.14801148 0.15167413 0.15063467 0.15193181 0.00000000 0.15130213 0.15249896 0.15235662 0.15105909 0.14478697 0.14525435 0.15231045 0.15231123 0.15164335 0.15174204 0.15235540 0.15201714 0.15249459 0.15165005 0.15166055 0.15213514 0.15147565 0.15083399 0.15165458 0.15023869 0.15197293 0.15097746 0.15235540 0.15161918 0.15159489 0.14834407 0.14869700 0.15187435 0.15188999 0.15169487 0.15123653 0.14913483 0.15207573 0.15110356 0.15242635 0.15117324 0.15203286 0.15173719 0.15031619 0.15161572 0.15163400 0.15198205 0.15056593 0.15235346 0.15162769 0.15164719 0.15191846 0.15153223 0.15166168 0.15130406 0.15189437 0.13761163 0.15163223 0.14735501 0.15011834 0.15015858 0.15221099 0 0.15164581 0.15200190 0.15235564 0.15158440 0.15184619 0.14896683 0.14312746
s_1675 0.00538835 0.00539664 0.00538611 0.00540476 0.00561631 0.00540843 0.00540156 0.00478521 0.00478092 0.00512073 0.00510633 0.00541438 0.07903903 0.00549358 0.00557792 0.00503275 0.00500407 0.00531267 0.00499611 0.00001071 0.00559424 0.00533167 0.00540230 0.00538845 0.07603752 0.15210385 0.00577605 0.00497139 0.00539199 0.00491165 0.00509976 0.00531082 0.00539045 0.00540856 0.00000501 0.00543683 0.00000334 0.00510171 0.00000539 0.00476346 0.00556733 0.00000662 0.00539538 0.00449710 0.00541169 0.00000433 0.00538854 0.00561943 0.00539848 0.00539685 0.00581822 0.00533089 0.00522879 0.00577651 0.00540986 0.00000405 0.00005659 0.00562001 0.00534616 0.00000836 0.08275739 0.00509444 0.00000812 0.00531128 0.00539048 0.00541381 0.00569709 0.00498233 0.00540093 0.00560182 0.00000525 0.00534041 0.00539469 1.00000000 0.00511034 0.00530983 0.00539553 0.00577449 0.07730301 0.00001042 0.00532934 0.00538369 0.00000465 0.00478966 0.00540826 0.00501949 0.00539064 0.00000406 0.00000693 0.00539798 0.07604578 0.00579132 0.00001028 0.00535020 0.00540102 0.00003035 0.00540485 0.00000406 0.00000813 0.00560072 0.00561091 0.00533319 0.00540664 0.00539833 0.00500905 0.00509675 0.00539478 0.00510979 0.00538941 0.00509983 0.00538890 0.00521921 0.00486867 0.00000287 0.00541681 0.00539184 0.00547380 0.00531604 0.00000382 0.00000837 0.00534698 0.00510154 0.00000811 0.00510141 0.00573135 0.05502622 0.00000502 0.00554024 0.00556387 0.00532475 0.00478590 0.15164581 0 0.00540411 0.00542516 0.00000836 0.00537270 0.00548793 0.00000719
s_1668 0.00000242 0.00000048 0.00003391 0.00001602 0.00481038 0.00001914 0.00001890 0.00531903 0.00532229 0.00005893 0.00005257 0.00000072 0.07955074 0.00472794 0.00482583 0.00551703 0.00542099 0.00000632 0.00542051 0.00543697 0.00479951 0.00001647 0.00000216 0.00002819 0.07517254 0.15238883 0.00508913 0.00470735 0.00003416 0.00557354 0.00550435 0.00000509 0.00002996 0.00004533 0.00536020 0.00000096 0.00537603 0.00004807 0.00543668 0.00530246 0.00480710 0.00547061 0.00000436 0.00545570 0.00000241 0.00541568 0.00000508 0.00482907 0.00001840 0.00002698 0.00510696 0.00520579 0.00000926 0.00508713 0.00001726 0.00536186 0.00528791 0.00483031 0.00523709 0.00537751 0.08346185 0.00004121 0.00538129 0.00000412 0.00003066 0.00003689 0.00522060 0.00529021 0.00003283 0.00477531 0.00539435 0.00520909 0.00001518 0.00000000 0.00003247 0.00000291 0.00001406 0.00511328 0.07841040 0.00538889 0.00000194 0.00002468 0.00545763 0.00530250 0.00001601 0.00522452 0.00000437 0.00537595 0.00536965 0.00003907 0.07516964 0.00509648 0.00537128 0.00517406 0.00003257 0.00539388 0.00001648 0.00540491 0.00537560 0.00483027 0.00479995 0.00001625 0.00002405 0.00003469 0.00538397 0.00003776 0.00000436 0.00004628 0.00000485 0.00003824 0.00003465 0.00562239 0.00551578 0.00538347 0.00003099 0.00003538 0.00537578 0.00000537 0.00536924 0.00537322 0.00000096 0.00004126 0.00530948 0.00004243 0.00523109 0.05750818 0.00536725 0.00481572 0.00483328 0.00512254 0.00532203 0.15200190 0.00540411 0 0.00000120 0.00537668 0.00000847 0.00485458 0.00496779
