s_129	G_20	s_163	s_133	s_194	s_252	s_201	s_245	s_228	s_142	s_158	G_18	s_205	s_172	s_222	s_145	s_248	s_226	s_231	G_31	s_168	G_22	s_215	s_135	s_138	s_199	s_240	s_224	G_33	s_153	s_208	s_219	s_181	s_151	s_237	s_196	s_183	s_164	s_178	G_2	s_213	G_27	s_136	s_246	G_14	s_241	G_10	s_182	s_156	G_5	s_144	s_192	G_16	s_239	s_243	s_220	s_203	s_250	s_187	G_25	s_184	s_154	G_21	s_131	s_124	s_159	s_254	s_233	s_209	G_28	s_166	s_188	G_19	s_216	G_17	s_229	s_195	s_128	s_123	s_160	s_174	G_9	G_12	s_218	G_4	s_202	s_253	s_225	s_167	s_132	s_127	s_212	s_227	s_214	s_134	s_148	s_198	s_249	s_221	s_191	s_162	s_185	G_32	s_171	s_149	s_143	s_126	s_150	s_197	s_236	s_179	G_36	G_34	s_152	s_137	s_244	G_23	s_169	s_247	s_177	s_176	s_223	s_146	s_140	G_7	s_147	s_230	s_207	s_180	G_8	s_234	G_35	s_170	s_242	s_165	G_1	s_125	G_26	G_11	s_204	s_139	G_15	s_155	s_200	s_217	s_251	s_130	s_175	s_255	G_6	s_141	G_30	G_29	s_173	s_235	G_3	s_211	s_206	s_210	s_232	s_157	s_186	s_190	G_24	s_161	s_238	G_13
s_155 0.00004392 0.01858737 0.00076994 0.01867637 0.00073289 0.01796004 0.01788346 0.00003766 0.01789086 0.00003594 0.00003494 0.01829505 0.01815435 0.00003972 0.00002275 0.00004255 0.01843570 0.01984071 0.01895100 0.01782231 0.01791556 0.01820968 0.01951927 0.01898060 0.01981223 0.01823456 0.01815075 0.00078785 0.01785554 0.01793040 0.01813360 0.00003739 0.01937527 0.00001656 0.01948639 0.01864613 0.01792149 0.01793853 0.01788673 0.01841286 0.01789823 0.01784500 0.01941542 0.00004956 0.01799778 0.01930922 0.01936741 0.01861820 0.00001524 0.01789637 0.00002946 0.00071548 0.01807606 0.01956983 0.01816499 0.00004008 0.01948956 0.01795063 0.01748300 0.01833221 0.00002446 0.00003181 0.01791474 0.00004551 0.00004718 0.00002248 0.01765297 0.01755478 0.01932098 0.01821394 0.01795025 0.01845272 0.01801104 0.00004684 0.01783127 0.00002406 0.01865490 0.01813529 0.00002545 0.00078755 0.00003367 0.01779572 0.01803831 0.01976519 0.01785112 0.01792267 0.01765719 0.01794040 0.01789566 0.01814646 0.00003853 0.01786992 0.01794559 0.01786952 0.02042303 0.00004926 0.01888279 0.01850941 0.01788538 0.01789589 0.00076481 0.00003183 0.01796711 0.00002860 0.01808417 0.00003817 0.00003610 0.01703254 0.01862385 0.01864403 0.01746097 0.01824261 0.01813824 0.00002995 0.01942932 0.01825918 0.01781326 0.01791624 0.00004615 0.01788721 0.00007219 0.00002524 0.00003017 0.00004578 0.01778915 0.00004916 0.01626582 0.01816915 0.01867713 0.01834455 0.01874008 0.01830859 0.01791622 0.00003313 0.01796219 0.01835319 0.00004764 0.01779079 0.01837007 0.01956301 0.01981961 0.01786320 0 0.01846592 0.01938754 0.01850470 0.00004842 0.00003762 0.01881684 0.01834070 0.00005354 0.01785595 0.01780767 0.00003867 0.01956037 0.01936796 0.02041101 0.01812420 0.01927275 0.01789081 0.00002436 0.01790093 0.01788564 0.01797647 0.00077847 0.01783647 0.01786635
s_200 0.01847562 0.01860729 0.01806534 0.01786986 0.01672328 0.01730425 0.01829789 0.01860757 0.01826999 0.01825468 0.01846985 0.01856291 0.00865006 0.01846864 0.01861000 0.01845294 0.01939001 0.01207294 0.00527923 0.01827127 0.01816686 0.01853832 0.01981458 0.01757648 0.00279575 0.00002104 0.00860463 0.01830074 0.01829459 0.01809853 0.00865384 0.01861233 0.01873755 0.01848358 0.01981198 0.01840687 0.01817284 0.01816471 0.01817744 0.01817432 0.01828490 0.01826372 0.01161743 0.01860777 0.01826774 0.01159534 0.01971479 0.01849113 0.01847176 0.01837887 0.01846166 0.01690498 0.01835995 0.01982651 0.00000216 0.01861045 0.01982492 0.01827345 0.01750453 0.01852686 0.01845890 0.01844139 0.01829684 0.01848769 0.01847554 0.01919819 0.01745842 0.01783371 0.01159022 0.01855049 0.01817688 0.01546504 0.01827791 0.01862732 0.01826119 0.01847319 0.01836428 0.01727245 0.01848647 0.01807598 0.01845976 0.01831357 0.01828018 0.00266447 0.01832379 0.01826725 0.01746323 0.01830689 0.01814745 0.01730288 0.01847299 0.01829043 0.01830749 0.01829646 0.01976237 0.01846566 0.01813498 0.01940222 0.01809697 0.01815821 0.01806893 0.01849022 0.01824847 0.01831936 0.01781447 0.01846302 0.01771668 0.01734272 0.01839439 0.01838900 0.01764285 0.01860342 0.01851594 0.01846224 0.01158492 0.00002163 0.01830215 0.01817176 0.01861680 0.01814943 0.01961039 0.01861204 0.01846152 0.01847576 0.01828339 0.01845037 0.01813724 0.00860579 0.01833882 0.01855064 0.01850439 0.01870469 0.01815895 0.01859481 0.01816313 0.01822232 0.01846808 0.01825594 0.01787842 0.01985053 0.00288316 0.01830582 0.01846592 0 0.01157427 0.01938049 0.01848487 0.01844242 0.01716630 0.01848168 0.01847209 0.01832429 0.01827646 0.01846038 0.01721043 0.01963606 0.01992280 0.00865883 0.01158104 0.01825058 0.01846821 0.01821366 0.01816129 0.01827629 0.01807348 0.01813283 0.01831716
s_217 0.01951713 0.01936898 0.01935599 0.01878055 0.01879133 0.01796699 0.01860086 0.01952916 0.01862750 0.01920242 0.01940749 0.01886234 0.00815856 0.01940724 0.01945632 0.01950451 0.01988415 0.00000309 0.01102179 0.01869613 0.01862992 0.01892463 0.02022905 0.01828803 0.01224600 0.01109827 0.00813720 0.01938177 0.01874739 0.01861861 0.00816243 0.01953434 0.01802502 0.01941622 0.02028747 0.01876298 0.01863252 0.01865772 0.01854775 0.01874857 0.01860332 0.01867737 0.00000212 0.01953172 0.01869087 0.01061805 0.01912464 0.01854418 0.01939321 0.01873767 0.01948708 0.01878952 0.01877724 0.02032911 0.01167590 0.01952415 0.02022571 0.01861586 0.01726354 0.01885025 0.01940141 0.01937045 0.01875813 0.01950901 0.01948204 0.01985984 0.01769011 0.01743711 0.01062429 0.01883648 0.01853077 0.01693944 0.01868072 0.01950293 0.01870890 0.01923748 0.01907864 0.01833189 0.01948915 0.01933635 0.01940240 0.01874607 0.01869137 0.01223078 0.01876739 0.01865371 0.01764373 0.01864241 0.01865599 0.01841291 0.01951530 0.01861500 0.01866879 0.01860671 0.02052942 0.01948740 0.01873615 0.01992467 0.01701100 0.01864103 0.01933624 0.01940775 0.01870684 0.01925089 0.01766237 0.01945343 0.01883454 0.01658057 0.01872384 0.01867146 0.01745361 0.01894665 0.01879029 0.01937979 0.00001644 0.01118267 0.01871194 0.01865053 0.01949080 0.01864549 0.02041072 0.01942108 0.01950328 0.01951134 0.01868486 0.01948601 0.01908650 0.00814716 0.01732534 0.01874956 0.01741943 0.01892184 0.01858053 0.01951278 0.01865052 0.01862865 0.01943887 0.01864166 0.01860710 0.02023727 0.01227071 0.01877235 0.01938754 0.01157427 0 0.01990704 0.01949640 0.01936440 0.01769327 0.01883250 0.01950826 0.01869575 0.01868540 0.01942862 0.01910140 0.01904880 0.02086801 0.00816865 0.01062448 0.01856781 0.01935610 0.01859984 0.01858791 0.01864507 0.01936842 0.01824973 0.01871273
s_251 0.01871264 0.01942892 0.01849307 0.01948660 0.01729522 0.01882253 0.01878294 0.01874498 0.01876031 0.01838833 0.01842975 0.01879499 0.01910651 0.01850246 0.01856854 0.01871166 0.00001093 0.02049489 0.02003259 0.01872967 0.01874941 0.01867345 0.01990702 0.01856611 0.02039052 0.01910038 0.01910926 0.01852583 0.01868550 0.01889434 0.01911534 0.01869273 0.02067541 0.01850167 0.01991943 0.01900757 0.01880098 0.01886116 0.01878589 0.01903519 0.01866385 0.01872392 0.01989219 0.01878860 0.01891066 0.01966278 0.01998385 0.01938659 0.01850595 0.01877132 0.01875281 0.01728149 0.01885721 0.01998454 0.01911327 0.01870541 0.01977260 0.01890258 0.01860862 0.01880588 0.01847253 0.01849253 0.01877739 0.01870791 0.01869583 0.01896704 0.01861953 0.01877682 0.01972078 0.01859595 0.01891302 0.01803390 0.01886286 0.01871908 0.01870896 0.01827044 0.01901244 0.01897931 0.01876017 0.01850549 0.01850074 0.01873307 0.01880091 0.02039140 0.01868555 0.01879945 0.01859208 0.01890221 0.01880579 0.01901412 0.01875427 0.01874726 0.01890458 0.01878305 0.02040050 0.01874555 0.01871247 0.00005609 0.01955597 0.01874652 0.01851845 0.01848622 0.01886808 0.01836969 0.01948060 0.01875490 0.01817981 0.01896191 0.01900606 0.01900776 0.01863874 0.01872501 0.01856219 0.01844982 0.01990683 0.01913164 0.01864557 0.01874976 0.01869710 0.01878417 0.01917617 0.01847965 0.01873872 0.01872936 0.01874270 0.01873410 0.01879068 0.01909328 0.01986588 0.01878108 0.01986602 0.01872199 0.01878860 0.01875042 0.01886811 0.01896668 0.01872736 0.01870901 0.01887509 0.01992422 0.02042797 0.01871192 0.01850470 0.01938049 0.01990704 0 0.01868767 0.01850983 0.01961321 0.01877254 0.01872029 0.01859210 0.01878200 0.01849732 0.01933590 0.01995346 0.02101647 0.01910137 0.01968560 0.01874226 0.01851493 0.01878658 0.01879193 0.01880921 0.01848656 0.01866062 0.01869815
s_130 0.00002381 0.01868735 0.00047687 0.01860060 0.00073977 0.01795008 0.01794705 0.00003278 0.01796700 0.00002484 0.00005028 0.01829962 0.01814450 0.00004022 0.00004501 0.00002008 0.01875536 0.01996256 0.01913678 0.01789054 0.01796741 0.01830326 0.01957850 0.01887704 0.01974059 0.01822819 0.01814241 0.00048332 0.01794553 0.01795047 0.01812372 0.00003304 0.01952891 0.00004124 0.01954646 0.01863404 0.01797358 0.01797586 0.01795145 0.01845261 0.01796237 0.01789020 0.01948752 0.00002829 0.01807081 0.01936816 0.01938752 0.01862557 0.00004629 0.01795438 0.00002540 0.00072798 0.01814717 0.01961605 0.01817821 0.00002043 0.01959330 0.01795816 0.01750823 0.01835968 0.00005727 0.00006253 0.01792842 0.00002591 0.00002326 0.00008277 0.01769832 0.01758218 0.01942669 0.01827624 0.01795745 0.01847612 0.01812936 0.00002525 0.01792308 0.00005426 0.01864190 0.01809943 0.00001428 0.00047229 0.00004288 0.01791580 0.01809395 0.01972763 0.01794923 0.01797639 0.01771978 0.01795785 0.01795685 0.01811187 0.00003882 0.01796147 0.01795410 0.01795565 0.02050180 0.00001876 0.01889274 0.01882395 0.01813141 0.01796241 0.00047956 0.00005834 0.01805881 0.00006079 0.01815933 0.00004654 0.00004534 0.01723313 0.01861444 0.01863463 0.01754393 0.01833665 0.01821673 0.00003649 0.01948859 0.01827125 0.01785909 0.01796803 0.00002987 0.01794411 0.00010164 0.00004632 0.00002959 0.00002909 0.01789077 0.00002616 0.01621780 0.01815926 0.01881484 0.01838591 0.01886141 0.01837506 0.01797922 0.00002089 0.01797268 0.01840299 0.00001930 0.01785865 0.01839030 0.01962321 0.01973913 0.01789762 0.00004842 0.01848487 0.01949640 0.01868767 0 0.00006259 0.01885100 0.01837097 0.00002617 0.01794481 0.01790180 0.00004182 0.01951339 0.01942485 0.02030449 0.01811555 0.01934074 0.01795670 0.00004806 0.01794918 0.01795016 0.01805092 0.00049596 0.01790991 0.01791989
s_175 0.00002983 0.01859069 0.00078263 0.01870860 0.00072283 0.01799017 0.01791531 0.00002839 0.01792382 0.00004094 0.00002631 0.01828421 0.01816327 0.00002995 0.00003490 0.00003778 0.01844087 0.01986934 0.01896634 0.01782359 0.01800593 0.01823491 0.01954332 0.01899120 0.01984717 0.01822766 0.01815930 0.00078777 0.01787956 0.01799851 0.01814251 0.00003079 0.01939580 0.00002917 0.01951049 0.01865382 0.01795327 0.01803859 0.01791968 0.01844132 0.01793005 0.01785259 0.01939294 0.00003555 0.01802396 0.01929967 0.01935394 0.01864377 0.00003394 0.01790183 0.00004408 0.00072115 0.01809444 0.01959446 0.01814988 0.00004521 0.01951394 0.01798431 0.01751068 0.01832834 0.00002417 0.00002839 0.01789907 0.00005009 0.00004803 0.00002801 0.01764039 0.01758242 0.01929896 0.01822971 0.01798536 0.01845098 0.01804282 0.00004449 0.01782819 0.00004266 0.01864824 0.01816106 0.00002785 0.00078838 0.00002286 0.01780845 0.01804627 0.01980677 0.01787842 0.01793703 0.01764428 0.01797346 0.01795562 0.01817292 0.00003378 0.01791942 0.01797859 0.01790256 0.02042684 0.00004374 0.01885095 0.01851483 0.01794879 0.01792945 0.00077698 0.00003836 0.01800025 0.00004556 0.01818259 0.00003371 0.00003279 0.01704563 0.01863159 0.01865292 0.01748448 0.01828686 0.01818302 0.00004033 0.01945028 0.01825222 0.01780897 0.01800780 0.00003637 0.01790303 0.00006422 0.00005132 0.00003577 0.00004610 0.01780995 0.00004201 0.01630990 0.01817805 0.01869318 0.01837117 0.01875672 0.01834485 0.01792929 0.00004614 0.01804482 0.01835859 0.00004584 0.01780104 0.01839671 0.01958701 0.01985524 0.01788867 0.00003762 0.01844242 0.01936440 0.01850983 0.00006259 0 0.01880398 0.01836776 0.00004352 0.01789410 0.01785075 0.00002153 0.01957080 0.01936137 0.02042065 0.01813257 0.01926319 0.01790987 0.00002359 0.01791683 0.01791870 0.01799868 0.00076751 0.01786713 0.01786366
s_255 0.01882849 0.01984466 0.01839049 0.00954881 0.01741327 0.01033718 0.01858070 0.01883759 0.01862935 0.01857384 0.01875793 0.01903265 0.01841065 0.01881126 0.01881934 0.01877455 0.01964562 0.01817923 0.01870344 0.01869133 0.01861552 0.01911105 0.02030781 0.01840447 0.01931828 0.01790068 0.01841344 0.01839468 0.01875572 0.01866427 0.01840468 0.01875138 0.00589805 0.01882877 0.02029903 0.01864182 0.01862419 0.01862241 0.01859270 0.01894138 0.01862061 0.01870796 0.01768464 0.01883009 0.01887613 0.01875040 0.02062485 0.01287656 0.01881759 0.01870894 0.01885887 0.01742958 0.01894561 0.02038397 0.01767283 0.01877230 0.02037896 0.01860623 0.01194310 0.01909901 0.01881049 0.01880720 0.01871155 0.01885868 0.01881797 0.01956631 0.01296448 0.01202722 0.01875255 0.01897710 0.01861576 0.01015119 0.01890254 0.01877390 0.01867566 0.01866081 0.01873719 0.01000843 0.01880304 0.01839635 0.01874623 0.01869793 0.01882997 0.01931160 0.01871398 0.01859880 0.01300209 0.01860195 0.01856895 0.01001464 0.01878092 0.01861155 0.01857003 0.01860721 0.02008261 0.01883951 0.01402293 0.01964853 0.01062325 0.01862559 0.01839097 0.01879525 0.01891517 0.01868993 0.00899091 0.01884487 0.01828237 0.00839173 0.01874709 0.01874540 0.01195781 0.01902784 0.01902679 0.01880195 0.01768276 0.01785461 0.01865154 0.01862708 0.01884844 0.01857516 0.01979217 0.01882163 0.01884849 0.01884947 0.01866750 0.01883877 0.01861038 0.01839978 0.00678003 0.01917986 0.00675503 0.01909967 0.01858548 0.01884853 0.01864999 0.01874149 0.01883524 0.01866683 0.01871694 0.02030436 0.01934959 0.01872142 0.01881684 0.01716630 0.01769327 0.01961321 0.01885100 0.01880398 0 0.01917479 0.01884890 0.01878548 0.01870562 0.01881640 0.01104818 0.02057493 0.02070759 0.01839661 0.01876284 0.01858978 0.01880116 0.01859155 0.01858501 0.01885034 0.01838784 0.01859821 0.01872134
G_6 0.01833648 0.00276909 0.01810634 0.01892238 0.01681565 0.01824467 0.00038051 0.01838851 0.00037705 0.01804745 0.01833157 0.00050624 0.01808255 0.01836296 0.01838507 0.01839536 0.01880890 0.01936246 0.01839272 0.00020539 0.00037602 0.00015640 0.01886993 0.01819277 0.01913685 0.01833667 0.01806968 0.01811061 0.00017672 0.00053519 0.01806175 0.01841385 0.01997975 0.01841669 0.01886136 0.01799711 0.00038904 0.00041256 0.00037696 0.00356387 0.00037073 0.00022337 0.01883362 0.01839964 0.00025305 0.01903331 0.01864556 0.01942339 0.01834412 0.00023060 0.01836961 0.01685786 0.00023685 0.01898192 0.01815220 0.01839990 0.01902917 0.00041861 0.01866881 0.00051336 0.01834902 0.01832352 0.00024939 0.01840487 0.01836204 0.01816921 0.01894256 0.01881950 0.01907780 0.00012216 0.00041463 0.01773015 0.00028585 0.01833150 0.00020049 0.01794117 0.01799482 0.01839669 0.01838214 0.01813784 0.01835164 0.00019287 0.00021109 0.01913199 0.00019590 0.00039854 0.01897179 0.00041140 0.00037742 0.01842022 0.01841402 0.00038004 0.00041587 0.00038234 0.01983871 0.01837494 0.01854422 0.01888429 0.01857843 0.00037723 0.01812349 0.01843351 0.00025319 0.01790799 0.01898038 0.01838816 0.01784471 0.01796221 0.01800615 0.01799524 0.01873404 0.00018619 0.00009209 0.01832668 0.01884787 0.01835742 0.00019185 0.00040341 0.01836992 0.00037617 0.01930000 0.01830993 0.01837270 0.01840584 0.00020701 0.01837797 0.00100875 0.01803836 0.01931364 0.00012299 0.01932899 0.00059706 0.00041071 0.01838198 0.00041626 0.00392854 0.01832679 0.00020336 0.00357767 0.01892135 0.01916250 0.00022021 0.01834070 0.01848168 0.01883250 0.01877254 0.01837097 0.01836776 0.01917479 0 0.01835852 0.00021221 0.00021941 0.01837520 0.01910567 0.01872033 0.02044363 0.01802020 0.01904979 0.00037581 0.01831037 0.00037812 0.00037488 0.00021059 0.01812123 0.00037436 0.00018670
s_141 0.00002938 0.01868490 0.00047242 0.01865922 0.00075138 0.01794664 0.01793762 0.00002739 0.01799274 0.00003316 0.00005964 0.01833069 0.01813931 0.00003742 0.00005439 0.00001533 0.01880658 0.01997854 0.01916590 0.01789686 0.01799314 0.01830086 0.01958533 0.01898290 0.01977826 0.01822191 0.01813817 0.00048045 0.01794587 0.01797620 0.01813178 0.00002001 0.01950900 0.00004665 0.01955335 0.01867942 0.01795961 0.01800196 0.01793991 0.01849989 0.01794901 0.01789171 0.01952831 0.00002449 0.01810014 0.01933998 0.01938035 0.01862819 0.00005831 0.01795484 0.00001581 0.00074295 0.01815265 0.01962337 0.01816886 0.00001460 0.01960040 0.01798907 0.01750833 0.01838974 0.00003980 0.00005037 0.01792823 0.00003623 0.00002158 0.00009112 0.01767720 0.01758490 0.01943768 0.01829255 0.01794713 0.01846825 0.01816763 0.00002153 0.01792235 0.00005591 0.01868727 0.01812743 0.00001580 0.00047592 0.00003821 0.01791355 0.01809385 0.01971945 0.01790621 0.01793389 0.01768175 0.01798876 0.01794559 0.01813043 0.00003302 0.01794782 0.01794349 0.01798550 0.02050562 0.00002185 0.01888797 0.01885658 0.01812361 0.01794846 0.00047160 0.00005812 0.01800560 0.00007034 0.01815463 0.00004741 0.00003766 0.01722590 0.01865874 0.01867941 0.01752799 0.01833759 0.01821194 0.00003423 0.01954262 0.01826406 0.01780934 0.01795465 0.00001606 0.01793316 0.00010639 0.00004720 0.00001737 0.00002831 0.01788195 0.00001876 0.01623070 0.01815346 0.01879746 0.01840969 0.01885960 0.01840546 0.01793761 0.00002344 0.01795787 0.01843754 0.00000978 0.01785850 0.01840004 0.01963023 0.01978774 0.01790177 0.00005354 0.01847209 0.01950826 0.01872029 0.00002617 0.00004352 0.01884890 0.01835852 0 0.01789118 0.01786081 0.00003582 0.01949938 0.01943336 0.02030406 0.01812359 0.01935216 0.01794215 0.00004594 0.01797794 0.01793951 0.01809251 0.00048499 0.01793741 0.01788219
G_30 0.01778595 0.00240985 0.01777986 0.01887924 0.01669469 0.01821267 0.00031530 0.01786256 0.00031610 0.01758603 0.01780105 0.00013087 0.01816274 0.01789033 0.01783476 0.01787855 0.01882648 0.01920961 0.01807194 0.00012113 0.00031628 0.00015921 0.01869942 0.01821833 0.01884942 0.01820913 0.01814500 0.01779671 0.00012675 0.00045759 0.01813937 0.01786426 0.01964859 0.01785593 0.01869239 0.01803608 0.00031480 0.00031333 0.00031101 0.00350544 0.00031548 0.00013638 0.01871179 0.01792250 0.00015840 0.01868080 0.01834487 0.01938159 0.01785908 0.00012298 0.01793528 0.01680872 0.00018983 0.01879205 0.01801147 0.01787955 0.01876659 0.00032133 0.01861092 0.00016176 0.01788731 0.01783952 0.00017100 0.01792698 0.01793576 0.01754363 0.01887462 0.01874545 0.01869052 0.00014786 0.00031638 0.01782299 0.00014001 0.01781181 0.00013619 0.01774127 0.01803995 0.01834363 0.01785222 0.01779157 0.01789165 0.00013357 0.00011563 0.01885129 0.00014499 0.00032182 0.01888373 0.00031579 0.00032292 0.01835269 0.01786700 0.00031902 0.00031739 0.00032416 0.01954046 0.01791620 0.01819136 0.01888669 0.01867434 0.00031384 0.01772356 0.01791815 0.00017565 0.01777385 0.01892393 0.01787546 0.01734250 0.01821703 0.01804479 0.01803675 0.01863993 0.00033504 0.00022867 0.01781348 0.01871201 0.01822644 0.00011883 0.00032204 0.01785553 0.00031649 0.01876566 0.01785289 0.01790171 0.01791044 0.00011388 0.01790229 0.00043081 0.01811093 0.01898754 0.00013580 0.01903333 0.00018391 0.00032340 0.01791423 0.00031833 0.00383684 0.01792118 0.00012086 0.00358437 0.01868698 0.01887221 0.00015285 0.01785595 0.01832429 0.01869575 0.01859210 0.01794481 0.01789410 0.01878548 0.00021221 0.01789118 0 0.00013156 0.01783574 0.01915588 0.01825300 0.02045956 0.01809530 0.01866577 0.00032184 0.01781556 0.00032122 0.00031418 0.00011418 0.01778249 0.00031939 0.00011018
G_29 0.01783602 0.00237806 0.01772493 0.01891842 0.01675467 0.01824416 0.00030820 0.01790851 0.00029777 0.01757226 0.01786314 0.00014003 0.01813085 0.01784537 0.01790531 0.01792163 0.01881722 0.01917347 0.01807433 0.00015012 0.00029852 0.00015590 0.01872826 0.01820521 0.01884159 0.01822647 0.01812627 0.01776288 0.00013118 0.00045104 0.01812063 0.01791430 0.01973514 0.01792815 0.01869813 0.01798156 0.00031166 0.00030090 0.00029764 0.00353132 0.00030058 0.00014715 0.01866476 0.01786136 0.00015870 0.01865412 0.01828040 0.01939584 0.01781021 0.00012311 0.01785341 0.01686624 0.00018613 0.01886434 0.01801933 0.01792863 0.01874893 0.00030959 0.01852719 0.00015688 0.01789121 0.01785122 0.00018083 0.01791841 0.01784636 0.01754153 0.01876411 0.01858403 0.01866700 0.00019065 0.00030491 0.01766784 0.00014912 0.01785648 0.00013718 0.01776870 0.01799176 0.01840822 0.01792990 0.01773664 0.01788640 0.00014448 0.00012319 0.01882643 0.00012545 0.00031894 0.01879327 0.00031220 0.00030428 0.01840076 0.01786858 0.00029783 0.00030747 0.00030113 0.01964767 0.01786043 0.01817654 0.01884456 0.01866205 0.00030203 0.01772101 0.01789322 0.00015685 0.01772392 0.01894637 0.01787575 0.01737034 0.01810046 0.01799396 0.01799145 0.01851304 0.00029966 0.00020399 0.01788584 0.01865918 0.01822579 0.00013273 0.00029796 0.01790670 0.00029921 0.01873027 0.01786750 0.01789757 0.01790790 0.00013078 0.01784628 0.00040693 0.01810306 0.01906207 0.00013994 0.01912252 0.00020296 0.00030505 0.01785464 0.00030712 0.00380191 0.01783283 0.00012910 0.00357371 0.01873747 0.01885546 0.00014022 0.01780767 0.01827646 0.01868540 0.01878200 0.01790180 0.01785075 0.01870562 0.00021941 0.01786081 0.00013156 0 0.01790107 0.01897337 0.01830816 0.02048963 0.01808562 0.01864539 0.00030584 0.01786903 0.00030185 0.00029819 0.00013000 0.01771855 0.00031438 0.00012035
s_173 0.00004048 0.01860605 0.00077968 0.01869532 0.00074527 0.01797636 0.01799960 0.00003847 0.01796002 0.00004537 0.00003736 0.01832116 0.01815340 0.00000473 0.00004495 0.00003592 0.01846978 0.01988487 0.01902197 0.01782236 0.01799184 0.01825030 0.01955741 0.01897040 0.01984996 0.01820639 0.01815128 0.00078560 0.01788728 0.01794536 0.01814584 0.00004300 0.01939676 0.00003127 0.01952518 0.01867752 0.01803466 0.01798632 0.01800279 0.01845086 0.01801131 0.01783611 0.01944750 0.00003237 0.01806211 0.01926959 0.01929759 0.01864940 0.00003762 0.01790048 0.00004700 0.00073572 0.01810639 0.01960939 0.01815916 0.00003371 0.01957274 0.01798226 0.01749557 0.01837542 0.00002522 0.00004679 0.01789167 0.00004316 0.00004166 0.00002278 0.01764377 0.01757160 0.01936933 0.01822891 0.01797879 0.01843517 0.01812029 0.00002841 0.01785602 0.00002106 0.01868536 0.01815075 0.00003130 0.00078380 0.00002443 0.01786002 0.01804784 0.01977449 0.01793235 0.01798655 0.01766644 0.01797202 0.01800328 0.01816156 0.00004044 0.01800018 0.01802182 0.01795308 0.02044189 0.00003128 0.01888507 0.01854396 0.01797408 0.01801044 0.00078692 0.00004625 0.01804257 0.00003445 0.01819692 0.00005918 0.00004569 0.01703529 0.01865565 0.01867632 0.01752988 0.01829647 0.01818380 0.00002335 0.01946015 0.01824842 0.01773884 0.01803976 0.00002469 0.01798611 0.00007500 0.00003974 0.00004213 0.00005942 0.01782454 0.00003350 0.01629472 0.01816783 0.01869535 0.01840436 0.01875890 0.01839771 0.01796243 0.00003314 0.01803675 0.01839906 0.00003571 0.01780604 0.01834540 0.01960193 0.01985797 0.01784944 0.00003867 0.01846038 0.01942862 0.01849732 0.00004182 0.00002153 0.01881640 0.01837520 0.00003582 0.01783574 0.01790107 0 0.01948820 0.01935040 0.02030252 0.01813640 0.01932040 0.01800358 0.00003579 0.01795514 0.01800152 0.01803216 0.00078363 0.01790434 0.01781343
