G_20	s_263	s_194	s_252	s_201	s_245	s_228	s_341	s_274	G_18	s_205	s_222	s_248	s_226	s_231	G_31	G_22	s_261	s_215	s_296	s_240	s_224	G_33	s_326	s_208	s_336	s_343	s_219	s_257	s_279	s_237	s_196	s_183	G_2	G_27	s_321	s_304	s_246	G_14	s_286	s_288	s_269	s_241	G_10	s_265	G_5	s_282	s_323	s_192	G_16	s_239	s_344	s_220	s_243	s_203	s_250	s_187	G_25	s_297	s_330	s_184	G_21	s_299	s_338	s_329	s_254	s_349	s_233	s_209	G_28	s_300	s_313	s_188	s_308	G_19	s_347	s_216	G_17	s_229	s_314	s_195	G_9	G_12	s_275	s_218	G_4	s_202	s_253	s_225	s_337	s_227	s_214	s_291	s_339	s_346	s_273	s_260	s_249	s_221	s_191	s_311	s_185	G_32	s_293	s_332	s_280	s_284	s_320	s_236	G_36	G_34	G_23	s_306	s_316	s_223	s_262	s_322	s_325	s_287	s_328	G_7	s_256	s_350	s_230	s_207	s_310	G_8	s_234	s_303	s_258	G_35	s_242	s_281	s_324	G_1	G_26	G_11	s_204	s_307	s_295	s_305	s_298	G_15	s_217	s_251	s_264	s_285	s_315	s_193	s_255	G_6	s_289	G_30	s_266	G_29	s_302	s_235	G_3	s_290	s_211	s_206	s_232	s_210	s_292	s_186	G_24	s_348	s_238	s_270	G_13	s_340
s_266 0.01787768 0.01863325 0.01759993 0.01783406 0.01918550 0.01741822 0.01810379 0.01850691 0.02035101 0.01765301 0.01887576 0.01816064 0.01823182 0.01805173 0.01801831 0.01760768 0.01767114 0.01756044 0.01796025 0.01832327 0.01799595 0.01822329 0.01759732 0.01755962 0.01811822 0.02071034 0.01859601 0.01829954 0.01799018 0.01758779 0.01726230 0.01818543 0.01814274 0.01753595 0.01757647 0.01687820 0.01817469 0.01734582 0.01765322 0.01807151 0.01865159 0.00031642 0.01782004 0.01859881 0.01840794 0.01764064 0.01902341 0.01823401 0.01819336 0.01771948 0.01788129 0.01747308 0.01826948 0.01801557 0.01800927 0.01956465 0.01814805 0.01758398 0.01834190 0.01864708 0.01826750 0.01741671 0.01822197 0.01833721 0.01801086 0.01816886 0.01796791 0.01744002 0.01822832 0.01763625 0.01859154 0.01868561 0.01747375 0.01757750 0.01770471 0.01786903 0.01815532 0.01742464 0.01799107 0.01755524 0.01765936 0.01769572 0.01768762 0.02033526 0.01746139 0.01762950 0.01923037 0.01726153 0.01800957 0.02037468 0.01807493 0.01798299 0.01754885 0.01828198 0.01842148 0.01778156 0.01737927 0.01739816 0.01722209 0.01797003 0.01813770 0.01811502 0.01750510 0.01756166 0.01821030 0.01757003 0.01801018 0.01710977 0.01746019 0.01773959 0.01766642 0.01744328 0.01751966 0.02030622 0.01808064 0.02038478 0.00019403 0.01888395 0.01805774 0.01894853 0.01759125 0.01737570 0.01796851 0.01786559 0.01808087 0.01738868 0.01759713 0.01743014 0.01816620 0.01632439 0.01764211 0.01807877 0.01909903 0.01822493 0.01752120 0.01741020 0.01716861 0.01834959 0.01883514 0.01892244 0.01812719 0.01994845 0.01762427 0.01817706 0.01958246 0.01838286 0.01808201 0.01736234 0.01786873 0.01837989 0.01770770 0.01860509 0.01765751 0 0.01764770 0.01787045 0.01727750 0.01865779 0.01870669 0.01797677 0.01894964 0.01732972 0.01815296 0.01750802 0.01817311 0.01767273 0.01749232 0.01738789 0.00029156 0.01746787 0.01835510
G_29 0.00237806 0.01786166 0.01789538 0.01869403 0.01951335 0.00037286 0.01729370 0.01777328 0.02014662 0.00014003 0.01832774 0.01742512 0.01739024 0.01738150 0.01712321 0.00015012 0.00015590 0.00036192 0.01724181 0.01760220 0.01733395 0.01732315 0.00013118 0.00033628 0.01721004 0.02011632 0.01801624 0.01746436 0.01857108 0.00034131 0.00033600 0.00247127 0.01732183 0.00353132 0.00014715 0.01699753 0.01738461 0.00036781 0.00015870 0.01781408 0.01798139 0.01769770 0.01725125 0.01828040 0.01796778 0.00012311 0.01777025 0.01533723 0.01723759 0.00018613 0.01727370 0.00034010 0.01748772 0.01724195 0.01817154 0.02041090 0.01728103 0.00015688 0.01828825 0.01814213 0.01744945 0.00018083 0.01756853 0.01718500 0.01739338 0.01746000 0.01848524 0.00037149 0.01742817 0.00019065 0.01767985 0.01730869 0.01786010 0.00038647 0.00014912 0.00154290 0.01739107 0.00013718 0.01708058 0.00034658 0.01802044 0.00014448 0.00012319 0.01996500 0.01785828 0.00012545 0.01946417 0.00035487 0.01735165 0.01999677 0.01742364 0.01739357 0.00037311 0.01712276 0.01819308 0.01768902 0.00036688 0.01804306 0.00038597 0.01731549 0.01737844 0.01736566 0.00015685 0.00036717 0.01736259 0.00035656 0.01774421 0.01576413 0.00033846 0.00029966 0.00020399 0.00013273 0.00035308 0.02091411 0.01710671 0.02031308 0.01777048 0.01770141 0.01769093 0.01844598 0.00013078 0.00038149 0.01838584 0.01713881 0.01729362 0.00033738 0.00013994 0.00039260 0.01748593 0.01681113 0.00020296 0.01743382 0.01819460 0.01845654 0.00380191 0.00012910 0.00357371 0.01830656 0.01877417 0.01797400 0.01704547 0.01896554 0.00014022 0.01740838 0.02041654 0.01782222 0.01774821 0.01790656 0.01720673 0.01749491 0.00021941 0.01823641 0.00013156 0.01764770 0 0.01795543 0.00033600 0.01830816 0.01907538 0.01720226 0.01829793 0.00034057 0.01739446 0.00038319 0.01740403 0.00013000 0.01758694 0.00033766 0.01770275 0.00012035 0.01742819
s_302 0.01825778 0.01763301 0.01001057 0.00982744 0.01911097 0.01775980 0.01727256 0.01836702 0.01862339 0.01757783 0.01717852 0.01719904 0.01727427 0.01713537 0.01723825 0.01784655 0.01797381 0.01795478 0.01719829 0.01751839 0.01725845 0.01722553 0.01790270 0.01759134 0.01712413 0.01885768 0.01842948 0.01712413 0.00785294 0.01771874 0.01768001 0.01897237 0.01725557 0.01779398 0.01776740 0.01617341 0.01697354 0.01777676 0.01802190 0.01701855 0.01664289 0.01790980 0.01722361 0.01866679 0.01765849 0.01787690 0.01805954 0.01696585 0.01725309 0.01809873 0.01714232 0.01813269 0.01715038 0.01704470 0.01645585 0.01227791 0.01717916 0.01762758 0.01655785 0.01724631 0.01730806 0.01794513 0.01766763 0.01696152 0.01644031 0.01722327 0.00861469 0.01808305 0.01725574 0.01785738 0.01759498 0.01783424 0.01008761 0.01820932 0.01778507 0.01833175 0.01727353 0.01778048 0.01721691 0.01749379 0.01000447 0.01786483 0.01767575 0.01843543 0.00024952 0.01790737 0.01912875 0.01771288 0.01717411 0.01845451 0.01719977 0.01736075 0.01791411 0.01696952 0.01846047 0.01042338 0.01778096 0.00754087 0.01777006 0.01721228 0.01700017 0.01719206 0.01814966 0.01790766 0.01688372 0.01794433 0.01697533 0.00778041 0.01771117 0.01795429 0.01799329 0.01782546 0.01818134 0.01266808 0.01715652 0.01896480 0.01778447 0.01880668 0.01693193 0.01889080 0.01776740 0.01780340 0.00855360 0.01711782 0.01719848 0.01755126 0.01802608 0.01827265 0.01694994 0.00782508 0.01758591 0.01725201 0.01867997 0.01091715 0.01778527 0.01779234 0.01771420 0.01645127 0.01680142 0.01871668 0.01718989 0.01801530 0.01789245 0.01718691 0.01216881 0.01762168 0.01694164 0.00705294 0.01723150 0.01724110 0.01807162 0.01696102 0.01798805 0.01787045 0.01795543 0 0.01770499 0.01866188 0.01873954 0.01712773 0.01724382 0.01816963 0.01732035 0.01769828 0.01729042 0.01798247 0.00968239 0.01777079 0.01782308 0.01783972 0.01696259
s_235 0.00251105 0.01767798 0.01745072 0.01864414 0.01920494 0.00008725 0.01713117 0.01808565 0.01980381 0.00030279 0.01809230 0.01723623 0.01718909 0.01716938 0.01697693 0.00030413 0.00031833 0.00007721 0.01710195 0.01743574 0.01714887 0.01715278 0.00028818 0.00004213 0.01726093 0.02028466 0.01817158 0.01736639 0.01828811 0.00004949 0.00003903 0.00262590 0.01716797 0.00332062 0.00030119 0.01669176 0.01724460 0.00009159 0.00032890 0.01766734 0.01791433 0.01729655 0.01705978 0.01784274 0.01745466 0.00031245 0.01808995 0.01698185 0.01715847 0.00033034 0.01709337 0.00004885 0.01732722 0.01708638 0.01785155 0.02024192 0.01711506 0.00032961 0.01805582 0.01786423 0.01730875 0.00036918 0.01738267 0.01726872 0.01754594 0.01716216 0.01823841 0.00008862 0.01724483 0.00032410 0.01768526 0.01752540 0.01740580 0.00010348 0.00032233 0.00157478 0.01728149 0.00029384 0.01701452 0.00005153 0.01755454 0.00030182 0.00029859 0.01985405 0.01757756 0.00031024 0.01922157 0.00006684 0.01716559 0.01975859 0.01726935 0.01725560 0.00009043 0.01728458 0.01819595 0.01753875 0.00008597 0.01790371 0.00013146 0.01719016 0.01720023 0.01719107 0.00033644 0.00009133 0.01726858 0.00005783 0.01754304 0.01716844 0.00004183 0.00050719 0.00037404 0.00029141 0.00007198 0.02095487 0.01697427 0.01933544 0.01738464 0.01804132 0.01756737 0.01808001 0.00030903 0.00009599 0.01822867 0.01713818 0.01721494 0.00004209 0.00027915 0.00009864 0.01727342 0.01740299 0.00034123 0.01720400 0.01809532 0.01818427 0.00362364 0.00028959 0.00337513 0.01797561 0.01853933 0.01780529 0.01722804 0.01884318 0.00029937 0.01721604 0.02039141 0.01738221 0.01758008 0.01785444 0.01711907 0.01725576 0.00037523 0.01797926 0.00031797 0.01727750 0.00033600 0.01770499 0 0.01784417 0.01868340 0.01710800 0.01806206 0.00005152 0.01729778 0.00010565 0.01727481 0.00029952 0.01743029 0.00004056 0.01728842 0.00029390 0.01730955
G_3 0.01357795 0.01888110 0.01879318 0.01891321 0.02003174 0.01783295 0.01851826 0.01862819 0.02133511 0.01859071 0.02018674 0.01888991 0.01884656 0.01871314 0.01851638 0.01821149 0.01849398 0.01809428 0.01880980 0.01909290 0.01881476 0.01871079 0.01825901 0.01778555 0.01890356 0.02126555 0.01900093 0.01893524 0.01713607 0.01764943 0.01781879 0.01822548 0.01888053 0.01869293 0.01841563 0.01779189 0.01889570 0.01788735 0.01859731 0.01828411 0.01756771 0.01865246 0.01867308 0.00010483 0.01884833 0.01822566 0.01851824 0.01695921 0.01883967 0.01850565 0.01875572 0.01761667 0.01886226 0.01874336 0.01847521 0.01998867 0.01893798 0.01836328 0.01856407 0.01796654 0.01893740 0.01830345 0.01915581 0.01857301 0.01759569 0.01890884 0.01821731 0.01785825 0.01887171 0.01842944 0.01919506 0.01936911 0.01878191 0.01790542 0.01855367 0.01815871 0.01886640 0.01838758 0.01848762 0.01795920 0.01876013 0.01833465 0.01850515 0.02114357 0.01852281 0.01824757 0.02002289 0.01776723 0.01886758 0.02116695 0.01880639 0.01863989 0.01790174 0.01861794 0.01914823 0.01864570 0.01785991 0.01684296 0.01749535 0.01882960 0.01882494 0.01881368 0.01848235 0.01788002 0.01867185 0.01802035 0.01825980 0.01676160 0.01772795 0.01854579 0.01840211 0.01822329 0.01781352 0.02071543 0.01863242 0.02168136 0.01875846 0.01847630 0.01818447 0.01932790 0.01820126 0.01783820 0.01821401 0.01839699 0.01875852 0.01761458 0.01862260 0.01777449 0.01892838 0.01776145 0.01845510 0.01890702 0.01909070 0.01935936 0.01863869 0.01832278 0.01868741 0.01854407 0.01871756 0.01902953 0.01844015 0.02092887 0.01824492 0.01884313 0.02007540 0.01878283 0.01822087 0.01680498 0.01870201 0.01896412 0.01872033 0.01788494 0.01825300 0.01865779 0.01830816 0.01866188 0.01784417 0 0.01907565 0.01881013 0.02025694 0.01759697 0.01892353 0.01774425 0.01888456 0.01853283 0.01883310 0.01776658 0.01865187 0.01823427 0.01894494
s_290 0.01904931 0.01978195 0.01925786 0.01930956 0.00008072 0.01893414 0.01901124 0.01932140 0.02154703 0.01893485 0.01897509 0.01943459 0.01914460 0.01909250 0.01910604 0.01896631 0.01913061 0.01906702 0.01934529 0.01913249 0.01909584 0.01937275 0.01896525 0.01877059 0.01914839 0.02207835 0.01918597 0.01925652 0.01917423 0.01905177 0.01866661 0.02000910 0.01922701 0.01908797 0.01893513 0.01856837 0.01918581 0.01867464 0.01907088 0.01891553 0.01895025 0.01879066 0.01910486 0.01910745 0.01953039 0.01903440 0.01935451 0.01886385 0.01909699 0.01915222 0.01916850 0.01882142 0.01934313 0.01913713 0.01925299 0.02100620 0.01908164 0.01898030 0.01927266 0.01960716 0.01916535 0.01909443 0.01920759 0.01908159 0.01884676 0.01937793 0.01901202 0.01863827 0.01937633 0.01907830 0.01890954 0.01931701 0.01906070 0.01865126 0.01904867 0.01900865 0.01934860 0.01893357 0.01835712 0.01878861 0.01927098 0.01896731 0.01903274 0.02111888 0.01845775 0.01889727 0.00008446 0.01888431 0.01928063 0.02158352 0.01935701 0.01944389 0.01876430 0.01907906 0.01919584 0.01905031 0.01875015 0.01862117 0.01863695 0.01928109 0.01906117 0.01923774 0.01894768 0.01887278 0.01886346 0.01913091 0.01871338 0.01854297 0.01894757 0.01902337 0.01899555 0.01892022 0.01883254 0.02161905 0.01899750 0.02054212 0.01852253 0.01993390 0.01863964 0.01960443 0.01898258 0.01897247 0.01907161 0.01900844 0.01904315 0.01879481 0.01908701 0.01905638 0.01895011 0.01808302 0.01901160 0.01921853 0.01986553 0.01922420 0.01895862 0.01887627 0.01894942 0.01927153 0.01904740 0.01970589 0.01888689 0.02005990 0.01899925 0.01917831 0.02125656 0.01949929 0.01867698 0.01833034 0.01893324 0.01947186 0.01904871 0.01920055 0.01901148 0.01870669 0.01907538 0.01873954 0.01868340 0.01907565 0 0.01920270 0.01890857 0.01901703 0.01920409 0.01879975 0.01913064 0.01912588 0.01873349 0.01895180 0.01865546 0.01899109 0.01909963
s_211 0.01793103 0.00119531 0.01706206 0.01785585 0.02011227 0.01709544 0.00055024 0.01816582 0.01986863 0.01770376 0.01852994 0.00011922 0.00010747 0.00006206 0.00051113 0.01709651 0.01764698 0.01721428 0.00004288 0.00025864 0.00005255 0.00006257 0.01714040 0.01706850 0.00004231 0.02037639 0.01816674 0.00011730 0.01725042 0.01708082 0.01705308 0.01753097 0.00004361 0.01771997 0.01723302 0.00135981 0.00006887 0.01705636 0.01735449 0.01751140 0.01871991 0.01797429 0.00005539 0.01875702 0.00115398 0.01718462 0.01893221 0.00005470 0.00008116 0.01752301 0.00006005 0.01721036 0.00009980 0.00006083 0.01853562 0.02000987 0.00004228 0.01759371 0.01894119 0.01865286 0.00006667 0.01727701 0.00057164 0.00005318 0.01754934 0.00011819 0.01713455 0.01708065 0.00004970 0.01764969 0.00055497 0.01848664 0.01718199 0.01723087 0.01754897 0.01742212 0.00009120 0.01710511 0.00053689 0.01712440 0.01724355 0.01731492 0.01751595 0.01980830 0.01695802 0.01710721 0.02007103 0.01713507 0.00005456 0.01999483 0.00007683 0.00005264 0.01712005 0.00006577 0.01802720 0.01814052 0.01715993 0.01691374 0.01715325 0.00004911 0.00006523 0.00004917 0.01744162 0.01710514 0.00007604 0.01715090 0.01756805 0.01660252 0.01702352 0.01757080 0.01747754 0.01707183 0.01709668 0.02048468 0.00005688 0.01974332 0.01813865 0.01894497 0.01760849 0.01887643 0.01718993 0.01711136 0.01713986 0.00060967 0.00004354 0.01699027 0.01776037 0.01705937 0.00010126 0.01682764 0.01769433 0.00005902 0.01897744 0.01915583 0.01765304 0.01723084 0.01768860 0.01863072 0.01921356 0.01861374 0.00051446 0.01950919 0.01706726 0.00004751 0.02002400 0.00116025 0.01753085 0.01677995 0.00005670 0.00014461 0.01780902 0.01856344 0.01715169 0.01797677 0.01720226 0.01712773 0.01710800 0.01881013 0.01920270 0 0.01848324 0.01698101 0.00005747 0.01706164 0.00004532 0.01747034 0.01720469 0.01705920 0.01802705 0.01710818 0.00006527
s_206 0.01909945 0.01874433 0.01784875 0.01909160 0.02048335 0.01799901 0.01841196 0.01936861 0.00500717 0.01821175 0.00020223 0.01866560 0.01870002 0.01865936 0.01835639 0.01819357 0.01849910 0.01809563 0.01864189 0.01878586 0.01865886 0.01863692 0.01818239 0.01806332 0.01863525 0.00527857 0.01948619 0.01865226 0.01810243 0.01804994 0.01800875 0.01833133 0.01894803 0.01829388 0.01813627 0.01670818 0.01870843 0.01805651 0.01834215 0.00905664 0.01225126 0.01895148 0.01853491 0.02024474 0.01868447 0.01820340 0.01898809 0.01831323 0.01888520 0.01846269 0.01864086 0.01804996 0.01873713 0.01855504 0.01154318 0.02036615 0.01892661 0.01822967 0.01173984 0.01217262 0.01872586 0.01830856 0.01864380 0.01868460 0.00904077 0.01872527 0.01760287 0.01808601 0.01869081 0.01847396 0.01897743 0.00535806 0.01781477 0.01820829 0.01824551 0.01810536 0.01857546 0.01815828 0.01836076 0.01804830 0.01789070 0.01819993 0.01822600 0.00491809 0.01704880 0.01818294 0.02032810 0.01799505 0.01862535 0.00499248 0.01865788 0.01863713 0.01811631 0.01866895 0.01954662 0.01840245 0.01807423 0.01794013 0.01802068 0.01884953 0.01875587 0.01889314 0.01834753 0.01806872 0.01874164 0.01805421 0.00915978 0.01738089 0.01803333 0.01846655 0.01843573 0.01818570 0.01814953 0.02073972 0.01851661 0.00644910 0.01897800 0.01913798 0.00912264 0.01919370 0.01813881 0.01804290 0.01768042 0.01839595 0.01862633 0.01811531 0.01857384 0.01811837 0.01874518 0.01747512 0.01827676 0.01869166 0.01916456 0.01913390 0.01816312 0.01815067 0.01822331 0.01163182 0.01269850 0.01879218 0.01852838 0.00094238 0.01819784 0.01859832 0.02053761 0.01856837 0.00916210 0.01731162 0.01875716 0.01874755 0.01861384 0.01221706 0.01819016 0.01894964 0.01829793 0.01724382 0.01806206 0.02025694 0.01890857 0.01848324 0 0.01802244 0.01864521 0.01801902 0.01894195 0.01835984 0.01767284 0.01808052 0.01897690 0.01818806 0.01870644
s_232 0.00251108 0.01763509 0.01742028 0.01864338 0.01919466 0.00011400 0.01701187 0.01800126 0.01991457 0.00030707 0.01800574 0.01723202 0.01720634 0.01721946 0.01686674 0.00030917 0.00033262 0.00009124 0.01707116 0.01732394 0.01716147 0.01709900 0.00029346 0.00005182 0.01702838 0.02031647 0.01803712 0.01733458 0.01825419 0.00006248 0.00005075 0.00242681 0.01717859 0.00332360 0.00030600 0.01653159 0.01716371 0.00011732 0.00036135 0.01756689 0.01798573 0.01734471 0.01702917 0.01764066 0.01765311 0.00032644 0.01804800 0.01689481 0.01709981 0.00036260 0.01702584 0.00005354 0.01726812 0.01704191 0.01773212 0.02037563 0.01701089 0.00033516 0.01798666 0.01792245 0.01721410 0.00036983 0.01731575 0.01715622 0.01747772 0.01721074 0.01822687 0.00009757 0.01721521 0.00034201 0.01764249 0.01755348 0.01748222 0.00010496 0.00035210 0.00145345 0.01727238 0.00029866 0.01692770 0.00006477 0.01744288 0.00030641 0.00032400 0.01989872 0.01790727 0.00031502 0.01917613 0.00009334 0.01714135 0.01987029 0.01724809 0.01723085 0.00010547 0.01715063 0.01812669 0.01744573 0.00010252 0.01787437 0.00017578 0.01710089 0.01719990 0.01714748 0.00036816 0.00010609 0.01727683 0.00007699 0.01752984 0.01740163 0.00005508 0.00052709 0.00040466 0.00029623 0.00008192 0.02101375 0.01692678 0.01951268 0.01749161 0.01822905 0.01750536 0.01829078 0.00031411 0.00011638 0.01822538 0.01697449 0.01709692 0.00005686 0.00032623 0.00010639 0.01728714 0.01744069 0.00034035 0.01721756 0.01816327 0.01833112 0.00361561 0.00029620 0.00333703 0.01787529 0.01835757 0.01783379 0.01704639 0.01871103 0.00030647 0.01715955 0.02036241 0.01765649 0.01754145 0.01781551 0.01702630 0.01720282 0.00041994 0.01798422 0.00032301 0.01732972 0.00034057 0.01816963 0.00005152 0.01759697 0.01901703 0.01698101 0.01802244 0 0.01720428 0.00012124 0.01719907 0.00033305 0.01745214 0.00005866 0.01728336 0.00029997 0.01720574
s_210 0.01812360 0.00121104 0.01734480 0.01809452 0.02020049 0.01732774 0.00055536 0.01839618 0.02013185 0.01781115 0.01867484 0.00013911 0.00012345 0.00007889 0.00051375 0.01729963 0.01784872 0.01742637 0.00005824 0.00028380 0.00007040 0.00007914 0.01734623 0.01729110 0.00005908 0.02058678 0.01833838 0.00013928 0.01742400 0.01721394 0.01724182 0.01756845 0.00005599 0.01798102 0.01736225 0.00138140 0.00008367 0.01726691 0.01758008 0.01768419 0.01890845 0.01829724 0.00007221 0.01887255 0.00116927 0.01738335 0.01926205 0.00006700 0.00009172 0.01763870 0.00007117 0.01743936 0.00011156 0.00006754 0.01857260 0.02013815 0.00005388 0.01780604 0.01910239 0.01879651 0.00007571 0.01739063 0.00058706 0.00006704 0.01769488 0.00013058 0.01733462 0.01729290 0.00005743 0.01775559 0.00057925 0.01874970 0.01733048 0.01742217 0.01764502 0.01762958 0.00010602 0.01731554 0.00055300 0.01735766 0.01738563 0.01741812 0.01761973 0.02010612 0.01714231 0.01733142 0.02018653 0.01730570 0.00006669 0.02020173 0.00009268 0.00006288 0.01735777 0.00008121 0.01828160 0.01840744 0.01737348 0.01707257 0.01739234 0.00005194 0.00007611 0.00005766 0.01756514 0.01733116 0.00008846 0.01738144 0.01770634 0.01690097 0.01724326 0.01781678 0.01768573 0.01728697 0.01733142 0.02062763 0.00006979 0.01997762 0.01841729 0.01900774 0.01776435 0.01915422 0.01728128 0.01732613 0.01738849 0.00060791 0.00006364 0.01725298 0.01786314 0.01729061 0.00011643 0.01705244 0.01780481 0.00007248 0.01922853 0.01912703 0.01788172 0.01733931 0.01791751 0.01871375 0.01949825 0.01882390 0.00051552 0.01990782 0.01728195 0.00006365 0.02013907 0.00117141 0.01766262 0.01695499 0.00007190 0.00016310 0.01790792 0.01896132 0.01738032 0.01815296 0.01739446 0.01732035 0.01729778 0.01892353 0.01920409 0.00005747 0.01864521 0.01720428 0 0.01728341 0.00005974 0.01757948 0.01744856 0.01729349 0.01822874 0.01733991 0.00007426
s_292 0.00257320 0.01766021 0.01754230 0.01839497 0.01928392 0.00014831 0.01708907 0.01803080 0.01996430 0.00035031 0.01804538 0.01724932 0.01730950 0.01719333 0.01696875 0.00034674 0.00036094 0.00013028 0.01711549 0.01725275 0.01727206 0.01713888 0.00033664 0.00009570 0.01672410 0.02023197 0.01812672 0.01737848 0.01844364 0.00010035 0.00010377 0.00270877 0.01716376 0.00332322 0.00035251 0.01628323 0.01712408 0.00014662 0.00038576 0.01762030 0.01754188 0.01748731 0.01707591 0.01781042 0.01763988 0.00037377 0.01758088 0.01682295 0.01716136 0.00037867 0.01707375 0.00011126 0.01732743 0.01712647 0.01759601 0.01990240 0.01711617 0.00036786 0.01793046 0.01776302 0.01725322 0.00041057 0.01707460 0.01713003 0.01749785 0.01728737 0.01823493 0.00014709 0.01728357 0.00037227 0.01748889 0.01756306 0.01766612 0.00015076 0.00037810 0.00168586 0.01727653 0.00033954 0.01698852 0.00010630 0.01769838 0.00035914 0.00034725 0.01975380 0.01735011 0.00034845 0.01932963 0.00013951 0.01715875 0.01981689 0.01723652 0.01727030 0.00012771 0.01714058 0.01807904 0.01730535 0.00014147 0.01787437 0.00018501 0.01716311 0.01715766 0.01719350 0.00039029 0.00013792 0.01716338 0.00010830 0.01755432 0.01745140 0.00010859 0.00054768 0.00043730 0.00034324 0.00012125 0.02079031 0.01697149 0.02025286 0.01751036 0.01795597 0.01751923 0.01805898 0.00034806 0.00015016 0.01829364 0.01703903 0.01718325 0.00010586 0.00033109 0.00014781 0.01716235 0.01668693 0.00038661 0.01734665 0.01800139 0.01821249 0.00358914 0.00034427 0.00323392 0.01778036 0.01835683 0.01780667 0.01702525 0.01874015 0.00035591 0.01720986 0.02000071 0.01762187 0.01751497 0.01780551 0.01699267 0.01739360 0.00042417 0.01780678 0.00036905 0.01750802 0.00038319 0.01769828 0.00010565 0.01774425 0.01879975 0.01706164 0.01801902 0.00012124 0.01728341 0 0.01728119 0.00035133 0.01742660 0.00010611 0.01747347 0.00034546 0.01717723
s_186 0.01809455 0.00120016 0.01747439 0.01809624 0.02031871 0.01732781 0.00053384 0.01827184 0.02006803 0.01781650 0.01890868 0.00012212 0.00010645 0.00006481 0.00049830 0.01731990 0.01786494 0.01739952 0.00004634 0.00026083 0.00004827 0.00005858 0.01735334 0.01729673 0.00004507 0.02052418 0.01830900 0.00012487 0.01737136 0.01722620 0.01722756 0.01706892 0.00003742 0.01789243 0.01737494 0.00135455 0.00007242 0.01725390 0.01754072 0.01758267 0.01879902 0.01828222 0.00005657 0.01883049 0.00116017 0.01739882 0.01915073 0.00005097 0.00008392 0.01761765 0.00005864 0.01742057 0.00010108 0.00005164 0.01887460 0.02008039 0.00005537 0.01780570 0.01907437 0.01875601 0.00006100 0.01738888 0.00056427 0.00005667 0.01757547 0.00011927 0.01728022 0.01726225 0.00004713 0.01776073 0.00055714 0.01871642 0.01754807 0.01741136 0.01762245 0.01763410 0.00008624 0.01733276 0.00053603 0.01730890 0.01757396 0.01742089 0.01761111 0.02009460 0.01712736 0.01731980 0.02031127 0.01732255 0.00005989 0.02013200 0.00007807 0.00004866 0.01734176 0.00007161 0.01822468 0.01844381 0.01736205 0.01704850 0.01738991 0.00004790 0.00006513 0.00005484 0.01753427 0.01734470 0.00007805 0.01737284 0.01763366 0.01685042 0.01725573 0.01782372 0.01769727 0.01729673 0.01735602 0.02057944 0.00005806 0.01979254 0.01845012 0.01896737 0.01763152 0.01911833 0.01728300 0.01732738 0.01733283 0.00059346 0.00004840 0.01721308 0.01784931 0.01724677 0.00010203 0.01708221 0.01780192 0.00005683 0.01921673 0.01926055 0.01783039 0.01734398 0.01779006 0.01888957 0.01947808 0.01882757 0.00049717 0.01976703 0.01729031 0.00004994 0.02003423 0.00116231 0.01757161 0.01688540 0.00006154 0.00015070 0.01790024 0.01881746 0.01738379 0.01817311 0.01740403 0.01729042 0.01727481 0.01888456 0.01913064 0.00004532 0.01894195 0.01719907 0.00005974 0.01728119 0 0.01755279 0.01743802 0.01728098 0.01822177 0.01735642 0.00006209
