	Acinetobacter_lwoffii_N199_BC07	Acinetobacter_pittii_N104_BC09	Acinetobacter_pittii_N214_BC03	Aerococcus_viridans_N127_BC12	Bacillus_cereus_N128_BC08	Bacillus_cereus_N204_BC03	Bacillus_thuringiensis_N101_BC05	Bacillus_thuringiensis_N118_BC06	Bacillus_thuringiensis_N128_BC08	Bacillus_thuringiensis_N162_BC02	Bacillus_thuringiensis_N183_BC12	Bacillus_thuringiensis_N219_BC01	Bacillus_thuringiensis_N221_BC09	Bacillus_thuringiensis_N236_BC05	Bacillus_thuringiensis_N238_BC12	Burkholderia_cenocepacia_N139_BC07	Burkholderia_cenocepacia_N209_BC12	Burkholderia_contaminans_N151_BC06	Burkholderia_lata_N104_BC06	Burkholderia_lata_N127_BC08	Burkholderia_lata_N127_BC10	Burkholderia_lata_N139_BC07	Burkholderia_lata_N139_BC08	Burkholderia_lata_N150_BC11	Burkholderia_lata_N151_BC06	Burkholderia_lata_N200_BC05	Candida_albicans_N235_BC07	Candida_dubliniensis_N235_BC07	Candida_dubliniensis_N239_BC02	Chromobacterium_vaccinii_N175_BC04	Chromobacterium_vaccinii_N183_BC04	Chromobacterium_vaccinii_N187_BC02	Chromobacterium_vaccinii_N196_BC09	Chromobacterium_vaccinii_N208_BC01	Chromobacterium_vaccinii_N227_BC02	Chromobacterium_vaccinii_N228_BC06	Chromobacterium_violaceum_N196_BC11	Chromobacterium_violaceum_N221_BC06	Comamonas_testosteroni_N114_BC09	Corynebacterium_striatum_N230_BC07	Elizabethkingia_anophelis_N109_BC09	Elizabethkingia_anophelis_N167_BC01	Elizabethkingia_anophelis_N221_BC03	Elizabethkingia_genomosp._N155_BC09	Elizabethkingia_genomosp._N221_BC03	Elizabethkingia_miricola_N109_BC06	Elizabethkingia_miricola_N109_BC10	Elizabethkingia_miricola_N138_BC07	Elizabethkingia_miricola_N161_BC04	Elizabethkingia_miricola_N161_BC05	Elizabethkingia_miricola_N161_BC06	Elizabethkingia_miricola_N167_BC02	Elizabethkingia_miricola_N167_BC04	Elizabethkingia_miricola_N171_BC04	Elizabethkingia_miricola_N194_BC10	Elizabethkingia_miricola_N217_BC08	Elizabethkingia_miricola_N239_BC03	Enterococcus_sp._N233_BC08	Lysinibacillus_sp._N170_BC01	Lysinibacillus_sp._N220_BC01	Lysinibacillus_sp._N234_BC11	Macrococcus_sp._N125_BC08	Paenibacillus_sp._N132_BC08	Paenibacillus_sp._N143_BC11	Paenibacillus_sp._N173_BC04	Paenibacillus_sp._N190_BC10	Paenibacillus_sp._N198_BC04	Paenibacillus_sp._N220_BC06	Paenibacillus_xylanexedens_N101_BC06	Paenibacillus_xylanexedens_N195_BC10	Pantoea_rwandensis_N156_BC03	Plautia_stali_N105_BC01	Pseudomonas_oryzihabitans_N112_BC11	Pseudomonas_putida_N188_BC01	Pseudomonas_putida_N192_BC11	Pseudomonas_putida_N198_BC03	Pseudomonas_putida_N227_BC03	Pseudomonas_resinovorans_N133_BC12	Pseudomonas_sp._N104_BC04	Sphingomonas_sp._N156_BC01	Sphingomonas_sp._N156_BC02	Sphingomonas_sp._N162_BC07	Sphingomonas_sp._N182_BC07	Sphingomonas_sp._N182_BC08	Sphingomonas_sp._N215_BC02	Sphingomonas_sp._N216_BC07	Sphingomonas_sp._N223_BC05	Staphylococcus_capitis_N103_BC08	Staphylococcus_capitis_N108_BC10	Staphylococcus_capitis_N113_BC01	Staphylococcus_capitis_N113_BC02	Staphylococcus_capitis_N113_BC03	Staphylococcus_capitis_N114_BC03	Staphylococcus_capitis_N116_BC10	Staphylococcus_capitis_N121_BC07	Staphylococcus_capitis_N125_BC06	Staphylococcus_capitis_N125_BC07	Staphylococcus_capitis_N125_BC08	Staphylococcus_capitis_N128_BC08	Staphylococcus_capitis_N128_BC10	Staphylococcus_capitis_N128_BC11	Staphylococcus_capitis_N131_BC08	Staphylococcus_capitis_N131_BC09	Staphylococcus_capitis_N131_BC10	Staphylococcus_capitis_N135_BC02	Staphylococcus_capitis_N135_BC03	Staphylococcus_capitis_N136_BC10	Staphylococcus_capitis_N140_BC11	Staphylococcus_capitis_N154_BC02	Staphylococcus_capitis_N165_BC06	Staphylococcus_capitis_N169_BC03	Staphylococcus_capitis_N176_BC05	Staphylococcus_capitis_N176_BC06	Staphylococcus_capitis_N178_BC01	Staphylococcus_capitis_N181_BC06	Staphylococcus_capitis_N188_BC05	Staphylococcus_capitis_N200_BC09	Staphylococcus_capitis_N202_BC02	Staphylococcus_capitis_N203_BC06	Staphylococcus_capitis_N209_BC03	Staphylococcus_capitis_N210_BC05	Staphylococcus_capitis_N212_BC03	Staphylococcus_capitis_N217_BC06	Staphylococcus_capitis_N218_BC02	Staphylococcus_capitis_N220_BC11	Staphylococcus_capitis_N221_BC07	Staphylococcus_capitis_N225_BC11	Staphylococcus_capitis_N233_BC04	Staphylococcus_capitis_N235_BC02	Staphylococcus_capitis_N237_BC11	Staphylococcus_capitis_N238_BC04	Staphylococcus_cohnii_N101_BC08	Staphylococcus_cohnii_N129_BC02	Staphylococcus_kloosii_N232_BC10	Staphylococcus_piscifermentans_N233_BC03	Staphylococcus_succinus_N168_BC08	Staphylococcus_succinus_N176_BC09	Staphylococcus_succinus_N176_BC11	Staphylococcus_succinus_N176_BC12	Staphylococcus_succinus_N202_BC08	Staphylococcus_succinus_N225_BC07	Stenotrophomonas_maltophilia_N116_BC12	Stenotrophomonas_maltophilia_N117_BC02	Stenotrophomonas_maltophilia_N131_BC06	Stenotrophomonas_maltophilia_N178_BC12	Stenotrophomonas_maltophilia_N188_BC07	Stenotrophomonas_maltophilia_N188_BC09	Stenotrophomonas_maltophilia_N188_BC10	Stenotrophomonas_maltophilia_N201_BC07	Stenotrophomonas_maltophilia_N203_BC03	Stenotrophomonas_maltophilia_N216_BC11	Stenotrophomonas_maltophilia_N228_BC08	Streptococcus_salivarius_N174_BC07	
Staphylococcus_cohnii_N129_BC02	0.405585	1.0	0.372583	0.339586	0.372583	0.372583	0.372583	0.35328	0.339586	0.339586	0.372583	0.35328	0.35328	0.372583	0.339586	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.405585	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	0.339586	0.339586	0.339586	0.295981	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.239237	0.250557	0.242205	0.240698	0.245371	0.254359	0.248764	0.260703	0.243761	0.243761	0.242205	0.22668	0.236445	0.247037	0.248764	0.240698	0.260703	0.23782	0.23782	0.23782	0.242205	0.248764	0.23782	0.23782	0.243761	0.236445	0.242205	0.23782	0.242205	0.243761	0.250557	0.236445	0.23782	0.23782	0.239237	0.242205	0.243761	0.25242	0.23782	0.242205	0.248764	0.243761	0.243761	0.245371	0.0103098	0	0.182269	0.243761	0.208588	0.192791	0.192791	0.202933	0.199716	0.185367	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	
Staphylococcus_kloosii_N232_BC10	0.405585	0.405585	0.405585	0.320287	0.328965	0.320287	0.372583	0.328965	0.328965	0.339586	0.328965	0.328965	0.312952	0.328965	0.320287	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	1.0	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.35328	0.339586	0.320287	0.339586	0.291447	0.372583	0.372583	0.372583	0.35328	0.372583	0.372583	0.372583	0.372583	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.218593	0.224525	0.221466	0.224525	0.222464	0.236445	0.224525	0.232543	0.22668	0.219531	0.231311	0.215016	0.216771	0.220489	0.22668	0.221466	0.239237	0.222464	0.221466	0.221466	0.222464	0.224525	0.216771	0.219531	0.231311	0.218593	0.220489	0.216771	0.224525	0.218593	0.218593	0.217673	0.216771	0.217673	0.214163	0.214163	0.221466	0.222464	0.220489	0.216771	0.224525	0.216771	0.222464	0.217673	0.190183	0.182269	0	0.242205	0.217673	0.199716	0.199098	0.212502	0.210114	0.191209	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	
Staphylococcus_piscifermentans_N233_BC03	1.0	1.0	0.372583	0.306598	0.320287	0.312952	0.339586	0.320287	0.312952	0.339586	0.320287	0.320287	0.300994	0.306598	0.306598	0.372583	0.372583	0.35328	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	1.0	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.35328	0.320287	0.35328	0.320287	0.295981	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.35328	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.235108	0.231311	0.235108	0.23782	0.235108	0.256381	0.232543	0.245371	0.240698	0.236445	0.240698	0.235108	0.236445	0.240698	0.23782	0.235108	0.247037	0.236445	0.236445	0.23782	0.236445	0.235108	0.236445	0.236445	0.227796	0.233808	0.235108	0.235108	0.245371	0.236445	0.239237	0.236445	0.236445	0.236445	0.231311	0.235108	0.233808	0.250557	0.236445	0.239237	0.235108	0.231311	0.239237	0.236445	0.242205	0.243761	0.242205	0	0.260703	0.256381	0.256381	0.250557	0.263022	0.256381	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.339586	
Staphylococcus_succinus_N168_BC08	1.0	1.0	1.0	0.320287	0.35328	0.339586	0.372583	0.339586	0.328965	0.35328	0.339586	0.339586	0.339586	0.328965	0.328965	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	0.339586	0.328965	0.328965	0.291447	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.247037	0.258493	0.247037	0.250557	0.25242	0.256381	0.248764	0.258493	0.26803	0.247037	0.25242	0.25242	0.243761	0.245371	0.256381	0.25242	0.258493	0.248764	0.248764	0.248764	0.254359	0.256381	0.247037	0.245371	0.254359	0.245371	0.248764	0.247037	0.239237	0.247037	0.248764	0.248764	0.247037	0.247037	0.242205	0.243761	0.248764	0.250557	0.245371	0.248764	0.258493	0.248764	0.250557	0.247037	0.205675	0.208588	0.217673	0.260703	0	0.0198083	0.00863093	0.0142721	0.0111629	0.0221193	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	0.35328	
Staphylococcus_succinus_N176_BC09	1.0	1.0	1.0	0.295981	0.339586	0.328965	0.405585	0.339586	0.328965	0.339586	0.339586	0.328965	0.339586	0.320287	0.320287	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	0.339586	0.328965	0.339586	0.287309	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.235108	0.250557	0.236445	0.23782	0.240698	0.242205	0.242205	0.25242	0.256381	0.235108	0.239237	0.23782	0.235108	0.236445	0.243761	0.239237	0.250557	0.240698	0.236445	0.236445	0.240698	0.243761	0.235108	0.233808	0.240698	0.235108	0.240698	0.235108	0.231311	0.235108	0.23782	0.23782	0.236445	0.236445	0.232543	0.235108	0.236445	0.247037	0.233808	0.239237	0.256381	0.23782	0.240698	0.235108	0.192258	0.192791	0.199716	0.256381	0.0198083	0	0.0163251	0.0114731	0.0193523	0.0162471	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	0.35328	
Staphylococcus_succinus_N176_BC11	1.0	1.0	1.0	0.295981	0.339586	0.339586	0.372583	0.339586	0.328965	0.35328	0.339586	0.339586	0.339586	0.328965	0.328965	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	0.339586	0.328965	0.328965	0.291447	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.239237	0.254359	0.239237	0.243761	0.242205	0.245371	0.243761	0.254359	0.256381	0.23782	0.245371	0.245371	0.23782	0.239237	0.247037	0.240698	0.25242	0.242205	0.240698	0.240698	0.243761	0.248764	0.239237	0.236445	0.247037	0.23782	0.242205	0.23782	0.23011	0.239237	0.240698	0.240698	0.239237	0.240698	0.235108	0.236445	0.239237	0.247037	0.23782	0.240698	0.258493	0.240698	0.242205	0.239237	0.192258	0.192791	0.199098	0.256381	0.00863093	0.0163251	0	0.0104623	0.00835746	0.0182099	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	0.35328	
Staphylococcus_succinus_N176_BC12	1.0	1.0	1.0	0.300994	0.328965	0.328965	0.35328	0.339586	0.328965	0.339586	0.339586	0.328965	0.328965	0.320287	0.320287	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	0.339586	0.320287	0.328965	0.291447	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.239237	0.25242	0.240698	0.243761	0.239237	0.243761	0.242205	0.250557	0.250557	0.239237	0.243761	0.245371	0.236445	0.236445	0.248764	0.243761	0.250557	0.242205	0.239237	0.240698	0.243761	0.248764	0.239237	0.23782	0.243761	0.240698	0.239237	0.239237	0.235108	0.239237	0.239237	0.239237	0.23782	0.23782	0.236445	0.236445	0.23782	0.248764	0.239237	0.239237	0.256381	0.236445	0.240698	0.239237	0.198488	0.202933	0.212502	0.250557	0.0142721	0.0114731	0.0104623	0	0.0134624	0.0179148	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	0.35328	
Staphylococcus_succinus_N202_BC08	1.0	1.0	1.0	0.328965	0.35328	0.35328	0.35328	0.339586	0.328965	0.339586	0.339586	0.339586	0.328965	0.339586	0.328965	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	0.339586	0.320287	0.328965	0.306598	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.248764	0.26546	0.250557	0.25242	0.250557	0.256381	0.250557	0.254359	0.276697	0.250557	0.254359	0.254359	0.248764	0.248764	0.258493	0.25242	0.25242	0.25242	0.250557	0.250557	0.254359	0.254359	0.250557	0.248764	0.263022	0.245371	0.25242	0.250557	0.245371	0.250557	0.25242	0.250557	0.250557	0.250557	0.247037	0.248764	0.248764	0.25242	0.248764	0.25242	0.260703	0.250557	0.25242	0.250557	0.196705	0.199716	0.210114	0.263022	0.0111629	0.0193523	0.00835746	0.0134624	0	0.019763	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	0.372583	
Staphylococcus_succinus_N225_BC07	1.0	1.0	1.0	0.312952	0.328965	0.328965	0.405585	0.339586	0.328965	0.339586	0.339586	0.328965	0.328965	0.320287	0.320287	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	0.339586	0.339586	0.328965	0.291447	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.235108	0.25242	0.23782	0.239237	0.239237	0.248764	0.239237	0.25242	0.254359	0.236445	0.243761	0.23011	0.232543	0.235108	0.250557	0.239237	0.254359	0.240698	0.235108	0.236445	0.240698	0.245371	0.236445	0.233808	0.240698	0.236445	0.23782	0.235108	0.231311	0.235108	0.240698	0.23782	0.232543	0.235108	0.231311	0.23011	0.235108	0.245371	0.235108	0.233808	0.258493	0.236445	0.240698	0.239237	0.183134	0.185367	0.191209	0.256381	0.0221193	0.0162471	0.0182099	0.0179148	0.019763	0	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	0.35328	
Stenotrophomonas_maltophilia_N116_BC12	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.300994	0.300994	0.339586	0.339586	0.300994	0.328965	0.320287	0.320287	0.328965	0.306598	0.328965	0.405585	0.405585	0.405585	0.328965	0.295981	0.295981	0.291447	0.35328	0.320287	0.339586	0.291447	0.291447	0.295981	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.35328	0.339586	0.283502	0.291447	0.279978	0.295981	0.291447	0.287309	0.312952	0.328965	0.328965	0.35328	0.328965	0.328965	0.328965	0.35328	0.328965	0.405585	0.405585	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0	0.015681	0.0770708	0.0822313	0.0714538	0.0723751	0.0715213	0.0166061	0.0704228	0.0709514	0.0723061	1.0	
Stenotrophomonas_maltophilia_N117_BC02	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.300994	0.300994	0.328965	0.339586	0.306598	0.320287	0.320287	0.320287	0.328965	0.300994	0.328965	0.405585	0.405585	0.405585	0.320287	0.295981	0.295981	0.295981	0.35328	0.312952	0.339586	0.291447	0.295981	0.291447	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	0.35328	0.283502	0.295981	0.279978	0.300994	0.295981	0.291447	0.320287	0.339586	0.339586	0.35328	0.339586	0.339586	0.339586	0.35328	0.339586	0.405585	0.405585	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.015681	0	0.0767214	0.0827683	0.0724788	0.0732837	0.0725135	0.0251928	0.0710514	0.0718605	0.073639	1.0	
Stenotrophomonas_maltophilia_N131_BC06	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.287309	0.287309	0.328965	0.320287	0.287309	0.283502	0.287309	0.300994	0.306598	0.287309	0.295981	0.405585	0.405585	0.405585	0.312952	0.295981	0.295981	0.295981	0.306598	0.320287	0.328965	0.300994	0.300994	0.279978	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.320287	0.339586	0.283502	0.320287	0.263022	0.320287	0.312952	0.306598	0.320287	0.320287	0.320287	0.328965	0.320287	0.320287	0.320287	0.328965	0.320287	0.405585	0.405585	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.0770708	0.0767214	0	0.0833126	0.0724788	0.0735321	0.073037	0.0819213	0.0149969	0.0433447	0.0735677	1.0	
Stenotrophomonas_maltophilia_N178_BC12	0.405585	0.405585	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.291447	0.287309	0.35328	0.372583	0.300994	0.328965	0.35328	0.306598	0.35328	0.312952	0.339586	0.405585	0.405585	0.405585	0.300994	0.291447	0.291447	0.279978	0.328965	0.291447	0.312952	0.283502	0.283502	0.306598	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.405585	0.405585	1.0	1.0	1.0	1.0	1.0	0.328965	0.35328	0.306598	0.295981	0.263022	0.300994	0.295981	0.300994	0.35328	0.306598	0.306598	0.339586	0.306598	0.306598	0.306598	0.328965	0.306598	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0822313	0.0827683	0.0833126	0	0.0712856	0.0716566	0.0710848	0.0884707	0.0758802	0.0757669	0.0720998	1.0	
Stenotrophomonas_maltophilia_N188_BC07	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.287309	0.287309	0.328965	0.339586	0.25242	0.243761	0.239237	0.306598	0.320287	0.295981	0.232543	0.405585	0.372583	0.405585	0.312952	0.295981	0.295981	0.291447	0.372583	0.306598	0.35328	0.287309	0.287309	0.295981	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.339586	0.328965	0.291447	0.291447	0.287309	0.291447	0.287309	0.231311	0.328965	0.328965	0.328965	0.328965	0.328965	0.328965	0.328965	0.328965	0.328965	0.405585	0.405585	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.0714538	0.0724788	0.0724788	0.0712856	0	0.00411458	0.00333479	0.0785007	0.0650801	0.0649098	0.004991	1.0	
