s_129	G_20	s_133	s_112	s_194	s_201	s_228	s_142	s_158	G_18	s_205	s_172	s_115	s_222	s_145	s_226	G_31	s_168	s_106	G_22	s_215	s_135	s_138	s_199	s_224	G_33	s_153	s_208	s_219	s_181	s_151	s_121	s_118	s_196	s_183	s_164	s_178	s_102	G_2	s_213	G_27	s_136	G_14	G_10	s_182	s_156	G_5	s_144	s_117	s_192	G_16	s_100	s_220	s_203	s_111	s_187	G_25	s_184	s_154	G_21	s_124	s_131	s_159	s_97	s_209	G_28	s_166	s_188	G_19	s_216	G_17	s_229	s_195	s_128	s_123	s_160	s_174	G_9	s_101	G_12	s_218	G_4	s_114	s_202	s_225	s_104	s_108	s_132	s_127	s_212	s_227	s_214	s_99	s_134	s_148	s_198	s_221	s_191	s_162	s_120	s_185	G_32	s_171	s_126	s_143	s_149	s_107	s_150	s_197	s_179	G_36	G_34	s_137	s_152	G_23	s_169	s_177	s_176	s_223	s_103	s_146	s_140	s_113	s_122	G_7	s_147	s_207	s_119	s_105	s_189	s_180	G_8	s_110	G_35	s_116	s_170	s_165	G_1	s_125	G_26	G_11	s_204	s_139	G_15	s_155	s_200	s_217	s_109	s_130	s_175	s_193	G_6	s_141	G_30	G_29	s_173	G_3	s_98	s_211	s_206	s_210	s_157	s_186	s_190	G_24	s_161	G_13
G_11 0.00734138 0.00196117 0.00742757 0.00754598 0.00734286 0.00097688 0.00737715 0.00097713 0.00733612 0.00100677 0.00745170 0.00738475 0.00734520 0.00737865 0.00731440 0.00746091 0.00098902 0.00715138 0.00743048 0.00101380 0.00749662 0.00729582 0.00097717 0.00097772 0.00097827 0.00099276 0.00724016 0.00754186 0.00735335 0.00736143 0.00097790 0.00735304 0.00735418 0.00734070 0.00749703 0.00097782 0.00748715 0.00742400 0.00008001 0.00751212 0.00099879 0.00729658 0.00104518 0.00726136 0.00737246 0.00749656 0.00099420 0.00098051 0.00735299 0.00753932 0.00103270 0.00707105 0.00734690 0.00731531 0.00746968 0.00097732 0.00100655 0.00748614 0.00753722 0.00104283 0.00727705 0.00733378 0.00735695 0.00735173 0.00707889 0.00098083 0.00718082 0.00097837 0.00102797 0.00735898 0.00099868 0.00746528 0.00741657 0.00734225 0.00745461 0.00097728 0.00735335 0.00100370 0.00735188 0.00100045 0.00736383 0.00099923 0.00734651 0.00097832 0.00735432 0.00734411 0.00764981 0.00733728 0.00098294 0.00099759 0.00734271 0.00737375 0.00735754 0.00730182 0.00733801 0.00728576 0.00734278 0.00748602 0.00670951 0.00734453 0.00790892 0.00104324 0.00721402 0.00733655 0.00097900 0.00734337 0.00754284 0.00753719 0.00733148 0.00737329 0.00104465 0.00097964 0.00728701 0.00097801 0.00098822 0.00721555 0.00750151 0.00097896 0.00740522 0.00733254 0.00734932 0.00097645 0.00754490 0.00734989 0.00099507 0.00733178 0.00730227 0.00735441 0.00735097 0.00749654 0.00736203 0.00100789 0.00748428 0.00102957 0.00719796 0.00721676 0.00097781 0.00012478 0.00735013 0.00099939 0 0.00104417 0.00097673 0.00101474 0.00773683 0.00755430 0.00729058 0.00735204 0.00733801 0.00097833 0.00735188 0.00099767 0.00097852 0.00099048 0.00101796 0.00736264 0.00735841 0.00734710 0.00748212 0.00097549 0.00721451 0.00097827 0.00097902 0.00734300 0.00101218 0.00724992 0.00098227
s_204 0.00674477 0.00114424 0.00664836 0.00747417 0.00672967 0.00004050 0.00719879 0.00004568 0.00675530 0.00013448 0.00735507 0.00728064 0.00673139 0.00731202 0.00676463 0.00735784 0.00011372 0.00685394 0.00739993 0.00014845 0.00738503 0.00683374 0.00004056 0.00004052 0.00004043 0.00011550 0.00733718 0.00750814 0.00669575 0.00735092 0.00004676 0.00670873 0.00670994 0.00678229 0.00741944 0.00004621 0.00725311 0.00739888 0.00103481 0.00724439 0.00011347 0.00682672 0.00015059 0.00732616 0.00734305 0.00747453 0.00011370 0.00004540 0.00671427 0.00749321 0.00015156 0.00650587 0.00670452 0.00676514 0.00747876 0.00004650 0.00013910 0.00742110 0.00753516 0.00015678 0.00734638 0.00674592 0.00677797 0.00672624 0.00754179 0.00012183 0.00689676 0.00004625 0.00013199 0.00670919 0.00012021 0.00739554 0.00739122 0.00674342 0.00748794 0.00004678 0.00734257 0.00012355 0.00672399 0.00011801 0.00734448 0.00012607 0.00672369 0.00004541 0.00731963 0.00669597 0.00761045 0.00671112 0.00005040 0.00004552 0.00727247 0.00732485 0.00671070 0.00682812 0.00675742 0.00681830 0.00669577 0.00749990 0.00671884 0.00670510 0.00772782 0.00014854 0.00716420 0.00676027 0.00004541 0.00675680 0.00750992 0.00676409 0.00673639 0.00734873 0.00019418 0.00013574 0.00682570 0.00004676 0.00010996 0.00716167 0.00723393 0.00004729 0.00732751 0.00668125 0.00675704 0.00004051 0.00748716 0.00670933 0.00011215 0.00673829 0.00728319 0.00672319 0.00672458 0.00724230 0.00734673 0.00012770 0.00748741 0.00016614 0.00656527 0.00713619 0.00004675 0.00109191 0.00677369 0.00011639 0.00104417 0 0.00004051 0.00013186 0.00769278 0.00761960 0.00728031 0.00725530 0.00674400 0.00004644 0.00672240 0.00012948 0.00004542 0.00011434 0.00013343 0.00737625 0.00726478 0.00673156 0.00723139 0.00004658 0.00710566 0.00004542 0.00004622 0.00671496 0.00011646 0.00731405 0.00010829
s_139 0.00721620 0.00108783 0.00721887 0.00750253 0.00725862 0.00000257 0.00738295 0.00000939 0.00726640 0.00008400 0.00740097 0.00737797 0.00723888 0.00736176 0.00721681 0.00743968 0.00007658 0.00706031 0.00746262 0.00010005 0.00743075 0.00720245 0.00000541 0.00000361 0.00000335 0.00007624 0.00735656 0.00756652 0.00725179 0.00746346 0.00000991 0.00721442 0.00720415 0.00726894 0.00742985 0.00000652 0.00729886 0.00745882 0.00097033 0.00730322 0.00007502 0.00722574 0.00011287 0.00731973 0.00746066 0.00753223 0.00007817 0.00001357 0.00721653 0.00748550 0.00011171 0.00699882 0.00725217 0.00722622 0.00746900 0.00000861 0.00008556 0.00742327 0.00756268 0.00011971 0.00736782 0.00724972 0.00724821 0.00724734 0.00761042 0.00007403 0.00705726 0.00000991 0.00009440 0.00725021 0.00008345 0.00750817 0.00738922 0.00722788 0.00753930 0.00000887 0.00734927 0.00008746 0.00724502 0.00007900 0.00737596 0.00008757 0.00725606 0.00000782 0.00737905 0.00722446 0.00757795 0.00721368 0.00001115 0.00000850 0.00735827 0.00746120 0.00719847 0.00720644 0.00726810 0.00725747 0.00725147 0.00747139 0.00735239 0.00723424 0.00768251 0.00010719 0.00720617 0.00725302 0.00001122 0.00725797 0.00758508 0.00731068 0.00725739 0.00746659 0.00014664 0.00008381 0.00720125 0.00000861 0.00007107 0.00720787 0.00732691 0.00001382 0.00731171 0.00724290 0.00725697 0.00000283 0.00751796 0.00721468 0.00007607 0.00725780 0.00738396 0.00724286 0.00725676 0.00729131 0.00746057 0.00007415 0.00744160 0.00011294 0.00708587 0.00719973 0.00000913 0.00102072 0.00726586 0.00007761 0.00097673 0.00004051 0 0.00009405 0.00768443 0.00757928 0.00729997 0.00713870 0.00721448 0.00000939 0.00725057 0.00007853 0.00000834 0.00007609 0.00009711 0.00737096 0.00729963 0.00721673 0.00729111 0.00000704 0.00720617 0.00001018 0.00000965 0.00725035 0.00008291 0.00737089 0.00007180
G_15 0.00721416 0.00106562 0.00710797 0.00752338 0.00719793 0.00009325 0.00742987 0.00009180 0.00721674 0.00008417 0.00741651 0.00737955 0.00720362 0.00744255 0.00719625 0.00746738 0.00007119 0.00704037 0.00747392 0.00009664 0.00746212 0.00722003 0.00009354 0.00009275 0.00009306 0.00006955 0.00741349 0.00763316 0.00722065 0.00744503 0.00009202 0.00721098 0.00722874 0.00723693 0.00745953 0.00009150 0.00729285 0.00746980 0.00100225 0.00732196 0.00007163 0.00722087 0.00011018 0.00729847 0.00746566 0.00759587 0.00007226 0.00009171 0.00722370 0.00753433 0.00010732 0.00697421 0.00723106 0.00717945 0.00750338 0.00009257 0.00008652 0.00745265 0.00760192 0.00011378 0.00736572 0.00721165 0.00723637 0.00723744 0.00711876 0.00007002 0.00710318 0.00009180 0.00009080 0.00721778 0.00007578 0.00754772 0.00748392 0.00721787 0.00750414 0.00009310 0.00742052 0.00008306 0.00723183 0.00007507 0.00745382 0.00007985 0.00719298 0.00009199 0.00737313 0.00720089 0.00758197 0.00717116 0.00009643 0.00009266 0.00744370 0.00747438 0.00722886 0.00722398 0.00722139 0.00722417 0.00718444 0.00751627 0.00674898 0.00717586 0.00787814 0.00010543 0.00730855 0.00719176 0.00009284 0.00721663 0.00759658 0.00733109 0.00721631 0.00747319 0.00013846 0.00007494 0.00721887 0.00009044 0.00006574 0.00730213 0.00731132 0.00009330 0.00742388 0.00717816 0.00721613 0.00009303 0.00752302 0.00721868 0.00006876 0.00719044 0.00743464 0.00723698 0.00720206 0.00728237 0.00744210 0.00007208 0.00751188 0.00011293 0.00704779 0.00730515 0.00009359 0.00106416 0.00720014 0.00007085 0.00101474 0.00013186 0.00009405 0 0.00777249 0.00763585 0.00737765 0.00724007 0.00721198 0.00009270 0.00719986 0.00007275 0.00009232 0.00006943 0.00008934 0.00744469 0.00724621 0.00720636 0.00726941 0.00009204 0.00730285 0.00009075 0.00009174 0.00722816 0.00007922 0.00738325 0.00006378
s_155 0.00738861 0.00782184 0.00741827 0.00722521 0.00741800 0.00775315 0.00536963 0.00773854 0.00740947 0.00774339 0.00727174 0.00553837 0.00741053 0.00788448 0.00739567 0.00428200 0.00775722 0.00765742 0.00400028 0.00777253 0.00682943 0.00735396 0.00776151 0.00775313 0.00775368 0.00777660 0.00409060 0.00000717 0.00742201 0.00712701 0.00771650 0.00740544 0.00740872 0.00740771 0.00682995 0.00769546 0.00769492 0.00398938 0.00777728 0.00772969 0.00772297 0.00735003 0.00775068 0.00755825 0.00712396 0.00518754 0.00775195 0.00772034 0.00740990 0.00722162 0.00781308 0.00714179 0.00743007 0.00739366 0.00660920 0.00768645 0.00772848 0.00682725 0.00000619 0.00776068 0.00324513 0.00737918 0.00740470 0.00738884 0.00389409 0.00776547 0.00765154 0.00770002 0.00778317 0.00742803 0.00774637 0.00134210 0.00439686 0.00738994 0.00325317 0.00769220 0.00698649 0.00775780 0.00739988 0.00779254 0.00686498 0.00775904 0.00740754 0.00777062 0.00787335 0.00741713 0.00792027 0.00739440 0.00771166 0.00766890 0.00535620 0.00712895 0.00741429 0.00735017 0.00739177 0.00740980 0.00742290 0.00667839 0.00367835 0.00740919 0.00854187 0.00775555 0.00759798 0.00738960 0.00773425 0.00739163 0.00389067 0.00753337 0.00740879 0.00712346 0.00780630 0.00776471 0.00735393 0.00771508 0.00773434 0.00759569 0.00769791 0.00769833 0.00786631 0.00739891 0.00739331 0.00773308 0.00725202 0.00740927 0.00774149 0.00739380 0.00408131 0.00740086 0.00741145 0.00769275 0.00712186 0.00779025 0.00666581 0.00766333 0.00725447 0.00759309 0.00768412 0.00780167 0.00740651 0.00772961 0.00773683 0.00769278 0.00768443 0.00777249 0 0.00656005 0.00670572 0.00780694 0.00739132 0.00769534 0.00741081 0.00781407 0.00764603 0.00775261 0.00776897 0.00685497 0.00755359 0.00740086 0.00769322 0.00768822 0.00759444 0.00770019 0.00769034 0.00741732 0.00774886 0.00408479 0.00776156
s_200 0.00764137 0.00772659 0.00764978 0.00362027 0.00767082 0.00760949 0.00690085 0.00758223 0.00764182 0.00764219 0.00330665 0.00715598 0.00767373 0.00789387 0.00763251 0.00708443 0.00761705 0.00770319 0.00714613 0.00765621 0.00326434 0.00765041 0.00758863 0.00755152 0.00760762 0.00762090 0.00681059 0.00650935 0.00770584 0.00253970 0.00759119 0.00766535 0.00766331 0.00765572 0.00325340 0.00757592 0.00787522 0.00711854 0.00759823 0.00791973 0.00758932 0.00765577 0.00762238 0.00734571 0.00253938 0.00696844 0.00762397 0.00755178 0.00766479 0.00364386 0.00764213 0.00738587 0.00770095 0.00764085 0.00000247 0.00755462 0.00764880 0.00324653 0.00654533 0.00764320 0.00656813 0.00764608 0.00764599 0.00766191 0.00725371 0.00763239 0.00769690 0.00755861 0.00760168 0.00769169 0.00762436 0.00676963 0.00663240 0.00764622 0.00668908 0.00754430 0.00349799 0.00763317 0.00767665 0.00759083 0.00347462 0.00762984 0.00767467 0.00760715 0.00789794 0.00766983 0.00785367 0.00765349 0.00758107 0.00756071 0.00689995 0.00253922 0.00766504 0.00765642 0.00764505 0.00766071 0.00770782 0.00000124 0.00627789 0.00767067 0.00815818 0.00762397 0.00759659 0.00764574 0.00758425 0.00764918 0.00723549 0.00788530 0.00764259 0.00254524 0.00769495 0.00763350 0.00764547 0.00754171 0.00761470 0.00763732 0.00785344 0.00758950 0.00790663 0.00767775 0.00764958 0.00754460 0.00363559 0.00766402 0.00761608 0.00765792 0.00678815 0.00767264 0.00767620 0.00787257 0.00254368 0.00763705 0.00000155 0.00764781 0.00750806 0.00763154 0.00758514 0.00760216 0.00764933 0.00760657 0.00755430 0.00761960 0.00757928 0.00763585 0.00656005 0 0.00358479 0.00751145 0.00764563 0.00754971 0.00766980 0.00764127 0.00758382 0.00761764 0.00761649 0.00346622 0.00733459 0.00766682 0.00789152 0.00758482 0.00760786 0.00758111 0.00755780 0.00766667 0.00762448 0.00675421 0.00761532
s_217 0.00730149 0.00749812 0.00740123 0.00070890 0.00730660 0.00733781 0.00691491 0.00730276 0.00729776 0.00739887 0.00148719 0.00736710 0.00730563 0.00762974 0.00729006 0.00667032 0.00736827 0.00709278 0.00656444 0.00740523 0.00362332 0.00725996 0.00729583 0.00733735 0.00737749 0.00737449 0.00689174 0.00672286 0.00734621 0.00281218 0.00733918 0.00729888 0.00729853 0.00730082 0.00361392 0.00734105 0.00748272 0.00656023 0.00733441 0.00752584 0.00735492 0.00725794 0.00737540 0.00745576 0.00281197 0.00733554 0.00738150 0.00734070 0.00730157 0.00070640 0.00739496 0.00701599 0.00735017 0.00729356 0.00347461 0.00729995 0.00739825 0.00360747 0.00675167 0.00739052 0.00629604 0.00730153 0.00730650 0.00729864 0.00641332 0.00739351 0.00713227 0.00734880 0.00734967 0.00729661 0.00736608 0.00661809 0.00704308 0.00729710 0.00645335 0.00734706 0.00000087 0.00738147 0.00730646 0.00736005 0.00000301 0.00738030 0.00730279 0.00730287 0.00762871 0.00730985 0.00760277 0.00730264 0.00733411 0.00727735 0.00691066 0.00281442 0.00730535 0.00725774 0.00730213 0.00726160 0.00735167 0.00349689 0.00593358 0.00729870 0.00791074 0.00736210 0.00718048 0.00730505 0.00730302 0.00729717 0.00691075 0.00735411 0.00730097 0.00282134 0.00743715 0.00739681 0.00725689 0.00734174 0.00735044 0.00731200 0.00745742 0.00734097 0.00762962 0.00730315 0.00730474 0.00734276 0.00069456 0.00730351 0.00736764 0.00729993 0.00693959 0.00729890 0.00730629 0.00747561 0.00281374 0.00740240 0.00349417 0.00743360 0.00714662 0.00718343 0.00729994 0.00735669 0.00730477 0.00736605 0.00729058 0.00728031 0.00729997 0.00737765 0.00670572 0.00358479 0 0.00718357 0.00730366 0.00734404 0.00730119 0.00738464 0.00733949 0.00736047 0.00737207 0.00000180 0.00756877 0.00730612 0.00747990 0.00730384 0.00731632 0.00734428 0.00730163 0.00730448 0.00737093 0.00685185 0.00735811
s_109 0.00748775 0.00730182 0.00763648 0.00719027 0.00748726 0.00713381 0.00723435 0.00721199 0.00748587 0.00712961 0.00728350 0.00726591 0.00748758 0.00734747 0.00749008 0.00715786 0.00711498 0.00735340 0.00721212 0.00724591 0.00739882 0.00743574 0.00722697 0.00713282 0.00713132 0.00722800 0.00717397 0.00749502 0.00748698 0.00739837 0.00711480 0.00748512 0.00749024 0.00748584 0.00730290 0.00712333 0.00740442 0.00720488 0.00733801 0.00740144 0.00722521 0.00743947 0.00724020 0.00736602 0.00739609 0.00725994 0.00722695 0.00712341 0.00749153 0.00719288 0.00724611 0.00707155 0.00748844 0.00749114 0.00735440 0.00712207 0.00721107 0.00730095 0.00751653 0.00726139 0.00708628 0.00748571 0.00748958 0.00742754 0.00714666 0.00723081 0.00734614 0.00712042 0.00715652 0.00747981 0.00722048 0.00742520 0.00708996 0.00749079 0.00704275 0.00712191 0.00711902 0.00722934 0.00743279 0.00721589 0.00729197 0.00712658 0.00748699 0.00721518 0.00735093 0.00743274 0.00000051 0.00748571 0.00722584 0.00712867 0.00722458 0.00739595 0.00742696 0.00743498 0.00748239 0.00743275 0.00748805 0.00735526 0.00735964 0.00748857 0.00000116 0.00715232 0.00717815 0.00747616 0.00721135 0.00748704 0.00727725 0.00765590 0.00748456 0.00739786 0.00727019 0.00720214 0.00743390 0.00720849 0.00721682 0.00717705 0.00740342 0.00712370 0.00734502 0.00743218 0.00748409 0.00721550 0.00717703 0.00748734 0.00714712 0.00748368 0.00719108 0.00748566 0.00743076 0.00740231 0.00739523 0.00721542 0.00735148 0.00725181 0.00749035 0.00717470 0.00712277 0.00733814 0.00748684 0.00720424 0.00735204 0.00725530 0.00713870 0.00724007 0.00780694 0.00751145 0.00718357 0 0.00748853 0.00712126 0.00748703 0.00722264 0.00712409 0.00722634 0.00722839 0.00727861 0.00729069 0.00743039 0.00740448 0.00713334 0.00717826 0.00712498 0.00712179 0.00748633 0.00714598 0.00714520 0.00723197
s_130 0.00000762 0.00734071 0.00000339 0.00765585 0.00001043 0.00720925 0.00714853 0.00720713 0.00000868 0.00726765 0.00743729 0.00747119 0.00001167 0.00710800 0.00000306 0.00718534 0.00718378 0.00028160 0.00722389 0.00726766 0.00741521 0.00006531 0.00720353 0.00720922 0.00721325 0.00719915 0.00703902 0.00721435 0.00000796 0.00734112 0.00719343 0.00001223 0.00001115 0.00000292 0.00741155 0.00719442 0.00755946 0.00722094 0.00734067 0.00757063 0.00720686 0.00006886 0.00720289 0.00740071 0.00733221 0.00736403 0.00720570 0.00721757 0.00000530 0.00763229 0.00725842 0.00001038 0.00000796 0.00000865 0.00757838 0.00719712 0.00727208 0.00739887 0.00720797 0.00723081 0.00698793 0.00000980 0.00000395 0.00000345 0.00731533 0.00724666 0.00028209 0.00719040 0.00720050 0.00000743 0.00719676 0.00730470 0.00710881 0.00001027 0.00715656 0.00719973 0.00728456 0.00717973 0.00000718 0.00722386 0.00735603 0.00720545 0.00001172 0.00719750 0.00712447 0.00000852 0.00770124 0.00000605 0.00722433 0.00717038 0.00714750 0.00733885 0.00001305 0.00006705 0.00000948 0.00006700 0.00000982 0.00755339 0.00714974 0.00001218 0.00786829 0.00720174 0.00740624 0.00000637 0.00720653 0.00000684 0.00734045 0.00001841 0.00000868 0.00733876 0.00728315 0.00723958 0.00007105 0.00719485 0.00718145 0.00741471 0.00753003 0.00721982 0.00712880 0.00000613 0.00000737 0.00721174 0.00764821 0.00000663 0.00719943 0.00000711 0.00705621 0.00001144 0.00000532 0.00754145 0.00733107 0.00725119 0.00755847 0.00728187 0.00000549 0.00741153 0.00719702 0.00734180 0.00000421 0.00719132 0.00733801 0.00674400 0.00721448 0.00721198 0.00739132 0.00764563 0.00730366 0.00748853 0 0.00719472 0.00001114 0.00726738 0.00720109 0.00719826 0.00719521 0.00734576 0.00739592 0.00001141 0.00752625 0.00719558 0.00741020 0.00721185 0.00718825 0.00001286 0.00719857 0.00704213 0.00720134
s_175 0.00719663 0.00108295 0.00718215 0.00749099 0.00721299 0.00000783 0.00737598 0.00000470 0.00720596 0.00008297 0.00740695 0.00738783 0.00723383 0.00743353 0.00716563 0.00744940 0.00007555 0.00698703 0.00745818 0.00009634 0.00742263 0.00719717 0.00001043 0.00000913 0.00000757 0.00007310 0.00739258 0.00758785 0.00722312 0.00743470 0.00000235 0.00720175 0.00720704 0.00721364 0.00741621 0.00000130 0.00733128 0.00746005 0.00096958 0.00733954 0.00007397 0.00722020 0.00011048 0.00730293 0.00743969 0.00755661 0.00007476 0.00000652 0.00720330 0.00749407 0.00010903 0.00699364 0.00719519 0.00717728 0.00747230 0.00000339 0.00008324 0.00741742 0.00758428 0.00011549 0.00733908 0.00722613 0.00721707 0.00725282 0.00755610 0.00007059 0.00704782 0.00000235 0.00009253 0.00720186 0.00008133 0.00748441 0.00740654 0.00721364 0.00747295 0.00000365 0.00740796 0.00008484 0.00724015 0.00007769 0.00741492 0.00008469 0.00725099 0.00000470 0.00740720 0.00721736 0.00756034 0.00720864 0.00000943 0.00000159 0.00735113 0.00744022 0.00719229 0.00720161 0.00720674 0.00720072 0.00721622 0.00744163 0.00675692 0.00723014 0.00779316 0.00010584 0.00725288 0.00723908 0.00000601 0.00719841 0.00758678 0.00736926 0.00720927 0.00743962 0.00014241 0.00007906 0.00718738 0.00000157 0.00006975 0.00724635 0.00731570 0.00000339 0.00743489 0.00723895 0.00719726 0.00000600 0.00751073 0.00720012 0.00007266 0.00724506 0.00738152 0.00722735 0.00725192 0.00732381 0.00743217 0.00006968 0.00743884 0.00011354 0.00708216 0.00724411 0.00000287 0.00102191 0.00726010 0.00007736 0.00097833 0.00004644 0.00000939 0.00009270 0.00769534 0.00754971 0.00734404 0.00712126 0.00719472 0 0.00722321 0.00007509 0.00000496 0.00007295 0.00009344 0.00744153 0.00723377 0.00721031 0.00732071 0.00000104 0.00722331 0.00000522 0.00000183 0.00720544 0.00007925 0.00736846 0.00006998
s_193 0.00000769 0.00736313 0.00000968 0.00764724 0.00000557 0.00723204 0.00715574 0.00725273 0.00000505 0.00728886 0.00746404 0.00748286 0.00000448 0.00712472 0.00001265 0.00718892 0.00720637 0.00029096 0.00722566 0.00730039 0.00742051 0.00005642 0.00724798 0.00722057 0.00722455 0.00723370 0.00707763 0.00721929 0.00000790 0.00734251 0.00724316 0.00000714 0.00000422 0.00001064 0.00745098 0.00724822 0.00755690 0.00721680 0.00735705 0.00757694 0.00722282 0.00005373 0.00723123 0.00740044 0.00733916 0.00737616 0.00723377 0.00722435 0.00000738 0.00763574 0.00728672 0.00000799 0.00000685 0.00000928 0.00760002 0.00723714 0.00730205 0.00744727 0.00721801 0.00724450 0.00700762 0.00000642 0.00000744 0.00000237 0.00729358 0.00727479 0.00029135 0.00721755 0.00724422 0.00000369 0.00723139 0.00726085 0.00713497 0.00001116 0.00715422 0.00721071 0.00736074 0.00723837 0.00000713 0.00725473 0.00735429 0.00725033 0.00000609 0.00722230 0.00711602 0.00000741 0.00771927 0.00001114 0.00722131 0.00719301 0.00715374 0.00733344 0.00000397 0.00005600 0.00000770 0.00005557 0.00000685 0.00759337 0.00646943 0.00000316 0.00792893 0.00721729 0.00738367 0.00000772 0.00726335 0.00000770 0.00733164 0.00002067 0.00000743 0.00734229 0.00731442 0.00727154 0.00005374 0.00722767 0.00717613 0.00742020 0.00751359 0.00724480 0.00714481 0.00000794 0.00000956 0.00721641 0.00764014 0.00000869 0.00722474 0.00000903 0.00705287 0.00000846 0.00001005 0.00753477 0.00733767 0.00727762 0.00759458 0.00731627 0.00000676 0.00745281 0.00726023 0.00736358 0.00000717 0.00721996 0.00735188 0.00672240 0.00725057 0.00719986 0.00741081 0.00766980 0.00730119 0.00748703 0.00001114 0.00722321 0 0.00729533 0.00724537 0.00719649 0.00723494 0.00737759 0.00740916 0.00000527 0.00753950 0.00722969 0.00740691 0.00726400 0.00723841 0.00000452 0.00722967 0.00703020 0.00720271
G_6 0.00726828 0.00107537 0.00724052 0.00756920 0.00728679 0.00007803 0.00744988 0.00007521 0.00726290 0.00008052 0.00744249 0.00743851 0.00727743 0.00738155 0.00718693 0.00749204 0.00005495 0.00707004 0.00746923 0.00007356 0.00748855 0.00725340 0.00007703 0.00007643 0.00007863 0.00005125 0.00742196 0.00766286 0.00727600 0.00741150 0.00007545 0.00727084 0.00727433 0.00728045 0.00749964 0.00007543 0.00731037 0.00746104 0.00097967 0.00734910 0.00005381 0.00725675 0.00009264 0.00732442 0.00743006 0.00762144 0.00005519 0.00007544 0.00727372 0.00756594 0.00008989 0.00702905 0.00728313 0.00721326 0.00750999 0.00007387 0.00008213 0.00749027 0.00763782 0.00009521 0.00728488 0.00725633 0.00729882 0.00728518 0.00714501 0.00004472 0.00710387 0.00007522 0.00007631 0.00727402 0.00006084 0.00760645 0.00748047 0.00727113 0.00753048 0.00007334 0.00743236 0.00006307 0.00729037 0.00005742 0.00744752 0.00006046 0.00728832 0.00007621 0.00738099 0.00728100 0.00760665 0.00726338 0.00008009 0.00007524 0.00745291 0.00743461 0.00725977 0.00726224 0.00726422 0.00724883 0.00726868 0.00750479 0.00673722 0.00726885 0.00783931 0.00008804 0.00728541 0.00727534 0.00007709 0.00726690 0.00758567 0.00740408 0.00725506 0.00743668 0.00010942 0.00004622 0.00724700 0.00007492 0.00005077 0.00728124 0.00734779 0.00007782 0.00740214 0.00727407 0.00726620 0.00007725 0.00757612 0.00726945 0.00004898 0.00727994 0.00744351 0.00728594 0.00728956 0.00728445 0.00740923 0.00005070 0.00750729 0.00010754 0.00711877 0.00728163 0.00007437 0.00104660 0.00729530 0.00005745 0.00099767 0.00012948 0.00007853 0.00007275 0.00781407 0.00764127 0.00738464 0.00722264 0.00726738 0.00007509 0.00729533 0 0.00007547 0.00004977 0.00007266 0.00744290 0.00737101 0.00727983 0.00728383 0.00007440 0.00728113 0.00007444 0.00007624 0.00727751 0.00006342 0.00738980 0.00004427
