Genome_ID	Nanopore_ID	Species	Sequence_size	N50	AR_gene_list	Genome_quality	Illumina_Library_ID	Sample_ID.x	Culturing_Sample_ID	Antibiotics	Sample_ID.y	Cubicle_room	Sample_type	Material	Human_Traffic	timept	Room_type	bed_number
s_3489	N173_BC09	Enterococcus_faecium	2985349	2928756	Spc;ErmA;Aac6-Ii;TetM;MsrC;	HIGH_QUAL	WEE228	HMBL040_02	HMBL042_02	STREP	HMBL040	Ward_3	Bedside_Locker	Wood	Empty	2	MDRO_wards	4
s_3349	N173_BC09	Enterococcus_faecalis	3264455	520266	MphD;Aac6-Aph2;TetM;LsaA;	HIGH_QUAL	WEE228	HMBL040_02	HMBL042_02	STREP	HMBL040	Ward_3	Bedside_Locker	Wood	Empty	2	MDRO_wards	4
s_6331	N173_BC10	Staphylococcus_haemolyticus	2515680	556816	Aph3-III;BlaZ;Aac6-Aph2;TetM;	HIGH_QUAL	WEE228	HMBL040_02	HMBL042_02	TET	HMBL040	Ward_3	Bedside_Locker	Wood	Empty	2	MDRO_wards	4
s_954	N173_BC10	Bacillus_cereus	3787130	158613		MEDIUM_QUAL	WEE228	HMBL040_02	HMBL042_02	TET	HMBL040	Ward_3	Bedside_Locker	Wood	Empty	2	MDRO_wards	4
s_3350	N173_BC10	Enterococcus_faecalis	2620485	88438	LsaA;	HIGH_QUAL	WEE228	HMBL040_02	HMBL042_02	TET	HMBL040	Ward_3	Bedside_Locker	Wood	Empty	2	MDRO_wards	4
s_3491	N173_BC11	Enterococcus_faecium	2910416	2865937	Aac6-Ii;TetM;MsrC;	HIGH_QUAL	WEE260	HMBR058_02	HMBR060_02	AMP	HMBR058	Ward_4	Bed_Rail	Plastic	Empty	2	MDRO_wards	5
s_4276	N173_BC11	Pseudomonas_stutzeri	2172924	39589		MEDIUM_QUAL	WEE260	HMBR058_02	HMBR060_02	AMP	HMBR058	Ward_4	Bed_Rail	Plastic	Empty	2	MDRO_wards	5
s_6332	N173_BC12	Staphylococcus_haemolyticus	2670136	461579	Aac6-Aph2;Dfr;Far1;MECA;BlaZ;MphC;Aac6-Aph2;MsrA;	HIGH_QUAL	WEE109	HMBR085_02	HMBR087_02	AMP	HMBR085	Ward_2	Bed_Rail	Metal	Moderate_(2-5)	2	Standard_wards	4
s_955	N173_BC12	Bacillus_cereus	4963694	185051	BLA;	HIGH_QUAL	WEE109	HMBR085_02	HMBR087_02	AMP	HMBR085	Ward_2	Bed_Rail	Metal	Moderate_(2-5)	2	Standard_wards	4
s_7051	N174_BC01	Staphylococcus_lugdunensis	2323722	358930		MEDIUM_QUAL	WEE109	HMBR085_02	HMBR087_02	KAN	HMBR085	Ward_2	Bed_Rail	Metal	Moderate_(2-5)	2	Standard_wards	4
s_6333	N174_BC01	Staphylococcus_haemolyticus	2678726	2652079	MphC;Aac6-Aph2;MECA;Aac6-Aph2;Dfr;BlaZ;Far1;MsrA;	HIGH_QUAL	WEE109	HMBR085_02	HMBR087_02	KAN	HMBR085	Ward_2	Bed_Rail	Metal	Moderate_(2-5)	2	Standard_wards	4
s_7253	N174_BC01	Staphylococcus_warneri	2329651	350004	Dfr;Aac6-Aph2;	HIGH_QUAL	WEE109	HMBR085_02	HMBR087_02	KAN	HMBR085	Ward_2	Bed_Rail	Metal	Moderate_(2-5)	2	Standard_wards	4
s_7254	N174_BC02	Staphylococcus_warneri	2575176	2549554	Aac6-Aph2;Dfr;	HIGH_QUAL	WEE109	HMBR085_02	HMBR087_02	TET	HMBR085	Ward_2	Bed_Rail	Metal	Moderate_(2-5)	2	Standard_wards	4
s_956	N174_BC03	Bacillus_cereus	5623585	5567779	BLA;	HIGH_QUAL	WEE374	HMBR091_02	HMBR093_02	AMP	HMBR091	Ward_3	Bed_Rail	Metal	Empty	2	Standard_wards	1
s_4896	N174_BC04	Staphylococcus_aureus	2919694	2890658	BlaZ;MECA;Aac6-Aph2;TetK;APH-Stph;Tet-38;Aac3-Ik;Dha1;NorA;	HIGH_QUAL	WEE374	HMBR091_02	HMBR093_02	KAN	HMBR091	Ward_3	Bed_Rail	Metal	Empty	2	Standard_wards	1
s_361	N174_BC05	Acinetobacter_calcoaceticus	4094321	4053656	OXA-51;Mbl;Zn-dependent;BlaA2;ADC;BlaA1;	MEDIUM_QUAL	WEE149	HMCT076_02	HMCT078_02	AMP	HMCT076	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	2	Standard_wards	1
s_362	N174_BC06	Acinetobacter_calcoaceticus	4090001	4049379	OXA-51;Mbl;Zn-dependent;BlaA2;ADC;BlaA1;	MEDIUM_QUAL	WEE149	HMCT076_02	HMCT078_02	CHLOR	HMCT076	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	2	Standard_wards	1
s_6859	N174_BC07	Staphylococcus_hominis	2440706	2307333	MECA;Aac6-Aph2;BlaZ;	HIGH_QUAL	WEE149	HMCT076_02	HMCT078_02	KAN	HMCT076	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	2	Standard_wards	1
s_5734	N174_BC07	Staphylococcus_epidermidis	2827966	1826081	MphC;Aac6-Aph2;Aph3-III;MsrA;DfrC;Aac6-Aph2;MECA;Far1;	MEDIUM_QUAL	WEE149	HMCT076_02	HMCT078_02	KAN	HMCT076	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	2	Standard_wards	1
s_7335	N174_BC07	Streptococcus_salivarius	1143922	87734	TetM;	MEDIUM_QUAL	WEE149	HMCT076_02	HMCT078_02	KAN	HMCT076	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	2	Standard_wards	1
s_6334	N174_BC07	Staphylococcus_haemolyticus	2762709	2710024	BlaZ;MECA;Aac6-Aph2;	HIGH_QUAL	WEE149	HMCT076_02	HMCT078_02	KAN	HMCT076	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	2	Standard_wards	1
s_6335	N174_BC08	Staphylococcus_haemolyticus	2835992	2662241	Aac6-Aph2;MECA;Dfr;BlaZ;TetK;TetK;TetK;TetK;	MEDIUM_QUAL	WEE168	HMBL070_02	HMBL072_02	KAN	HMBL070	Ward_1	Bedside_Locker	Wood	Low_(less_than_2)	2	Standard_wards	4
s_6336	N174_BC09	Staphylococcus_haemolyticus	2771931	2656740	Aac6-Aph2;MECA;Dfr;BlaZ;TetK;TetK;	HIGH_QUAL	WEE168	HMBL070_02	HMBL072_02	TET	HMBL070	Ward_1	Bedside_Locker	Wood	Low_(less_than_2)	2	Standard_wards	4
s_5735	N174_BC10	Staphylococcus_epidermidis	2614091	2588084	DfrC;MECA;DfrC;BlaZ;	HIGH_QUAL	WEE113	HMCT070_02	HMCT072_02	KAN	HMCT070	Ward_1	Cardiac_Table	Metal_and_Wood	Low_(less_than_2)	2	Standard_wards	4
s_6338	N174_BC11	Staphylococcus_haemolyticus	2836429	2346279	TetK;TetK;Aac6-Aph2;MECA;BlaZ;Dfr;TetK;TetK;TetK;	MEDIUM_QUAL	WEE113	HMCT070_02	HMCT072_02	STREP	HMCT070	Ward_1	Cardiac_Table	Metal_and_Wood	Low_(less_than_2)	2	Standard_wards	4
s_3351	N175_BC01	Enterococcus_faecalis	3133064	3101916	Aac6-Aph2;MphD;LsaA;	HIGH_QUAL	WEE232	HMBL049_02	HMBL051_02	STREP	HMBL049	Ward_4	Bedside_Locker	Wood	Empty	2	MDRO_wards	2
s_959	N175_BC01	Bacillus_cereus	5394638	535384	BLA;	HIGH_QUAL	WEE232	HMBL049_02	HMBL051_02	STREP	HMBL049	Ward_4	Bedside_Locker	Wood	Empty	2	MDRO_wards	2
s_4898	N175_BC02	Staphylococcus_aureus	3145661	2170143	Tet-38;Aac3-Ik;NorA;BlaZ;MECA;Aac6-Aph2;APH-Stph;TetK;Dha1;	HIGH_QUAL	WEE232	HMBL049_02	HMBL051_02	TET	HMBL049	Ward_4	Bedside_Locker	Wood	Empty	2	MDRO_wards	2
s_960	N175_BC02	Bacillus_cereus	4908205	199134		HIGH_QUAL	WEE232	HMBL049_02	HMBL051_02	TET	HMBL049	Ward_4	Bedside_Locker	Wood	Empty	2	MDRO_wards	2
s_76	N175_BC03	Achromobacter_sp.	7014496	6944917		HIGH_QUAL	WEE131	HMST001_02	HMST003_02	STREP	HMST001	Ward_1	Sink_Trap	Metal	Empty	2	MDRO_wards	NA
s_2705	N175_BC04	Chromobacterium_vaccinii	3021488	406895		MEDIUM_QUAL	WEE131	HMST001_02	HMST003_02	TET	HMST001	Ward_1	Sink_Trap	Metal	Empty	2	MDRO_wards	NA
s_77	N175_BC04	Achromobacter_sp.	7038146	3601498		HIGH_QUAL	WEE131	HMST001_02	HMST003_02	TET	HMST001	Ward_1	Sink_Trap	Metal	Empty	2	MDRO_wards	NA
s_3352	N175_BC05	Enterococcus_faecalis	3237950	1661833	MphD;TetM;LsaA;Aac6-Aph2;TetM;TetM;	HIGH_QUAL	WEE380	HMP036_02	HMP038_02	AMP	HMP036	Room_3	Pulse_Oxymeter	Rubber	Empty	2	Isolation_rooms	NA
s_5736	N175_BC05	Staphylococcus_epidermidis	2398913	94029	MECA;ErmC;Aac6-Aph2;Far1;DfrC;BlaZ;	HIGH_QUAL	WEE380	HMP036_02	HMP038_02	AMP	HMP036	Room_3	Pulse_Oxymeter	Rubber	Empty	2	Isolation_rooms	NA
s_5737	N175_BC06	Staphylococcus_epidermidis	2666258	2617667	DfrC;MECA;Aac6-Aph2;Far1;ErmC;Aac6-Aph2;ErmC;DfrC;BlaZ;	HIGH_QUAL	WEE380	HMP036_02	HMP038_02	KAN	HMP036	Room_3	Pulse_Oxymeter	Rubber	Empty	2	Isolation_rooms	NA
s_3353	N175_BC06	Enterococcus_faecalis	3247218	3214940	Aac6-Aph2;TetM;TetM;MphD;LsaA;	HIGH_QUAL	WEE380	HMP036_02	HMP038_02	KAN	HMP036	Room_3	Pulse_Oxymeter	Rubber	Empty	2	Isolation_rooms	NA
s_5738	N175_BC07	Staphylococcus_epidermidis	1716413	54707	Far1;BlaZ;DfrC;	MEDIUM_QUAL	WEE380	HMP036_02	HMP038_02	TET	HMP036	Room_3	Pulse_Oxymeter	Rubber	Empty	2	Isolation_rooms	NA
s_3354	N175_BC07	Enterococcus_faecalis	3242044	3187260	Aac6-Aph2;TetM;MphD;TetM;LsaA;	HIGH_QUAL	WEE380	HMP036_02	HMP038_02	TET	HMP036	Room_3	Pulse_Oxymeter	Rubber	Empty	2	Isolation_rooms	NA
s_4520	N175_BC08	Serratia_sp.	5633673	5577766	SRT-SST;Aac6-Ic;	HIGH_QUAL	WEE134	HMST018_02	HMST020_02	AMP	HMST018	Ward_1	Sink_Trap	Metal	Empty	2	Standard_wards	NA
s_4435	N175_BC09	Serratia_marcescens	5620393	4418193	SRT-SST;Aac6-Ic;	MEDIUM_QUAL	WEE134	HMST018_02	HMST020_02	KAN	HMST018	Ward_1	Sink_Trap	Metal	Empty	2	Standard_wards	NA
s_5739	N175_BC10	Staphylococcus_epidermidis	2701373	574374	Far1;DfrC;MphC;MsrA;	HIGH_QUAL	WEE270	HMBR055_02	HMBR057_02	AMP	HMBR055	Ward_4	Bed_Rail	Plastic	Empty	2	MDRO_wards	4
s_4899	N175_BC10	Staphylococcus_aureus	2863720	2835241	NorA;Dha1;Tet-38;Aac3-Ik;APH-Stph;	HIGH_QUAL	WEE270	HMBR055_02	HMBR057_02	AMP	HMBR055	Ward_4	Bed_Rail	Plastic	Empty	2	MDRO_wards	4
s_7052	N175_BC10	Staphylococcus_lugdunensis	2639666	2613405	MECA;BlaZ;	HIGH_QUAL	WEE270	HMBR055_02	HMBR057_02	AMP	HMBR055	Ward_4	Bed_Rail	Plastic	Empty	2	MDRO_wards	4
s_6340	N175_BC10	Staphylococcus_haemolyticus	2594013	158566	Aph3-III;Sat4A;MECA;BlaZ;BlaZ;BlaZ;TetK;	HIGH_QUAL	WEE270	HMBR055_02	HMBR057_02	AMP	HMBR055	Ward_4	Bed_Rail	Plastic	Empty	2	MDRO_wards	4
s_7256	N175_BC11	Staphylococcus_warneri	1508511	94240		MEDIUM_QUAL	WEE270	HMBR055_02	HMBR057_02	KAN	HMBR055	Ward_4	Bed_Rail	Plastic	Empty	2	MDRO_wards	4
s_7053	N175_BC11	Staphylococcus_lugdunensis	1788490	1770657	MECA;BlaZ;	MEDIUM_QUAL	WEE270	HMBR055_02	HMBR057_02	KAN	HMBR055	Ward_4	Bed_Rail	Plastic	Empty	2	MDRO_wards	4
s_961	N175_BC12	Bacillus_cereus	5341585	1860244	BLA;	HIGH_QUAL	WEE270	HMBR055_02	HMBR057_02	STREP	HMBR055	Ward_4	Bed_Rail	Plastic	Empty	2	MDRO_wards	4
s_6342	N176_BC01	Staphylococcus_haemolyticus	2842503	2550002	Dfr;TetK;TetK;BlaZ;MphC;Aac6-Aph2;MECA;Aph3-III;Sat4A;BlaZ;TetK;MsrA;MsrA;TetL;	MEDIUM_QUAL	WEE270	HMBR055_02	HMBR057_02	TET	HMBR055	Ward_4	Bed_Rail	Plastic	Empty	2	MDRO_wards	4
s_5741	N176_BC01	Staphylococcus_epidermidis	2492453	2467649	MphC;DfrC;Far1;MsrA;	HIGH_QUAL	WEE270	HMBR055_02	HMBR057_02	TET	HMBR055	Ward_4	Bed_Rail	Plastic	Empty	2	MDRO_wards	4
s_6343	N176_BC02	Staphylococcus_haemolyticus	2661578	2602590	Aac6-Aph2;MECA;BlaZ;	HIGH_QUAL	WEE194	HMBL061_02	HMBL063_02	KAN	HMBL061	Ward_1	Bedside_Locker	Wood	Empty	2	Standard_wards	1
s_6344	N176_BC03	Staphylococcus_haemolyticus	2639347	2580240	MECA;Aac6-Aph2;BlaZ;	HIGH_QUAL	WEE194	HMBL061_02	HMBL063_02	TET	HMBL061	Ward_1	Bedside_Locker	Wood	Empty	2	Standard_wards	1
s_6345	N176_BC04	Staphylococcus_haemolyticus	2554092	2528677		HIGH_QUAL	WEE272	HMP033_02	HMP035_02	KAN	HMP033	Room_2	Pulse_Oxymeter	Rubber	Empty	2	Isolation_rooms	NA
s_5306	N176_BC05	Staphylococcus_capitis	1488972	74963	Aac6-Aph2;	MEDIUM_QUAL	WEE136	HMCT079_02	HMCT081_02	AMP	HMCT079	Ward_2	Cardiac_Table	Metal_and_Wood	Low_(less_than_2)	2	Standard_wards	2
s_6863	N176_BC05	Staphylococcus_hominis	2267924	354969	MECA;Aac6-Aph2;Dfr;BlaZ;	HIGH_QUAL	WEE136	HMCT079_02	HMCT081_02	AMP	HMCT079	Ward_2	Cardiac_Table	Metal_and_Wood	Low_(less_than_2)	2	Standard_wards	2
s_6346	N176_BC05	Staphylococcus_haemolyticus	2660193	2633727	MphC;Aph3-III;Aac6-Aph2;Aac6-Aph2;MECA;Sat4A;BlaZ;MsrA;	HIGH_QUAL	WEE136	HMCT079_02	HMCT081_02	AMP	HMCT079	Ward_2	Cardiac_Table	Metal_and_Wood	Low_(less_than_2)	2	Standard_wards	2
s_6347	N176_BC06	Staphylococcus_haemolyticus	2943573	2629966	MphC;Aph3-III;Aac6-Aph2;Aac6-Aph2;MECA;BlaZ;Sat4A;MsrA;	MEDIUM_QUAL	WEE136	HMCT079_02	HMCT081_02	KAN	HMCT079	Ward_2	Cardiac_Table	Metal_and_Wood	Low_(less_than_2)	2	Standard_wards	2
s_6864	N176_BC06	Staphylococcus_hominis	2372720	1694972	Aac6-Aph2;MECA;Dfr;BlaZ;	HIGH_QUAL	WEE136	HMCT079_02	HMCT081_02	KAN	HMCT079	Ward_2	Cardiac_Table	Metal_and_Wood	Low_(less_than_2)	2	Standard_wards	2
s_5307	N176_BC06	Staphylococcus_capitis	2708277	2681336	Aac6-Aph2;MECA;	HIGH_QUAL	WEE136	HMCT079_02	HMCT081_02	KAN	HMCT079	Ward_2	Cardiac_Table	Metal_and_Wood	Low_(less_than_2)	2	Standard_wards	2
s_6348	N176_BC07	Staphylococcus_haemolyticus	2670715	2644146	MphC;Aph3-III;Aac6-Aph2;Sat4A;Aac6-Aph2;MECA;BlaZ;MsrA;	HIGH_QUAL	WEE136	HMCT079_02	HMCT081_02	STREP	HMCT079	Ward_2	Cardiac_Table	Metal_and_Wood	Low_(less_than_2)	2	Standard_wards	2
s_6349	N176_BC08	Staphylococcus_haemolyticus	2702938	2676050	Aph3-III;BlaZ;MECA;Sat4A;TetK;	HIGH_QUAL	WEE136	HMCT079_02	HMCT081_02	TET	HMCT079	Ward_2	Cardiac_Table	Metal_and_Wood	Low_(less_than_2)	2	Standard_wards	2
s_6865	N176_BC08	Staphylococcus_hominis	2318933	2295848	MECA;Dfr;Aac6-Aph2;BlaZ;	HIGH_QUAL	WEE136	HMCT079_02	HMCT081_02	TET	HMCT079	Ward_2	Cardiac_Table	Metal_and_Wood	Low_(less_than_2)	2	Standard_wards	2
s_7220	N176_BC09	Staphylococcus_succinus	3016521	2887828	Dfr;	HIGH_QUAL	WEE155	HMBL004_02	HMBL006_02	CHLOR	HMBL004	Ward_1	Bedside_Locker	Wood	Empty	2	MDRO_wards	2
s_7222	N176_BC11	Staphylococcus_succinus	3165273	2868438	Dfr;	HIGH_QUAL	WEE155	HMBL004_02	HMBL006_02	STREP	HMBL004	Ward_1	Bedside_Locker	Wood	Empty	2	MDRO_wards	2
s_7223	N176_BC12	Staphylococcus_succinus	2768299	1894473	Dfr;	HIGH_QUAL	WEE155	HMBL004_02	HMBL006_02	TET	HMBL004	Ward_1	Bedside_Locker	Wood	Empty	2	MDRO_wards	2
s_4904	N176_BC12	Staphylococcus_aureus	3147666	1814993	Aac6-Aph2;BlaZ;TetK;Tet-38;Aac3-Ik;Dha1;NorA;MECA;APH-Stph;	HIGH_QUAL	WEE155	HMBL004_02	HMBL006_02	TET	HMBL004	Ward_1	Bedside_Locker	Wood	Empty	2	MDRO_wards	2
s_1929	N177_BC01	Bacillus_thuringiensis	3930754	356721	BLA;	MEDIUM_QUAL	WEE329	HMBL109_02	HMBL111_02	AMP	HMBL109	Ward_4	Bedside_Locker	Wood	Empty	2	Standard_wards	2
s_6867	N177_BC01	Staphylococcus_hominis	2245471	129498	MECA;DfrC;	HIGH_QUAL	WEE329	HMBL109_02	HMBL111_02	AMP	HMBL109	Ward_4	Bedside_Locker	Wood	Empty	2	Standard_wards	2
s_2647	N177_BC02	Candida_albicans	14404342	156756		HIGH_QUAL	WEE329	HMBL109_02	HMBL111_02	CHLOR	HMBL109	Ward_4	Bedside_Locker	Wood	Empty	2	Standard_wards	2
s_1930	N177_BC02	Bacillus_thuringiensis	3822579	571089	BLA;	MEDIUM_QUAL	WEE329	HMBL109_02	HMBL111_02	CHLOR	HMBL109	Ward_4	Bedside_Locker	Wood	Empty	2	Standard_wards	2
s_6868	N177_BC03	Staphylococcus_hominis	2338419	2302914	MECA;DfrC;	HIGH_QUAL	WEE329	HMBL109_02	HMBL111_02	KAN	HMBL109	Ward_4	Bedside_Locker	Wood	Empty	2	Standard_wards	2
s_6352	N177_BC03	Staphylococcus_haemolyticus	2283119	142593	Far1;Aac6-Aph2;BlaZ;Dfr;BlaZ;	MEDIUM_QUAL	WEE329	HMBL109_02	HMBL111_02	KAN	HMBL109	Ward_4	Bedside_Locker	Wood	Empty	2	Standard_wards	2
s_5308	N177_BC04	Staphylococcus_capitis	2893946	2552609	Aac6-Aph2;MECA;Far1;	HIGH_QUAL	WEE329	HMBL109_02	HMBL111_02	TET	HMBL109	Ward_4	Bedside_Locker	Wood	Empty	2	Standard_wards	2
s_6354	N177_BC05	Staphylococcus_haemolyticus	2639605	2561115	Aac6-Aph2;Aac6-Aph2;MphC;Aph3-III;Aac6-Aph2;MECA;Sat4A;BlaZ;TetK;MsrA;	HIGH_QUAL	WEE248	HMBL052_02	HMBL054_02	KAN	HMBL052	Ward_4	Bedside_Locker	Wood	Empty	2	MDRO_wards	3
s_6870	N177_BC05	Staphylococcus_hominis	2452307	407735	BlaZ;MECA;Aac6-Aph2;	HIGH_QUAL	WEE248	HMBL052_02	HMBL054_02	KAN	HMBL052	Ward_4	Bedside_Locker	Wood	Empty	2	MDRO_wards	3
s_6355	N177_BC06	Staphylococcus_haemolyticus	2593404	2567599	MphC;Aph3-III;Sat4A;MECA;Aac6-Aph2;BlaZ;TetK;MsrA;	HIGH_QUAL	WEE248	HMBL052_02	HMBL054_02	TET	HMBL052	Ward_4	Bedside_Locker	Wood	Empty	2	MDRO_wards	3
s_279	N177_BC07	Acinetobacter_baumannii	4026134	3944922	StrB;MsrE;StrA;TEM-1D;MphE;TetB;OXA-51;OXA-23;ArmA;ADC;Mbl;Zn-dependent;BlaA2;BlaA1;	HIGH_QUAL	WEE338	HMBL100_02	HMBL102_02	CHLOR	HMBL100	Ward_3	Bedside_Locker	Wood	Empty	2	Standard_wards	4
s_3355	N177_BC08	Enterococcus_faecalis	3250084	540723	MphD;TetM;Aac6-Aph2;TetM;LsaA;TetM;TetM;	HIGH_QUAL	WEE338	HMBL100_02	HMBL102_02	STREP	HMBL100	Ward_3	Bedside_Locker	Wood	Empty	2	Standard_wards	4
s_280	N177_BC08	Acinetobacter_baumannii	3940200	2592601	StrB;StrA;OXA-23;TEM-1D;TetB;Zn-dependent;BlaA2;MsrE;MphE;OXA-51;ADC;ArmA;Mbl;BlaA1;	HIGH_QUAL	WEE338	HMBL100_02	HMBL102_02	STREP	HMBL100	Ward_3	Bedside_Locker	Wood	Empty	2	Standard_wards	4
s_3356	N177_BC09	Enterococcus_faecalis	2837975	104481	TetM;LsaA;TetM;	HIGH_QUAL	WEE104	HMBL085_02	HMBL087_02	CHLOR	HMBL085	Ward_2	Bedside_Locker	Wood	Moderate_(2-5)	2	Standard_wards	4
s_6871	N177_BC09	Staphylococcus_hominis	2462122	2222436	MECA;	HIGH_QUAL	WEE104	HMBL085_02	HMBL087_02	CHLOR	HMBL085	Ward_2	Bedside_Locker	Wood	Moderate_(2-5)	2	Standard_wards	4
s_4907	N177_BC10	Staphylococcus_aureus	2643633	1409871	TetK;Tet-38;BlaZ;Aac6-Aph2;APH-Stph;Dha1;Aac3-Ik;NorA;	HIGH_QUAL	WEE104	HMBL085_02	HMBL087_02	KAN	HMBL085	Ward_2	Bedside_Locker	Wood	Moderate_(2-5)	2	Standard_wards	4
s_3357	N177_BC10	Enterococcus_faecalis	3345426	2830648	Aac6-Aph2;TetM;TetM;TetM;TetM;Aac6-Aph2;TetM;MphD;LsaA;	HIGH_QUAL	WEE104	HMBL085_02	HMBL087_02	KAN	HMBL085	Ward_2	Bedside_Locker	Wood	Moderate_(2-5)	2	Standard_wards	4
s_6357	N177_BC10	Staphylococcus_haemolyticus	2902568	744043	Aac6-Aph2;BlaZ;Aac6-Aph2;MECA;	MEDIUM_QUAL	WEE104	HMBL085_02	HMBL087_02	KAN	HMBL085	Ward_2	Bedside_Locker	Wood	Moderate_(2-5)	2	Standard_wards	4
s_6358	N177_BC11	Staphylococcus_haemolyticus	2688062	2661321	MphC;Aph3-III;Aac6-Aph2;Sat4A;Aac6-Aph2;MECA;BlaZ;MsrA;	HIGH_QUAL	WEE104	HMBL085_02	HMBL087_02	STREP	HMBL085	Ward_2	Bedside_Locker	Wood	Moderate_(2-5)	2	Standard_wards	4
s_3358	N177_BC11	Enterococcus_faecalis	3359477	3213717	Aac6-Aph2;TetM;MphD;TetM;LsaA;Aac6-Aph2;	HIGH_QUAL	WEE104	HMBL085_02	HMBL087_02	STREP	HMBL085	Ward_2	Bedside_Locker	Wood	Moderate_(2-5)	2	Standard_wards	4
s_4908	N177_BC12	Staphylococcus_aureus	2971775	698261	APH-Stph;BlaZ;Aac6-Aph2;MECA;TetK;Dha1;BlaZ;Aac6-Aph2;Dha1;Aac3-Ik;Tet-38;NorA;	HIGH_QUAL	WEE104	HMBL085_02	HMBL087_02	TET	HMBL085	Ward_2	Bedside_Locker	Wood	Moderate_(2-5)	2	Standard_wards	4
s_3359	N177_BC12	Enterococcus_faecalis	3369105	1789167	TetM;MphD;LsaA;Aac6-Aph2;Aac6-Aph2;Aac6-Aph2;TetM;TetM;TetM;	HIGH_QUAL	WEE104	HMBL085_02	HMBL087_02	TET	HMBL085	Ward_2	Bedside_Locker	Wood	Moderate_(2-5)	2	Standard_wards	4
s_6359	N177_BC12	Staphylococcus_haemolyticus	2625597	2553945	Aac6-Aph2;MECA;BlaZ;	HIGH_QUAL	WEE104	HMBL085_02	HMBL087_02	TET	HMBL085	Ward_2	Bedside_Locker	Wood	Moderate_(2-5)	2	Standard_wards	4
s_5310	N178_BC01	Staphylococcus_capitis	2444154	190401	MECA;Aac6-Aph2;	HIGH_QUAL	WEE119	HMBL088_02	HMBL090_02	KAN	HMBL088	Ward_2	Bedside_Locker	Wood	Empty	2	Standard_wards	5
s_6360	N178_BC01	Staphylococcus_haemolyticus	2611930	2585943	Aac6-Aph2;MECA;BlaZ;	HIGH_QUAL	WEE119	HMBL088_02	HMBL090_02	KAN	HMBL088	Ward_2	Bedside_Locker	Wood	Empty	2	Standard_wards	5
s_6361	N178_BC02	Staphylococcus_haemolyticus	2634928	2608713	MECA;Aac6-Aph2;BlaZ;	HIGH_QUAL	WEE119	HMBL088_02	HMBL090_02	TET	HMBL088	Ward_2	Bedside_Locker	Wood	Empty	2	Standard_wards	5
s_7257	N178_BC03	Staphylococcus_warneri	1680045	319342		MEDIUM_QUAL	WEE234	HMBL043_02	HMBL045_02	KAN	HMBL043	Ward_3	Bedside_Locker	Wood	Low_(less_than_2)	2	MDRO_wards	5
s_6872	N178_BC03	Staphylococcus_hominis	2050029	71696	BlaZ;LnuA;	MEDIUM_QUAL	WEE234	HMBL043_02	HMBL045_02	KAN	HMBL043	Ward_3	Bedside_Locker	Wood	Low_(less_than_2)	2	MDRO_wards	5
s_6873	N178_BC04	Staphylococcus_hominis	2162516	110843		MEDIUM_QUAL	WEE234	HMBL043_02	HMBL045_02	TET	HMBL043	Ward_3	Bedside_Locker	Wood	Low_(less_than_2)	2	MDRO_wards	5
s_1931	N178_BC05	Bacillus_thuringiensis	6063417	745778	BLA;	HIGH_QUAL	WEE320	HMCT094_02	HMCT096_02	AMP	HMCT094	Ward_3	Cardiac_Table	Metal_and_Wood	Empty	2	Standard_wards	2
s_5750	N178_BC06	Staphylococcus_epidermidis	2086148	61319	Far1;BlaZ;DfrC;	MEDIUM_QUAL	WEE320	HMCT094_02	HMCT096_02	KAN	HMCT094	Ward_3	Cardiac_Table	Metal_and_Wood	Empty	2	Standard_wards	2
s_4913	N178_BC07	Staphylococcus_aureus	3235350	3139347	Tet-38;MECA;BlaZ;Aac6-Aph2;MECA;TetK;Aac6-Aph2;APH-Stph;Aac3-Ik;Dha1;Tet-38;BlaZ;NorA;TetK;	MEDIUM_QUAL	WEE129	HMBR079_02	HMBR081_02	KAN	HMBR079	Ward_2	Bed_Rail	Metal	Low_(less_than_2)	2	Standard_wards	2
s_6365	N178_BC07	Staphylococcus_haemolyticus	2270177	342294	Dfr;	MEDIUM_QUAL	WEE129	HMBR079_02	HMBR081_02	KAN	HMBR079	Ward_2	Bed_Rail	Metal	Low_(less_than_2)	2	Standard_wards	2
s_6875	N178_BC08	Staphylococcus_hominis	2420014	2277284		HIGH_QUAL	WEE129	HMBR079_02	HMBR081_02	STREP	HMBR079	Ward_2	Bed_Rail	Metal	Low_(less_than_2)	2	Standard_wards	2
s_4915	N178_BC09	Staphylococcus_aureus	2795423	2767618	MECA;Aac3-Ik;Dha1;Tet-38;APH-Stph;BlaZ;NorA;	HIGH_QUAL	WEE129	HMBR079_02	HMBR081_02	TET	HMBR079	Ward_2	Bed_Rail	Metal	Low_(less_than_2)	2	Standard_wards	2
s_1932	N178_BC10	Bacillus_thuringiensis	4872279	264075	BLA;	HIGH_QUAL	WEE130	HMBR082_02	HMBR084_02	AMP	HMBR082	Ward_2	Bed_Rail	Metal	Empty	2	Standard_wards	3
